Year,BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam,Aantal aansluitingen met opwekinstallatie,Opgesteld vermogen,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115,OV_per_installatie,Opgesteld_vermogen_per100houshoudens,PVinstallaties_per100houshoudens
2018,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,308.0,1068.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,3.4675324675324677,71.67785234899328,20.671140939597315
2017,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,191.0,726.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,3.8010471204188483,48.7248322147651,12.818791946308725
2016,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,128.0,504.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,3.9375,33.8255033557047,8.590604026845638
2019,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,392.0,1611.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,4.10969387755102,108.12080536912751,26.308724832214764
2020,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,491.0,2045.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,4.164969450101833,137.248322147651,32.95302013422819
2021,BU16800000,Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,631.0,2794.0,9468,1490,2.3,1367.0,1552,241.0,90.0,73.0,21.0,6.0,11.0,2930.0,1590.0,2.098425196850393,0.8115942028985508,27.7,0.174496644295302,1.3,0.8,5.0,4.427892234548336,187.51677852348993,42.348993288590606
2018,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,11.0,51.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,4.636363636363637,78.46153846153847,16.923076923076923
2017,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,8.0,37.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,4.625,56.92307692307692,12.307692307692308
2016,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,7.0,28.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,4.0,43.07692307692308,10.76923076923077
2019,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,26.0,230.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,8.846153846153847,353.84615384615387,40.0
2020,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,31.0,251.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,8.096774193548388,386.15384615384613,47.69230769230769
2021,BU16800009,Verspreide huizen Annen,WK168000,Wijk 00 Annen,GM1680,Aa en Hunze,PV22,Drenthe,29.0,257.0,9468,65,2.3,12.0,63,426.0,100.0,97.0,0.0,3.0,32.0,4460.0,2340.0,2.076923076923077,0.6666666666666666,45.1,0.4615384615384615,1.6,2.0,5.0,8.862068965517242,395.38461538461536,44.61538461538461
2018,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,108.0,374.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,3.462962962962963,69.90654205607477,20.186915887850468
2017,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,59.0,232.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,3.9322033898305087,43.36448598130841,11.02803738317757
2016,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,40.0,155.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,3.875,28.97196261682243,7.4766355140186915
2019,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,131.0,497.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,3.7938931297709924,92.89719626168224,24.485981308411215
2020,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,160.0,649.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,4.05625,121.30841121495327,29.906542056074766
2021,BU16800100,Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,201.0,858.0,9463,535,2.3,730.0,534,241.0,98.0,83.0,14.0,3.0,6.0,3070.0,1760.0,2.114583333333333,0.8032128514056225,25.9,0.1962616822429906,1.4,0.9,5.0,4.268656716417911,160.37383177570092,37.570093457943926
2018,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,12.0,57.0,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,4.75,63.333333333333336,13.333333333333334
2017,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,9.0,42.0,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,4.666666666666667,46.666666666666664,10.0
2016,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,10.0,47.0,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,4.7,52.22222222222222,11.11111111111111
2019,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,29.0,163.0,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,5.620689655172414,181.11111111111111,32.22222222222222
2020,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,29.0,176.0,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,6.068965517241379,195.55555555555554,32.22222222222222
2021,BU16800109,Verspreide huizen Eext,WK168001,Wijk 01 Eext,GM1680,Aa en Hunze,PV22,Drenthe,34.0,233.00000000000003,9463,90,1.9,11.0,50,353.0,96.0,90.0,0.0,10.0,4.0,3400.0,2170.0,2.2,1.1428571428571428,32.6,0.2777777777777778,1.3,2.1,5.0,6.852941176470588,258.8888888888889,37.77777777777778
2018,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,24.0,102.99999999999999,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,4.291666666666667,71.03448275862068,16.551724137931036
2017,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,15.0,78.0,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,5.2,53.793103448275865,10.344827586206897
2016,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,12.0,65.99999999999999,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,5.5,45.51724137931034,8.275862068965518
2019,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,28.0,120.0,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,4.285714285714286,82.75862068965517,19.310344827586206
2020,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,36.0,153.0,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,4.25,105.51724137931035,24.82758620689655
2021,BU16800200,Anloo,WK168002,Wijk 02 Anloo,GM1680,Aa en Hunze,PV22,Drenthe,52.0,249.0,9467,145,2.2,578.0,145,292.0,97.0,81.0,14.0,5.0,6.0,3140.0,1960.0,2.1923076923076925,0.8955223880597015,28.1,0.2413793103448276,1.4,0.4,5.0,4.788461538461538,171.72413793103448,35.86206896551724
2018,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,38.0,144.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,3.789473684210526,84.70588235294117,22.352941176470587
2017,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,21.0,82.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,3.9047619047619047,48.23529411764706,12.352941176470589
2016,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,18.0,68.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,3.7777777777777777,40.0,10.588235294117647
2019,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,54.0,250.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,4.62962962962963,147.05882352941177,31.764705882352942
2020,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,63.0,311.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,4.936507936507937,182.94117647058823,37.05882352941177
2021,BU16800300,Gasteren,WK168003,Wijk 03 Gasteren,GM1680,Aa en Hunze,PV22,Drenthe,80.0,412.0,9466,170,2.3,727.0,167,317.0,96.0,93.0,4.0,2.0,5.0,3330.0,2040.0,,1.0126582278481011,32.0,0.2647058823529412,1.5,2.7,5.0,5.15,242.35294117647058,47.05882352941177
2018,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,0.0,0.0,0.0
2017,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,0.0,0.0,0.0
2016,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,0.0,0.0,0.0
2019,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,16.0,119.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,7.4375,132.22222222222223,17.77777777777778
2020,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,17.0,125.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,7.352941176470588,138.88888888888889,18.88888888888889
2021,BU16800400,Anderen,WK168004,Wijk 04 Anderen,GM1680,Aa en Hunze,PV22,Drenthe,34.0,184.0,9465,90,2.3,524.0,100,323.0,100.0,87.0,7.0,6.0,9.0,3330.0,2120.0,,0.8888888888888888,30.2,0.3333333333333333,1.8,4.2,5.0,5.411764705882353,204.44444444444446,37.77777777777778
2018,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,59.0,219.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,3.711864406779661,85.88235294117646,23.137254901960784
2017,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,0.0,0.0,0.0
2016,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,0.0,0.0,0.0
2019,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,72.0,301.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,4.180555555555555,118.03921568627452,28.235294117647058
2020,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,99.0,396.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,4.0,155.2941176470588,38.8235294117647
2021,BU16800500,Schipborg,WK168005,Wijk 05 Schipborg,GM1680,Aa en Hunze,PV22,Drenthe,129.0,562.0,9469,255,2.1,554.0,211,367.0,100.0,93.0,4.0,3.0,5.0,3170.0,2040.0,2.4390243902439024,0.9345794392523364,32.7,0.2156862745098039,1.5,1.0,5.0,4.3565891472868215,220.3921568627451,50.588235294117645
2018,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,52.0,210.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,4.038461538461538,120.0,29.714285714285715
2017,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,0.0,0.0,0.0
2016,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,0.0,0.0,0.0
2019,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,63.0,426.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,6.761904761904762,243.42857142857142,36.0
2020,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,79.0,596.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,7.544303797468355,340.57142857142856,45.142857142857146
2021,BU16800600,Eexterveen,WK168006,Wijk 06 Eexterveen,GM1680,Aa en Hunze,PV22,Drenthe,101.0,747.0,9658,175,2.5,353.0,180,245.0,96.0,86.0,3.0,9.0,17.0,3180.0,2000.0,,0.6666666666666666,28.7,0.2571428571428571,1.6,0.5,5.0,7.396039603960396,426.85714285714283,57.714285714285715
2018,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,17.0,66.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,3.8823529411764706,110.0,28.333333333333332
2017,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,12.0,47.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,3.9166666666666665,78.33333333333333,20.0
2016,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,9.0,33.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,3.6666666666666665,55.0,15.0
2019,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,16.0,69.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,4.3125,115.0,26.666666666666668
2020,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,21.0,83.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,3.9523809523809526,138.33333333333334,35.0
2021,BU16800700,Spijkerboor,WK168007,Wijk 07 Spijkerboor,GM1680,Aa en Hunze,PV22,Drenthe,29.0,120.0,9656,60,2.4,691.0,64,228.0,100.0,92.0,6.0,2.0,0.0,3650.0,1730.0,1.9230769230769231,0.6451612903225806,27.3,0.1666666666666666,1.5,3.7,5.0,4.137931034482759,200.0,48.333333333333336
2018,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,0.0,0.0,0.0
2017,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,0.0,0.0,0.0
2016,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,0.0,0.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,0.0,0.0,0.0
2019,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,10.0,55.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,5.5,137.5,25.0
2020,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,11.0,113.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,10.272727272727273,282.5,27.5
2021,BU16800800,Nieuw-Annerveen,WK168008,Wijk 08 Nieuw-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,23.0,170.0,9657,40,2.3,218.0,40,,100.0,98.0,0.0,3.0,3.0,3280.0,2180.0,,1.0,27.3,0.375,,2.8,5.0,7.391304347826087,425.0,57.5
2018,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,7.0,50.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,7.142857142857143,100.0,14.0
2017,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,6.0,38.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,6.333333333333333,76.0,12.0
2016,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,5.0,25.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,5.0,50.0,10.0
2019,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,10.0,64.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,6.4,128.0,20.0
2020,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,12.0,68.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,5.666666666666667,136.0,24.0
2021,BU16800900,Oud-Annerveen,WK168009,Wijk 09 Oud-Annerveen,GM1680,Aa en Hunze,PV22,Drenthe,23.0,172.0,9655,50,2.3,457.0,47,,100.0,96.0,0.0,4.0,2.0,3520.0,2240.0,,0.8,30.1,0.2,1.6,2.2,5.0,7.478260869565218,344.0,46.0
2018,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,32.0,122.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,3.8125,71.76470588235294,18.823529411764707
2017,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,23.0,96.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,4.173913043478261,56.470588235294116,13.529411764705882
2016,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,14.0,61.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,4.357142857142857,35.88235294117647,8.235294117647058
2019,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,42.0,166.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,3.9523809523809526,97.6470588235294,24.705882352941178
2020,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,50.0,243.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,4.86,142.94117647058823,29.41176470588235
2021,BU16801100,Annerveenschekanaal,WK168011,Wijk 11 Annerveenschekanaal,GM1680,Aa en Hunze,PV22,Drenthe,57.0,299.0,9654,170,2.2,662.0,185,185.0,90.0,77.0,22.0,2.0,12.0,3060.0,1780.0,,0.7692307692307693,28.0,0.2352941176470588,1.5,4.4,5.0,5.245614035087719,175.88235294117646,33.529411764705884
