Year,BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam,Aantal aansluitingen met opwekinstallatie,Opgesteld vermogen,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115,OV_per_installatie,Opgesteld_vermogen_per100houshoudens,PVinstallaties_per100houshoudens
2017,BU17110629,Echterbosch,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,3.0,18.0,6105,30,2.1,168.0,30,,100.0,83.0,0.0,17.0,10.0,5390.0,2820.0,1.8,1.5384615384615383,,0.3333333333333333,,2.6,5.0,6.0,60.0,10.0
2016,BU17110629,Echterbosch,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,2.0,12.0,6105,30,2.1,168.0,30,,100.0,83.0,0.0,17.0,10.0,5390.0,2820.0,1.8,1.5384615384615383,,0.3333333333333333,,2.6,5.0,6.0,40.0,6.666666666666667
2019,BU17110629,Echterbosch,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,15.0,88.0,6105,30,2.1,168.0,30,,100.0,83.0,0.0,17.0,10.0,5390.0,2820.0,1.8,1.5384615384615383,,0.3333333333333333,,2.6,5.0,5.866666666666666,293.3333333333333,50.0
2020,BU17110629,Echterbosch,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,18.0,117.0,6105,30,2.1,168.0,30,,100.0,83.0,0.0,17.0,10.0,5390.0,2820.0,1.8,1.5384615384615383,,0.3333333333333333,,2.6,5.0,6.5,390.0,60.0
2018,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,67.0,301.99999999999994,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,4.507462686567164,77.43589743589743,17.17948717948718
2017,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,48.0,205.0,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,4.270833333333333,52.56410256410256,12.307692307692308
2016,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,38.0,160.00000000000003,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,4.2105263157894735,41.02564102564103,9.743589743589743
2019,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,100.0,468.0,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,4.68,120.0,25.641025641025642
2020,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,128.0,618.0,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,4.828125,158.46153846153845,32.82051282051282
2021,BU17110630,Maria Hoop,WK171106,Wijk 06 Maria Hoop,GM1711,Echt-Susteren,PV31,Limburg,157.0,813.0,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.2051282051282051,1.5,1.0,5.0,5.178343949044586,208.46153846153845,40.256410256410255
2018,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,51.0,225.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,4.411764705882353,90.0,20.4
2017,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,45.0,192.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,4.266666666666667,76.8,18.0
2016,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,40.0,167.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,4.175,66.8,16.0
2019,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,69.0,333.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,4.826086956521739,133.2,27.6
2020,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,84.0,416.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,4.9523809523809526,166.4,33.6
2021,BU17110731,Hingen,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,107.0,569.0,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0,5.317757009345795,227.6,42.8
2018,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,181.0,700.0,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,3.867403314917127,52.23880597014925,13.507462686567164
2017,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,143.0,543.0,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,3.797202797202797,40.52238805970149,10.671641791044776
2016,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,112.0,418.0,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,3.732142857142857,31.19402985074627,8.35820895522388
2019,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,238.0,1099.0,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,4.617647058823529,82.01492537313433,17.761194029850746
2020,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,409.0,1707.0,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,4.17359413202934,127.38805970149254,30.52238805970149
2021,BU17110732,Peij,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,508.0,2196.9999999999995,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.986238532110092,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0,4.324803149606299,163.955223880597,37.91044776119403
2018,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,99.0,354.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,3.5757575757575757,37.86096256684492,10.588235294117647
2017,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,83.0,298.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,3.5903614457831323,31.871657754010695,8.877005347593583
2016,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,67.0,229.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,3.417910447761194,24.49197860962567,7.165775401069519
2019,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,146.0,689.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,4.719178082191781,73.68983957219251,15.614973262032086
2020,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,212.0,907.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,4.278301886792453,97.00534759358288,22.67379679144385
2021,BU17110735,Schilberg,WK171107,Wijk 07 Peij,GM1711,Echt-Susteren,PV31,Limburg,278.0,1160.0,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.106951871657754,1.1,0.9,3.0,4.172661870503597,124.06417112299465,29.732620320855617
2018,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,79.0,337.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.265822784810126,92.32876712328768,21.643835616438356
2017,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,51.0,206.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.03921568627451,56.43835616438356,13.972602739726028
2016,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,44.0,179.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.068181818181818,49.04109589041096,12.054794520547945
2019,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,97.0,461.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.752577319587629,126.3013698630137,26.575342465753426
2020,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,112.0,523.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.669642857142857,143.2876712328767,30.684931506849313
2021,BU17110837,Slek,WK171108,Wijk 08 Slek,GM1711,Echt-Susteren,PV31,Limburg,132.0,629.0,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0,4.765151515151516,172.32876712328766,36.16438356164384
2018,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,103.0,400.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,3.883495145631068,52.63157894736842,13.552631578947368
2017,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,77.0,291.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,3.779220779220779,38.28947368421053,10.131578947368421
2016,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,63.0,229.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,3.634920634920635,30.13157894736842,8.289473684210526
2019,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,158.0,698.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,4.417721518987341,91.84210526315789,20.789473684210527
2020,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,191.0,843.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,4.4136125654450264,110.92105263157895,25.13157894736842
2021,BU17110939,Nieuwstadt Centrum,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,241.0,1134.0,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0,4.7053941908713695,149.21052631578948,31.710526315789473
2018,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,143.0,533.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,3.727272727272727,81.37404580152672,21.83206106870229
2017,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,122.0,441.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,3.6147540983606556,67.32824427480917,18.625954198473284
2016,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,95.0,350.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,3.6842105263157894,53.43511450381679,14.50381679389313
2019,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,155.0,621.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,4.006451612903226,94.80916030534351,23.66412213740458
2020,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,206.0,873.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,4.237864077669903,133.2824427480916,31.450381679389313
2021,BU17110940,Cristina,WK171109,Wijk 09 Nieuwstadt,GM1711,Echt-Susteren,PV31,Limburg,239.0,1049.0,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.1221374045801526,1.5,0.8,5.0,4.389121338912134,160.15267175572518,36.48854961832061
2018,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,120.0,499.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.158333333333333,95.04761904761905,22.857142857142858
2017,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,99.0,403.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.070707070707071,76.76190476190476,18.857142857142858
2016,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,72.0,293.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.069444444444445,55.80952380952381,13.714285714285714
2019,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,146.0,647.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.431506849315069,123.23809523809524,27.80952380952381
2020,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,173.0,788.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.554913294797688,150.0952380952381,32.95238095238095
2021,BU17111041,Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,236.0,1155.0,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0,4.8940677966101696,220.0,44.95238095238095
2018,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,13.0,82.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,6.3076923076923075,164.0,26.0
2017,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,9.0,61.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,6.777777777777778,122.0,18.0
2016,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,9.0,61.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,6.777777777777778,122.0,18.0
2019,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,39.0,192.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,4.923076923076923,384.0,78.0
2020,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,47.0,252.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,5.361702127659575,504.0,94.0
2021,BU17111042,Verspreide Huizen Sint Joost,WK171110,Wijk 10 Sint Joost,GM1711,Echt-Susteren,PV31,Limburg,22.0,196.0,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0,8.909090909090908,392.0,44.0
2018,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,0.0,383.1954495820596,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,0.0,55.535572403197044,12.102303958013797
2017,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,64.0,252.0,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,3.9375,36.52173913043478,9.27536231884058
2016,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,0.0,181.9921212948885,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,0.0,26.37566975288239,5.919867799641613
2019,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,114.0,649.0,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,5.692982456140351,94.05797101449275,16.52173913043478
2020,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,145.0,810.0,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,5.586206896551724,117.3913043478261,21.014492753623188
2021,BU17111143,Koningsbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,218.0,1294.0,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.907563025210084,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0,5.935779816513762,187.53623188405797,31.594202898550726
2018,BU17111144,Lackerbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,0.0,0.0,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0,0.0,0.0,0.0
2017,BU17111144,Lackerbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,0.0,0.0,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0,0.0,0.0,0.0
2016,BU17111144,Lackerbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,0.0,0.0,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0,0.0,0.0,0.0
2019,BU17111144,Lackerbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,25.0,197.0,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0,7.88,656.6666666666666,83.33333333333333
2020,BU17111144,Lackerbosch,WK171111,Wijk 11 Koningsbosch,GM1711,Echt-Susteren,PV31,Limburg,23.0,184.0,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0,8.0,613.3333333333334,76.66666666666667
2018,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,56.0,187.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,3.3392857142857144,23.52201257861635,7.044025157232705
2017,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,40.0,136.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,3.4,17.10691823899371,5.031446540880503
2016,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,33.0,105.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,3.1818181818181817,13.20754716981132,4.150943396226415
2019,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,74.0,342.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,4.621621621621622,43.0188679245283,9.30817610062893
2020,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,164.0,711.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,4.335365853658536,89.43396226415095,20.628930817610062
2021,BU07700002,Eersel-Zuid,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,207.0,846.0,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761,1.2,0.4,3.0,4.086956521739131,106.41509433962264,26.037735849056602
2018,BU07700004,Kortkruis,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,38.0,161.0,5521,355,2.4,3248.0,352,301.0,89.0,67.0,32.0,1.0,26.0,3350.0,1240.0,1.985074626865672,0.8333333333333334,30.5,0.1408450704225352,1.3,1.4,4.0,4.2368421052631575,45.352112676056336,10.704225352112676
2017,BU07700004,Kortkruis,WK077000,Eersel,GM0770,Eersel,PV30,Noord-Brabant,27.0,113.0,5521,355,2.4,3248.0,352,301.0,89.0,67.0,32.0,1.0,26.0,3350.0,1240.0,1.985074626865672,0.8333333333333334,30.5,0.1408450704225352,1.3,1.4,4.0,4.185185185185185,31.830985915492956,7.605633802816901
