Codering_3,HuishoudensTotaal_28,IndelingswijzigingWijkenEnBuurten_4,Year
BU08551901,1045,1,2019
BU08551902,890,1,2019
BU08552001,850,1,2019
BU08552002,1320,1,2019
BU08552003,895,1,2019
BU08552101,350,1,2019
BU08552102,760,1,2019
BU08552103,90,1,2019
BU08552201,1115,1,2019
BU08552202,1155,1,2019
BU08552301,550,1,2019
BU08552302,655,1,2019
BU08552303,695,1,2019
BU08552304,1090,1,2019
BU08552305,640,1,2019
BU08552401,730,1,2019
BU08552402,1385,1,2019
BU08552403,620,1,2019
BU08552501,1140,1,2019
BU08552502,755,1,2019
BU08552503,815,1,2019
BU08552504,1095,1,2019
BU08552601,1085,1,2019
BU08552602,80,1,2019
BU08552603,820,1,2019
BU08552604,740,1,2019
BU08552605,740,1,2019
BU08552701,415,1,2019
BU08552702,1275,1,2019
BU08552703,790,1,2019
BU08552801,220,1,2019
BU08552802,0,1,2019
BU08552901,0,1,2019
BU08552902,55,1,2019
BU08552903,20,1,2019
BU08552904,235,1,2019
BU08552905,40,1,2019
BU08552906,10,1,2019
BU08552907,95,1,2019
BU08553001,15,1,2019
BU08553101,85,1,2019
BU08553102,40,1,2019
BU08553103,0,1,2019
BU08553104,250,1,2019
BU08553201,490,1,2019
BU08553202,410,1,2019
BU08553203,610,1,2019
BU08553204,280,1,2019
BU08553205,445,1,2019
BU08553206,215,1,2019
BU08553207,760,1,2019
BU08553208,205,1,2019
BU08553209,0,1,2019
BU08553301,115,1,2019
BU08553302,95,1,2019
BU08553303,155,1,2019
BU08553401,0,1,2019
BU08553402,35,1,2019
BU08553501,490,1,2019
BU08553502,580,1,2019
BU08553503,875,1,2019
BU08553504,460,1,2019
BU08553601,480,1,2019
BU08553602,675,1,2019
BU08553603,590,1,2019
BU08553701,0,1,2019
BU08553702,885,1,2019
BU08553703,875,1,2019
BU08553704,890,1,2019
BU08553705,125,1,2019
BU08553706,135,1,2019
BU08553707,795,1,2019
BU08553801,45,1,2019
BU08553802,700,1,2019
BU08553803,745,1,2019
BU08553804,790,1,2019
BU08553805,680,1,2019
BU08553806,585,1,2019
BU08553807,900,1,2019
BU08553808,810,1,2019
BU08553809,910,1,2019
BU08553810,85,1,2019
BU08553811,210,1,2019
BU08553812,115,1,2019
BU08553813,105,1,2019
BU08553814,240,1,2019
BU08553901,5,1,2019
BU08553902,715,1,2019
BU08553903,860,1,2019
BU08553904,670,1,2019
BU08553905,555,1,2019
BU08554001,10,1,2019
BU08554002,605,1,2019
BU08554003,525,1,2019
BU08554101,10,1,2019
BU08554201,235,1,2019
BU08554202,930,1,2019
BU08554203,300,1,2019
BU08554204,700,1,2019
BU08554205,270,1,2019
BU08554206,480,1,2019
BU08554207,155,1,2019
BU08554301,685,1,2019
BU08554302,470,1,2019
BU08554303,630,1,2019
BU08554304,515,1,2019
BU08554305,735,1,2019
BU08554306,950,1,2019
BU08554307,920,1,2019
BU08554308,590,1,2019
BU08554401,410,1,2019
BU08554402,340,1,2019
BU08554403,675,1,2019
BU08554404,200,1,2019
BU08554405,205,1,2019
BU08554406,215,1,2019
BU08554501,20,1,2019
BU08554502,215,1,2019
BU08554601,80,1,2019
BU08554701,0,1,2019
BU08554702,540,1,2019
BU08554703,480,1,2019
BU08554704,760,1,2019
BU08554801,775,1,2019
BU08554802,485,1,2019
BU08554803,660,1,2019
BU08554804,0,1,2019
BU08554901,260,1,2019
BU08554902,575,1,2019
BU08554903,275,1,2019
BU08555001,240,1,2019
BU08555101,485,1,2019
BU08555102,435,1,2019
BU08555201,570,1,2019
BU08555202,220,1,2019
BU08555301,570,1,2019
BU08555302,655,1,2019
BU08555303,495,1,2019
BU08555304,335,1,2019
BU08555401,0,1,2019
BU08555402,0,1,2019
BU08555403,0,1,2019
BU08555404,555,1,2019
BU08555405,470,1,2019
BU08555406,545,1,2019
BU08555407,615,1,2019
BU08555501,340,1,2019
BU08555502,830,1,2019
BU08555503,0,1,2019
BU08555601,650,1,2019
BU08555602,825,1,2019
BU08555603,40,1,2019
BU08555701,605,1,2019
BU08555702,710,1,2019
BU08555703,230,1,2019
BU08555704,5,1,2019
BU08555705,45,1,2019
BU08555801,810,1,2019
BU08555802,400,1,2019
BU08555803,10,1,2019
BU08555901,0,1,2019
BU08555902,0,1,2019
BU08555903,5,1,2019
BU08555904,15,1,2019
BU08555905,0,1,2019
BU08556001,0,1,2019
BU08556002,0,1,2019
BU08556003,0,1,2019
BU08556004,0,1,2019
BU08556005,5,1,2019
BU08556006,0,1,2019
BU08556007,40,1,2019
BU08556101,5,1,2019
BU08556102,0,1,2019
BU08556103,0,1,2019
BU08556202,20,1,2019
BU08556301,15,1,2019
BU08556302,50,1,2019
BU08556303,35,1,2019
BU08556304,5,1,2019
BU08556401,45,1,2019
BU08556402,45,1,2019
BU08556403,0,1,2019
BU08556501,10,1,2019
BU08556601,0,1,2019
BU08556602,5,1,2019
BU08556603,65,1,2019
BU08556604,35,1,2019
BU08556605,25,1,2019
BU08556606,960,1,2019
BU08556607,355,1,2019
BU08556608,730,1,2019
BU08556609,715,1,2019
BU08556610,120,1,2019
BU08556611,545,1,2019
BU08556612,485,1,2019
BU08556613,370,1,2019
BU08556614,150,1,2019
BU08556615,5,1,2019
BU08556616,10,1,2019
BU08556617,80,1,2019
BU08556618,15,1,2019
BU08556619,0,1,2019
BU08556620,5,1,2019
BU08556701,50,1,2019
BU08556702,675,1,2019
BU08556703,80,1,2019
BU08556704,325,1,2019
BU08556705,730,1,2019
BU08556706,1115,1,2019
BU08556707,80,1,2019
BU08556708,15,1,2019
BU08556709,70,1,2019
BU08556710,100,1,2019
BU01830000,1950,1,2019
BU01830008,230,1,2019
BU01830009,365,1,2019
BU01830100,790,1,2019
BU01830109,555,1,2019
BU01830200,355,1,2019
BU01830201,95,1,2019
BU01830209,240,1,2019
BU01830300,980,1,2019
BU01830309,640,1,2019
BU01830400,285,1,2019
BU01830409,185,1,2019
BU01830500,300,1,2019
BU01830507,80,1,2019
BU01830508,65,1,2019
BU01830509,130,1,2019
BU01830600,260,1,2019
BU01830608,55,1,2019
BU01830609,200,1,2019
BU01830700,175,1,2019
BU01830709,125,1,2019
BU17000000,1070,1,2019
BU17000001,320,1,2019
BU17000002,375,1,2019
BU17000003,380,1,2019
BU17000004,85,1,2019
BU17000005,315,1,2019
BU17000006,1150,1,2019
BU17000007,1215,1,2019
BU17000008,5,1,2019
BU17000105,55,1,2019
BU17000106,50,1,2019
BU17000107,190,1,2019
BU17000108,25,1,2019
BU17000109,40,1,2019
BU17000200,745,1,2019
BU17000201,865,1,2019
BU17000202,80,1,2019
BU17000208,135,1,2019
BU17000209,40,1,2019
BU17000300,735,1,2019
BU17000301,195,1,2019
BU17000302,615,1,2019
BU17000307,165,1,2019
BU17000308,360,1,2019
BU17000309,155,1,2019
BU17000400,1020,1,2019
BU17000401,70,1,2019
BU17000402,125,1,2019
BU17000403,1275,1,2019
BU17000404,630,1,2019
BU17000405,450,1,2019
BU17000406,40,1,2019
BU17000409,110,1,2019
BU17300000,1900,1,2019
BU17300001,1445,1,2019
BU17300009,0,1,2019
BU17300100,145,1,2019
BU17300109,35,1,2019
BU17300200,100,1,2019
BU17300209,25,1,2019
BU17300300,75,1,2019
BU17300309,70,1,2019
BU17300400,600,1,2019
BU17300401,165,1,2019
BU17300402,35,1,2019
BU17300403,5,1,2019
BU17300500,130,1,2019
BU17300509,30,1,2019
BU17300600,1660,1,2019
BU17300609,5,1,2019
BU17300700,2960,1,2019
BU17300701,65,1,2019
BU17300709,55,1,2019
BU17300800,120,1,2019
BU17300809,710,1,2019
BU17300900,1755,1,2019
BU17300909,25,1,2019
BU17301000,155,1,2019
BU17301009,25,1,2019
BU17301100,55,1,2019
BU17301101,30,1,2019
BU17301108,5,1,2019
BU17301109,25,1,2019
BU17301200,345,1,2019
BU17301201,80,1,2019
BU17301208,10,1,2019
BU17301209,15,1,2019
BU17301300,650,1,2019
BU17301309,85,1,2019
BU17301400,90,1,2019
BU17301401,20,1,2019
BU17301402,25,1,2019
BU17301407,75,1,2019
BU17301408,5,1,2019
BU17301409,10,1,2019
BU17301500,265,1,2019
BU17301509,30,1,2019
BU08560101,2180,1,2019
BU08560102,1130,1,2019
BU08560103,620,1,2019
BU08560104,580,1,2019
BU08560105,1740,1,2019
BU08560106,1125,1,2019
BU08560107,485,1,2019
BU08560108,90,1,2019
BU08560109,840,1,2019
BU08560110,1725,1,2019
BU08560111,1205,1,2019
BU08560112,80,1,2019
BU08560113,1655,1,2019
BU08560114,35,1,2019
BU08560115,170,1,2019
BU08560116,1780,1,2019
BU08560117,220,1,2019
BU08560196,60,1,2019
BU08560197,95,1,2019
BU08560198,240,1,2019
BU08560199,185,1,2019
BU08560201,980,1,2019
BU08560298,0,1,2019
BU08560299,430,1,2019
BU08560301,580,1,2019
BU08560399,215,1,2019
BU09810000,585,1,2019
BU09810001,20,1,2019
BU09810003,25,1,2019
BU09810005,345,1,2019
BU09810006,65,1,2019
BU09810007,80,1,2019
BU09810008,55,1,2019
BU09810009,30,1,2019
BU09810100,4240,1,2019
BU09940000,1900,1,2019
BU09940001,915,1,2019
BU09940002,615,1,2019
BU09940003,90,1,2019
BU09940004,45,1,2019
BU09940005,0,1,2019
BU09940006,355,1,2019
BU09940007,50,1,2019
BU09940008,0,1,2019
BU09940100,435,1,2019
BU09940101,180,1,2019
BU09940102,90,1,2019
BU09940103,0,1,2019
BU09940104,10,1,2019
BU09940200,330,1,2019
BU09940201,90,1,2019
BU09940202,55,1,2019
BU09940203,175,1,2019
BU09940204,0,1,2019
BU09940205,15,1,2019
BU09940206,0,1,2019
BU09940300,460,1,2019
BU09940301,120,1,2019
BU09940302,0,1,2019
BU09940400,1370,1,2019
BU09940401,70,1,2019
BU09940402,380,1,2019
BU09940403,20,1,2019
BU09940404,15,1,2019
BU09940405,0,1,2019
BU09940406,0,1,2019
BU09940500,60,1,2019
BU08580000,2235,1,2019
BU08580001,1645,1,2019
BU08580002,815,1,2019
BU08580003,1335,1,2019
BU08580004,1310,1,2019
BU08580005,1045,1,2019
BU08580006,1390,1,2019
BU08580007,40,1,2019
BU08580009,135,1,2019
BU08580100,135,1,2019
BU08580101,765,1,2019
BU08580102,1055,1,2019
BU08580103,735,1,2019
BU08580104,15,1,2019
BU08580105,525,1,2019
BU08580106,675,1,2019
BU08580200,225,1,2019
BU08580201,60,1,2019
BU08580208,70,1,2019
BU08580209,85,1,2019
BU00470000,1420,1,2019
BU00470001,1620,1,2019
BU00470002,355,1,2019
BU00470003,900,1,2019
BU00470004,645,1,2019
BU00470005,3575,1,2019
BU00470006,45,1,2019
BU00470007,785,1,2019
BU00470100,180,1,2019
BU00470101,450,1,2019
BU00470102,160,1,2019
BU00470109,80,1,2019
BU00470200,1345,1,2019
BU00470201,535,1,2019
BU00470202,135,1,2019
BU00470203,35,1,2019
BU00470209,340,1,2019
BU08610000,2265,1,2019
BU08610001,1170,1,2019
BU08610002,2310,1,2019
BU08610003,2025,1,2019
BU08610004,1590,1,2019
BU08610005,1200,1,2019
BU08610006,2115,1,2019
BU08610009,120,1,2019
BU08610100,1605,1,2019
BU08610101,1060,1,2019
BU08610102,1610,1,2019
BU08610103,1220,1,2019
BU08610200,965,1,2019
BU08610201,45,1,2019
BU08610207,155,1,2019
BU08610208,85,1,2019
BU08610209,315,1,2019
BU09831101,990,1,2019
BU09831102,615,1,2019
BU09831103,725,1,2019
BU09831104,760,1,2019
BU09831201,1175,1,2019
BU09831202,290,1,2019
BU09831203,460,1,2019
BU09831204,960,1,2019
BU09831205,985,1,2019
BU09831206,635,1,2019
BU09831207,45,1,2019
BU09831208,0,1,2019
BU09831209,40,1,2019
BU09831210,185,1,2019
BU09831301,600,1,2019
BU09831302,950,1,2019
BU09831303,280,1,2019
BU09831304,185,1,2019
BU09831305,595,1,2019
BU09831306,915,1,2019
BU09831307,1190,1,2019
BU09831308,40,1,2019
BU09831401,1110,1,2019
BU09831402,1490,1,2019
BU09831403,1355,1,2019
BU09831404,0,1,2019
BU09831405,35,1,2019
BU09831501,385,1,2019
BU09831502,505,1,2019
BU09831503,385,1,2019
BU09831504,195,1,2019
BU09831505,400,1,2019
BU09831506,115,1,2019
BU09831507,115,1,2019
BU09831508,145,1,2019
BU09831509,140,1,2019
BU09831510,65,1,2019
BU09831511,30,1,2019
BU09831512,20,1,2019
BU09831601,535,1,2019
BU09831602,120,1,2019
BU09831603,215,1,2019
BU09831604,60,1,2019
BU09831605,0,1,2019
BU09831606,110,1,2019
BU09831607,0,1,2019
BU09832101,1850,1,2019
BU09832102,1585,1,2019
BU09832201,550,1,2019
BU09832202,1280,1,2019
BU09832203,615,1,2019
BU09832301,600,1,2019
BU09832302,470,1,2019
BU09832303,320,1,2019
BU09832304,145,1,2019
BU09832401,515,1,2019
BU09832402,305,1,2019
BU09832403,410,1,2019
BU09832404,320,1,2019
BU09832501,1175,1,2019
BU09832502,500,1,2019
BU09832601,665,1,2019
BU09832602,130,1,2019
BU09832603,340,1,2019
BU09832701,225,1,2019
BU09832702,90,1,2019
BU09832801,230,1,2019
BU09832802,65,1,2019
BU09832803,5,1,2019
BU09832804,5,1,2019
BU09832805,0,1,2019
BU09832806,0,1,2019
BU09832807,0,1,2019
BU09832808,0,1,2019
BU09832809,0,1,2019
BU09832810,0,1,2019
BU09832811,0,1,2019
BU09832812,50,1,2019
BU09833101,1680,1,2019
BU09833102,2025,1,2019
BU09833103,25,1,2019
BU09833104,350,1,2019
BU09833105,485,1,2019
BU09833201,760,1,2019
BU09833202,5,1,2019
BU09833203,15,1,2019
BU09833204,1660,1,2019
BU09833205,20,1,2019
BU09833206,20,1,2019
BU09833207,0,1,2019
BU09833501,705,1,2019
BU09833502,950,1,2019
BU09834101,800,1,2019
BU09834102,960,1,2019
BU09834103,135,1,2019
BU09834104,95,1,2019
BU09834105,120,1,2019
BU09834106,50,1,2019
BU09834107,75,1,2019
BU09834301,370,1,2019
BU09834302,0,1,2019
BU09834303,45,1,2019
BU09834401,900,1,2019
BU09834402,70,1,2019
BU09834403,85,1,2019
BU09834404,110,1,2019
BU09835101,2130,1,2019
BU09835102,40,1,2019
BU09835103,5,1,2019
BU09835104,50,1,2019
BU09835105,0,1,2019
BU09835106,0,1,2019
BU09835107,35,1,2019
BU09835108,85,1,2019
BU09840101,200,1,2019
BU09840201,890,1,2019
BU09840301,430,1,2019
BU09840401,75,1,2019
BU09840501,75,1,2019
BU09840601,860,1,2019
BU09840701,480,1,2019
BU09840801,315,1,2019
BU09840901,200,1,2019
BU09841001,880,1,2019
BU09841101,1305,1,2019
BU09841201,280,1,2019
BU09841202,475,1,2019
BU09841203,375,1,2019
BU09841301,965,1,2019
BU09841302,600,1,2019
BU09841303,345,1,2019
BU09841401,340,1,2019
BU09841501,1075,1,2019
BU09841502,690,1,2019
BU09841601,1060,1,2019
BU09841602,980,1,2019
BU09841701,830,1,2019
BU09841702,930,1,2019
BU09841703,855,1,2019
BU09841704,0,1,2019
BU09841801,350,1,2019
BU09841901,775,1,2019
BU09842001,635,1,2019
BU09842101,795,1,2019
BU09842201,180,1,2019
BU09842301,455,1,2019
BU09860101,1380,1,2019
BU09860102,10,1,2019
BU09860201,1545,1,2019
BU09860202,10,1,2019
BU09860203,30,1,2019
BU09860301,635,1,2019
BU09860302,30,1,2019
BU09860303,15,1,2019
BU09860401,805,1,2019
BU09860402,80,1,2019
BU09860403,40,1,2019
BU09860404,35,1,2019
BU09860405,310,1,2019
BU09860406,95,1,2019
BU09860501,400,1,2019
BU09860900,145,1,2019
BU08650000,1805,1,2019
BU08650001,880,3,2019
BU08650002,820,1,2019
BU08650003,395,1,2019
BU08650004,255,1,2019
BU08650005,1075,1,2019
BU08650008,325,1,2019
BU08650009,15,3,2019
BU08650100,425,1,2019
BU08650101,1265,1,2019
BU08650102,1345,1,2019
BU08650103,855,1,2019
BU08650104,1190,1,2019
BU08650108,55,1,2019
BU08650109,85,1,2019
BU08650200,305,1,2019
BU08650209,50,1,2019
BU08660000,2725,1,2019
BU08660001,1725,1,2019
BU08660002,1260,1,2019
BU08660003,1625,1,2019
BU08660009,135,1,2019
BU08670000,2395,1,2019
BU08670001,1780,1,2019
BU08670002,1060,1,2019
BU08670003,1645,1,2019
BU08670004,1100,1,2019
BU08670005,1345,1,2019
BU08670006,2105,1,2019
BU08670007,1220,1,2019
BU08670008,950,1,2019
BU08670009,55,1,2019
BU08670010,15,1,2019
BU08670011,15,1,2019
BU08670012,70,1,2019
BU08670013,0,1,2019
BU08670100,1180,1,2019
BU08670101,1735,1,2019
BU08670102,1215,1,2019
BU08670103,10,1,2019
BU08670104,1560,1,2019
BU08670200,1545,1,2019
BU08670201,515,1,2019
BU08670202,25,1,2019
BU08670203,5,1,2019
BU09880101,2470,1,2019
BU09880102,155,1,2019
BU09880103,105,1,2019
BU09880104,50,1,2019
BU09880105,0,1,2019
BU09880201,275,1,2019
BU09880202,75,1,2019
BU09880203,120,1,2019
BU09880204,60,1,2019
BU09880205,245,1,2019
BU09880301,1195,1,2019
BU09880302,0,1,2019
BU09880303,5,1,2019
BU09881101,1635,1,2019
BU09881102,665,1,2019
BU09881201,1045,1,2019
BU09881301,955,1,2019
BU09881302,1050,1,2019
BU09881401,1130,1,2019
BU09881402,15,1,2019
BU09882101,2280,1,2019
BU09882102,85,1,2019
BU09882201,1670,1,2019
BU09882202,130,1,2019
BU09882301,1085,1,2019
BU09882401,1635,1,2019
BU09882402,35,1,2019
BU09882403,70,1,2019
BU09882501,665,1,2019
BU09882502,10,1,2019
BU09883101,240,1,2019
BU09883102,185,1,2019
BU09883201,335,1,2019
BU09883202,105,1,2019
BU09883301,240,1,2019
BU09883302,110,1,2019
BU09883401,1960,1,2019
BU09883402,250,1,2019
BU19690000,1410,2,2019
BU19690001,280,2,2019
BU19690002,135,2,2019
BU19690006,60,2,2019
BU19690007,90,2,2019
BU19690008,120,2,2019
BU19690009,80,2,2019
BU19690100,290,2,2019
BU19690109,140,2,2019
BU19690200,455,2,2019
BU19690201,100,2,2019
BU19690202,215,2,2019
BU19690209,385,2,2019
BU19690300,590,2,2019
BU19690301,365,2,2019
BU19690309,210,2,2019
BU19690401,260,2,2019
BU19690402,1930,2,2019
BU19690403,1820,2,2019
BU19690404,150,2,2019
BU19690408,5,2,2019
BU19690409,585,2,2019
BU19690500,585,2,2019
BU19690501,95,2,2019
BU19690502,85,2,2019
BU19690503,40,2,2019
BU19690507,55,2,2019
BU19690508,60,2,2019
BU19690509,265,2,2019
BU19690600,760,2,2019
BU19690601,985,2,2019
BU19690609,185,2,2019
BU19690700,40,2,2019
BU19690701,45,2,2019
BU19690709,85,2,2019
BU19690800,40,2,2019
BU19690809,35,2,2019
BU19690900,255,2,2019
BU19690909,40,2,2019
BU19691000,115,2,2019
BU19691009,30,2,2019
BU19691100,2250,2,2019
BU19691102,275,2,2019
BU19691103,205,2,2019
BU19691104,150,2,2019
BU19691105,70,2,2019
BU19691106,105,2,2019
BU19691107,65,2,2019
BU19691108,80,2,2019
BU19691109,170,2,2019
BU19691200,580,2,2019
BU19691201,35,2,2019
BU19691202,105,2,2019
BU19691204,100,2,2019
BU19691208,85,2,2019
BU19691209,85,2,2019
BU19691300,345,2,2019
BU19691301,85,2,2019
BU19691302,165,3,2019
BU19691309,150,3,2019
BU19691400,2845,2,2019
BU19691401,570,2,2019
BU19691402,200,2,2019
BU19691403,160,2,2019
BU19691409,235,2,2019
BU19691500,1080,2,2019
BU19691502,145,2,2019
BU19691503,220,2,2019
BU19691504,75,2,2019
BU19691509,170,2,2019
BU19691600,545,2,2019
BU19691601,70,2,2019
BU19691603,50,2,2019
BU19691604,60,2,2019
BU19691608,30,2,2019
BU19691609,120,2,2019
BU19691700,915,2,2019
BU19691701,80,2,2019
BU19691702,55,2,2019
BU19691709,205,2,2019
BU17010000,1035,1,2019
BU17010003,55,1,2019
BU17010009,195,1,2019
BU17010100,200,1,2019
BU17010109,60,1,2019
BU17010200,70,1,2019
BU17010209,150,1,2019
BU17010300,1100,1,2019
BU17010301,45,1,2019
BU17010302,15,1,2019
BU17010303,20,1,2019
BU17010309,55,1,2019
BU17010400,95,1,2019
BU17010401,40,1,2019
BU17010409,55,1,2019
BU17010500,60,1,2019
BU17010509,80,1,2019
BU17010600,100,1,2019
BU17010601,50,1,2019
BU17010609,40,1,2019
BU17010700,125,1,2019
BU17010709,10,1,2019
BU17010800,1465,1,2019
BU17010801,255,1,2019
BU17010802,75,1,2019
BU17010809,265,1,2019
BU17010900,545,1,2019
BU17010909,55,1,2019
BU17011000,230,1,2019
BU17011001,25,1,2019
BU17011002,45,1,2019
BU17011009,35,1,2019
BU17011100,905,1,2019
BU17011109,55,1,2019
BU17011200,70,1,2019
BU17011209,65,1,2019
BU17011300,170,1,2019
BU17011309,40,1,2019
BU17011400,100,1,2019
BU17011409,55,1,2019
BU17011500,345,1,2019
BU17011509,55,1,2019
BU17011600,15,1,2019
BU17011609,35,1,2019
BU17011709,10,1,2019
BU19500000,980,1,2019
BU19500001,110,1,2019
BU19500002,200,1,2019
BU19500004,205,1,2019
BU19500005,55,1,2019
BU19500006,25,1,2019
BU19500007,170,1,2019
BU19500008,50,1,2019
BU19500009,30,1,2019
BU19500100,265,1,2019
BU19500101,65,1,2019
BU19500108,50,1,2019
BU19500109,70,1,2019
BU19500200,950,1,2019
BU19500201,175,1,2019
BU19500202,275,1,2019
BU19500203,105,1,2019
BU19500204,60,1,2019
BU19500206,25,1,2019
BU19500207,55,1,2019
BU19500208,75,1,2019
BU19500209,95,1,2019
BU19500300,490,1,2019
BU19500301,20,1,2019
BU19500304,60,1,2019
BU19500306,55,1,2019
BU19500308,85,1,2019
BU19500309,150,1,2019
BU19500400,940,1,2019
BU19500401,20,1,2019
BU19500402,40,1,2019
BU19500403,85,1,2019
BU19500404,40,1,2019
BU19500409,110,1,2019
BU19500500,205,1,2019
BU19500501,30,1,2019
BU19500502,20,1,2019
BU19500504,95,1,2019
BU19500507,30,1,2019
BU19500508,130,1,2019
BU19500509,55,1,2019
BU19500600,60,1,2019
BU19500601,85,1,2019
BU19500602,80,1,2019
BU19500609,85,1,2019
BU19500700,1945,1,2019
BU19500701,90,1,2019
BU19500702,255,1,2019
BU19500703,235,1,2019
BU19500704,165,1,2019
BU19500705,75,1,2019
BU19500706,175,1,2019
BU19500707,235,1,2019
BU19500708,845,1,2019
BU19500709,10,1,2019
BU19500808,45,1,2019
BU19500809,85,1,2019
BU19500900,65,1,2019
BU19500909,30,1,2019
BU01890000,810,1,2019
BU01890001,190,1,2019
BU01890002,915,1,2019
BU01890003,740,1,2019
BU01890004,1075,1,2019
BU01890005,365,1,2019
BU01890006,140,1,2019
BU01890007,995,1,2019
BU01890008,270,1,2019
BU01890105,130,1,2019
BU01890106,10,1,2019
BU01890107,125,1,2019
BU01890108,145,1,2019
BU01890109,100,1,2019
BU01890200,90,1,2019
BU01890209,275,1,2019
BU01890300,630,1,2019
BU01890301,750,1,2019
BU01890302,790,1,2019
BU01890303,10,1,2019
BU01890405,55,1,2019
BU01890406,90,1,2019
BU01890407,95,1,2019
BU01890408,140,1,2019
BU01890409,165,1,2019
BU01890507,125,1,2019
BU01890508,185,1,2019
BU01890509,105,1,2019
BU08730000,2695,1,2019
BU08730001,595,1,2019
BU08730002,1255,1,2019
BU08730003,10,1,2019
BU08730008,40,1,2019
BU08730009,100,1,2019
BU08730100,705,1,2019
BU08730101,60,1,2019
BU08730108,55,1,2019
BU08730109,70,1,2019
BU08730200,1770,1,2019
BU08730201,185,1,2019
BU08730208,25,1,2019
BU08730209,250,1,2019
BU08730300,1590,1,2019
BU08730309,140,1,2019
BU16900000,2305,1,2019
BU16900009,365,1,2019
BU16900100,215,1,2019
BU16900109,100,1,2019
BU16900200,195,1,2019
BU16900209,120,1,2019
BU16900300,100,1,2019
BU16900309,80,1,2019
BU16900400,45,1,2019
BU16900409,185,1,2019
BU16900500,90,1,2019
BU16900509,165,1,2019
BU16900600,130,1,2019
BU16900609,130,1,2019
BU16900700,75,1,2019
BU16900709,65,1,2019
BU16900800,1205,1,2019
BU16900801,25,1,2019
BU16900802,10,1,2019
BU16900803,30,1,2019
BU16900804,25,1,2019
BU16900809,280,1,2019
BU16900900,20,1,2019
BU16900909,15,1,2019
BU16901000,110,1,2019
BU16901009,20,1,2019
BU16901100,1080,1,2019
BU16901101,35,1,2019
BU16901102,110,1,2019
BU16901103,55,1,2019
BU16901104,30,1,2019
BU16901105,195,1,2019
BU16901109,105,1,2019
BU16901200,475,1,2019
BU16901201,100,1,2019
BU16901202,60,1,2019
BU16901203,65,1,2019
BU16901209,340,1,2019
BU16901300,1190,1,2019
BU16901309,110,1,2019
BU08790000,3305,1,2019
BU08790009,455,1,2019
BU08790100,495,1,2019
BU08790109,420,1,2019
BU08790200,455,1,2019
BU08790209,855,1,2019
BU08790300,295,1,2019
BU08790309,385,1,2019
BU08790400,1730,1,2019
BU08790408,520,1,2019
BU08790409,460,1,2019
BU18960000,405,1,2019
BU18960001,365,1,2019
BU18960008,10,1,2019
BU18960009,20,1,2019
BU18960010,30,1,2019
BU18960011,430,1,2019
BU18960012,660,1,2019
BU18960013,830,1,2019
BU18960014,515,1,2019
BU18960100,120,1,2019
BU18960101,30,1,2019
BU18960108,20,1,2019
BU18960109,15,1,2019
BU18960200,530,1,2019
BU18960201,405,1,2019
BU18960202,400,1,2019
BU18960203,50,1,2019
BU18960204,495,1,2019
BU18960205,540,1,2019
BU18960206,55,1,2019
BU18960207,190,1,2019
BU18960307,50,1,2019
BU18960310,125,1,2019
BU18960400,165,1,2019
BU18960402,175,1,2019
BU18960403,215,1,2019
BU18960404,655,1,2019
BU18960405,180,1,2019
BU18960406,355,1,2019
BU18960407,45,1,2019
BU18960408,45,1,2019
BU18960409,10,1,2019
BU18960410,215,1,2019
BU18960500,60,1,2019
BU01931000,1550,1,2019
BU01931010,590,1,2019
BU01931020,425,1,2019
BU01931100,1065,1,2019
BU01931110,190,1,2019
BU01931120,930,1,2019
BU01931130,620,1,2019
BU01931140,500,1,2019
BU01931150,1900,1,2019
BU01931160,610,1,2019
BU01931170,265,1,2019
BU01931180,185,1,2019
BU01931200,1335,1,2019
BU01931210,1890,1,2019
BU01931300,775,1,2019
BU01931310,2500,1,2019
BU01931320,1535,1,2019
BU01931330,505,1,2019
BU01931340,1140,1,2019
BU01931350,15,1,2019
BU01931360,655,1,2019
BU01931400,1000,1,2019
BU01931410,810,1,2019
BU01932000,40,1,2019
BU01932010,0,1,2019
BU01932020,115,1,2019
BU01932100,1005,1,2019
BU01932110,1105,1,2019
BU01932120,65,1,2019
BU01932130,0,1,2019
BU01932140,0,1,2019
BU01932200,2290,1,2019
BU01932210,20,1,2019
BU01932220,1855,1,2019
BU01932230,1550,1,2019
BU01932240,2815,1,2019
BU01932250,0,1,2019
BU01932260,600,1,2019
BU01932270,5,1,2019
BU01932280,20,1,2019
BU01933000,1665,1,2019
BU01933010,900,1,2019
BU01933020,1435,1,2019
BU01933030,1130,1,2019
BU01933100,1070,1,2019
BU01933110,2050,1,2019
BU01933120,1645,1,2019
BU01933130,1470,1,2019
BU01933200,265,1,2019
BU01933210,40,1,2019
BU01933220,115,1,2019
BU01934000,1595,1,2019
BU01934010,0,1,2019
BU01934020,105,1,2019
BU01934030,100,1,2019
BU01934040,30,1,2019
BU01934050,55,1,2019
BU01934100,170,1,2019
BU01934110,15,1,2019
BU01934120,245,1,2019
BU01935000,510,1,2019
BU01935010,360,1,2019
BU01935020,715,1,2019
BU01935030,1210,1,2019
BU01935040,1000,1,2019
BU01935050,575,1,2019
BU01935060,1405,1,2019
BU01935070,70,1,2019
BU01935080,205,1,2019
BU01935100,535,1,2019
