Codering_3,HuishoudensTotaal_28,IndelingswijzigingWijkenEnBuurten_4,Year
BU19690009,85,1,2021
BU19690100,285,1,2021
BU19690109,145,1,2021
BU19690200,455,1,2021
BU19690201,105,1,2021
BU19690202,220,1,2021
BU19690209,390,1,2021
BU19690300,590,1,2021
BU19690301,380,1,2021
BU19690309,210,1,2021
BU19690401,275,1,2021
BU19690402,1915,1,2021
BU19690403,1825,1,2021
BU19690404,150,1,2021
BU19690408,5,1,2021
BU19690409,665,1,2021
BU19690500,610,1,2021
BU19690501,90,1,2021
BU19690502,90,1,2021
BU19690503,40,1,2021
BU19690507,70,1,2021
BU19690508,60,1,2021
BU19690509,255,1,2021
BU19690600,735,1,2021
BU19690601,1015,1,2021
BU19690609,185,1,2021
BU19690700,40,1,2021
BU19690701,45,1,2021
BU19690709,85,1,2021
BU19690800,40,1,2021
BU19690809,35,1,2021
BU19690900,255,1,2021
BU19690909,40,1,2021
BU19691000,110,1,2021
BU19691009,30,1,2021
BU19691100,2290,1,2021
BU19691102,285,1,2021
BU19691103,205,1,2021
BU19691104,150,1,2021
BU19691105,75,1,2021
BU19691106,100,1,2021
BU19691107,60,1,2021
BU19691108,85,1,2021
BU19691109,170,1,2021
BU19691200,585,1,2021
BU19691201,35,1,2021
BU19691202,105,1,2021
BU19691204,100,1,2021
BU19691208,90,1,2021
BU19691209,85,1,2021
BU19691300,345,1,2021
BU19691301,80,1,2021
BU19691302,165,1,2021
BU19691309,145,1,2021
BU19691400,2900,1,2021
BU19691401,565,1,2021
BU19691402,200,1,2021
BU19691403,165,1,2021
BU19691409,350,1,2021
BU19691500,1080,1,2021
BU19691502,140,1,2021
BU19691503,220,1,2021
BU19691504,80,1,2021
BU19691509,175,1,2021
BU19691600,555,1,2021
BU19691601,65,1,2021
BU19691603,50,1,2021
BU19691604,55,1,2021
BU19691608,25,1,2021
BU19691609,115,1,2021
BU19691700,895,1,2021
BU19691701,80,1,2021
BU19691702,55,1,2021
BU19691709,210,1,2021
BU17010000,1035,1,2021
BU17010003,50,1,2021
BU17010009,215,1,2021
BU17010100,205,1,2021
BU17010109,60,1,2021
BU17010200,80,1,2021
BU17010209,160,1,2021
BU17010300,1105,1,2021
BU17010301,45,1,2021
BU17010302,15,1,2021
BU17010303,20,1,2021
BU17010309,55,1,2021
BU17010400,100,1,2021
BU17010401,45,1,2021
BU17010409,55,1,2021
BU17010500,60,1,2021
BU17010509,80,1,2021
BU17010600,85,1,2021
BU17010601,55,1,2021
BU17010609,40,1,2021
BU17010700,120,1,2021
BU17010709,10,1,2021
BU17010800,1470,1,2021
BU17010801,255,1,2021
BU17010802,75,1,2021
BU17010809,275,1,2021
BU17010900,555,1,2021
BU17010909,60,1,2021
BU17011000,225,1,2021
BU17011001,30,1,2021
BU17011002,45,1,2021
BU17011009,30,1,2021
BU17011100,905,1,2021
BU17011109,55,1,2021
BU17011200,75,1,2021
BU17011209,70,1,2021
BU17011300,180,1,2021
BU17011309,40,1,2021
BU17011400,100,1,2021
BU17011409,55,1,2021
BU17011500,365,1,2021
BU17011509,65,1,2021
BU17011600,20,1,2021
BU17011609,40,1,2021
BU17011709,10,1,2021
BU19500000,990,1,2021
BU19500001,110,1,2021
BU19500002,210,1,2021
BU19500004,210,1,2021
BU19500005,55,1,2021
BU19500006,25,1,2021
BU19500007,170,1,2021
BU19500008,50,1,2021
BU19500009,30,1,2021
BU19500100,270,1,2021
BU19500101,65,1,2021
BU19500108,50,1,2021
BU19500109,75,1,2021
BU19500200,955,1,2021
BU19500201,180,1,2021
BU19500202,285,1,2021
BU19500203,105,1,2021
BU19500204,60,1,2021
BU19500206,25,1,2021
BU19500207,55,1,2021
BU19500208,60,1,2021
BU19500209,80,1,2021
BU19500300,490,1,2021
BU19500301,20,1,2021
BU19500304,60,1,2021
BU19500306,55,1,2021
BU19500308,95,1,2021
BU19500309,155,1,2021
BU19500400,935,1,2021
BU19500401,20,1,2021
BU19500402,40,1,2021
BU19500403,85,1,2021
BU19500404,40,1,2021
BU19500409,105,1,2021
BU19500500,200,1,2021
BU19500501,30,1,2021
BU19500502,20,1,2021
BU19500504,95,1,2021
BU19500507,30,1,2021
BU19500508,140,1,2021
BU19500509,55,1,2021
BU19500600,60,1,2021
BU19500601,90,1,2021
BU19500602,85,1,2021
BU19500609,90,1,2021
BU19500700,1930,1,2021
BU19500701,90,1,2021
BU19500702,265,1,2021
BU19500703,240,1,2021
BU19500704,165,1,2021
BU19500705,70,1,2021
BU19500706,170,1,2021
BU19500707,245,1,2021
BU19500708,845,1,2021
BU19500709,15,1,2021
BU19500808,50,1,2021
BU19500809,90,1,2021
BU19500900,65,1,2021
BU19500909,30,1,2021
BU01890000,820,1,2021
BU01890001,190,1,2021
BU01890002,905,1,2021
BU01890003,745,1,2021
BU01890004,1080,1,2021
BU01890005,370,1,2021
BU01890006,140,1,2021
BU01890007,985,1,2021
BU01890008,370,1,2021
BU01890105,140,1,2021
BU01890106,10,1,2021
BU01890107,125,1,2021
BU01890108,145,1,2021
BU01890109,105,1,2021
BU01890200,90,1,2021
BU01890209,285,1,2021
BU01890300,635,1,2021
BU01890301,755,1,2021
BU01890302,785,1,2021
BU01890303,10,1,2021
BU01890405,55,1,2021
BU01890406,90,1,2021
BU01890407,110,1,2021
BU01890408,150,1,2021
BU01890409,150,1,2021
BU01890507,125,1,2021
BU01890508,190,1,2021
BU01890509,105,1,2021
BU08730000,2720,1,2021
BU08730001,595,1,2021
BU08730002,1275,1,2021
BU08730003,15,1,2021
BU08730008,40,1,2021
BU08730009,105,1,2021
BU08730100,710,1,2021
BU08730101,55,1,2021
BU08730108,60,1,2021
BU08730109,75,1,2021
BU08730200,1825,1,2021
BU08730201,185,1,2021
BU08730208,20,1,2021
BU08730209,265,1,2021
BU08730300,1640,1,2021
BU08730309,150,1,2021
BU16900000,2330,1,2021
BU16900009,400,1,2021
BU16900100,215,1,2021
BU16900109,105,1,2021
BU16900200,195,1,2021
BU16900209,125,1,2021
BU16900300,105,1,2021
BU16900309,85,1,2021
BU16900400,45,1,2021
BU16900409,175,1,2021
BU16900500,85,1,2021
BU16900509,160,1,2021
BU16900600,140,1,2021
BU16900609,140,1,2021
BU16900700,80,1,2021
BU16900709,70,1,2021
BU16900800,1240,1,2021
BU16900801,25,1,2021
BU16900802,5,1,2021
BU16900803,30,1,2021
BU16900804,25,1,2021
BU16900809,285,1,2021
BU16900900,20,1,2021
BU16900909,15,1,2021
BU16901000,110,1,2021
BU16901009,25,1,2021
BU16901100,1060,1,2021
BU16901101,35,1,2021
BU16901102,105,1,2021
BU16901103,55,1,2021
BU16901104,30,1,2021
BU16901105,200,1,2021
BU16901109,105,1,2021
BU16901200,470,1,2021
BU16901201,100,1,2021
BU16901202,65,1,2021
BU16901203,65,1,2021
BU16901209,345,1,2021
BU16901300,1190,1,2021
BU16901309,115,1,2021
BU08790000,3330,1,2021
BU08790009,495,1,2021
BU08790100,500,1,2021
BU08790109,405,1,2021
BU08790200,470,1,2021
BU08790209,890,1,2021
BU08790300,290,1,2021
BU08790309,390,1,2021
BU08790400,1790,1,2021
BU08790408,550,1,2021
BU08790409,460,1,2021
BU18960000,415,1,2021
BU18960001,380,1,2021
BU18960008,10,1,2021
BU18960009,25,1,2021
BU18960010,25,1,2021
BU18960011,430,1,2021
BU18960012,705,1,2021
BU18960013,780,1,2021
BU18960014,515,1,2021
BU18960100,125,1,2021
BU18960101,30,1,2021
BU18960108,25,1,2021
BU18960109,10,1,2021
BU18960200,540,1,2021
BU18960201,405,1,2021
BU18960202,405,1,2021
BU18960203,55,1,2021
BU18960204,490,1,2021
BU18960205,540,1,2021
BU18960206,55,1,2021
BU18960207,255,1,2021
BU18960307,55,1,2021
BU18960310,125,1,2021
BU18960400,170,1,2021
BU18960402,180,1,2021
BU18960403,220,1,2021
BU18960404,680,1,2021
BU18960405,175,1,2021
BU18960406,360,1,2021
BU18960407,40,1,2021
BU18960408,45,1,2021
BU18960409,10,1,2021
BU18960410,215,1,2021
BU18960500,60,1,2021
BU01931000,1580,1,2021
BU01931010,580,1,2021
BU01931020,525,1,2021
BU01931100,1260,1,2021
BU01931110,190,1,2021
BU01931120,880,1,2021
BU01931130,650,1,2021
BU01931140,505,1,2021
BU01931150,1995,1,2021
BU01931160,610,1,2021
BU01931170,260,1,2021
BU01931180,185,1,2021
BU01931200,1320,1,2021
BU01931210,1880,1,2021
BU01931300,780,1,2021
BU01931310,2470,1,2021
BU01931320,1495,1,2021
BU01931330,660,1,2021
BU01931340,1160,1,2021
BU01931350,15,1,2021
BU01931360,665,1,2021
BU01931400,1340,1,2021
BU01931410,840,1,2021
BU01932000,45,1,2021
BU01932010,0,1,2021
BU01932020,120,1,2021
BU01932100,1035,1,2021
BU01932110,1100,1,2021
BU01932120,65,1,2021
BU01932130,0,1,2021
BU01932140,0,1,2021
BU01932200,2335,1,2021
BU01932210,20,1,2021
BU01932220,1855,1,2021
BU01932230,1635,1,2021
BU01932240,2825,3,2021
BU01932250,0,1,2021
BU01932260,840,1,2021
BU01932270,140,3,2021
BU01932280,20,1,2021
BU01933000,1700,1,2021
BU01933010,885,1,2021
BU01933020,1425,1,2021
BU01933030,1115,1,2021
BU01933100,1070,1,2021
BU01933110,2050,1,2021
BU01933120,1635,1,2021
BU01933130,1475,1,2021
BU01933200,260,1,2021
BU01933210,40,1,2021
BU01933220,120,1,2021
BU01934000,1600,1,2021
BU01934010,0,1,2021
BU01934020,105,1,2021
BU01934030,135,1,2021
BU01934040,30,1,2021
BU01934050,55,1,2021
BU01934100,165,1,2021
BU01934110,15,1,2021
BU01934120,240,1,2021
BU01935000,510,1,2021
BU01935010,360,1,2021
BU01935020,690,1,2021
BU01935030,1200,1,2021
BU01935040,1005,1,2021
BU01935050,570,1,2021
BU01935060,1410,1,2021
BU01935070,70,1,2021
BU01935080,210,1,2021
BU01935100,585,1,2021
BU01935110,1845,1,2021
BU01935120,1010,1,2021
BU01935130,495,1,2021
BU01935140,1245,1,2021
BU01935150,1190,1,2021
BU01935160,30,1,2021
BU01935200,155,1,2021
BU01935210,140,1,2021
BU16800000,1495,1,2020
BU16800009,65,1,2020
BU16800100,535,1,2020
BU16800109,85,1,2020
BU16800200,140,1,2020
BU16800209,50,1,2020
BU16800300,175,1,2020
BU16800309,0,1,2020
BU16800400,90,1,2020
BU16800409,10,1,2020
BU16800500,250,1,2020
BU16800509,25,1,2020
BU16800600,175,1,2020
BU16800609,5,1,2020
BU16800700,60,1,2020
BU16800709,0,1,2020
BU16800800,40,1,2020
BU16800809,0,1,2020
BU16800900,50,1,2020
BU16800909,0,1,2020
BU16801100,175,1,2020
BU16801109,0,1,2020
BU16801200,110,1,2020
BU16801209,5,1,2020
BU16801300,45,1,2020
BU16801309,10,1,2020
BU16801400,700,1,2020
BU16801401,55,1,2020
BU16801409,135,1,2020
BU16801500,795,1,2020
BU16801501,15,1,2020
BU16801509,0,1,2020
BU16801600,275,1,2020
BU16801601,10,1,2020
BU16801609,0,1,2020
BU16801700,2190,1,2020
BU16801709,80,1,2020
BU16801800,285,1,2020
BU16801801,40,1,2020
BU16801802,100,1,2020
BU16801809,85,1,2020
BU16801900,1715,1,2020
BU16801901,70,1,2020
BU16801902,25,1,2020
BU16801903,30,1,2020
BU16801908,140,1,2020
BU16801909,55,1,2020
BU16802000,260,1,2020
BU16802001,80,1,2020
BU16802008,25,1,2020
BU16802009,105,1,2020
BU16802100,105,1,2020
BU16802101,35,1,2020
BU16802109,50,1,2020
BU01411000,1520,1,2020
BU01411001,1015,1,2020
BU01411002,490,1,2020
BU01411003,355,1,2020
BU01411100,265,1,2020
BU01411101,430,1,2020
BU01411102,550,1,2020
BU01411103,920,1,2020
BU01411104,145,1,2020
BU01411105,345,1,2020
BU01411106,510,1,2020
BU01411109,95,1,2020
BU01411200,475,1,2020
BU01411201,820,1,2020
BU01411202,735,1,2020
BU01411209,395,1,2020
BU01411300,880,1,2020
BU01411301,465,1,2020
BU01411302,330,1,2020
BU01411303,805,1,2020
BU01411309,340,1,2020
BU01411400,305,1,2020
BU01411401,145,1,2020
BU01411402,390,1,2020
BU01411403,510,1,2020
BU01411404,240,1,2020
BU01411405,745,1,2020
BU01411406,605,1,2020
BU01411409,125,1,2020
BU01411500,510,1,2020
BU01411501,310,1,2020
BU01411502,305,1,2020
BU01411503,305,1,2020
BU01411600,440,1,2020
BU01411601,485,1,2020
BU01411602,435,1,2020
BU01411603,600,1,2020
BU01411604,875,1,2020
BU01411605,425,1,2020
BU01411700,220,1,2020
BU01411701,650,1,2020
BU01411702,175,1,2020
BU01411703,460,1,2020
BU01411709,35,1,2020
BU01411800,480,1,2020
BU01411801,705,1,2020
BU01411802,900,1,2020
BU01411803,670,1,2020
BU01411804,545,1,2020
BU01411805,1300,1,2020
BU01411806,5,1,2020
BU01411900,205,1,2020
BU01411901,610,1,2020
BU01411902,660,1,2020
BU01411903,880,1,2020
BU01411904,475,1,2020
BU01411905,465,1,2020
BU01411906,590,1,2020
BU01411907,350,1,2020
BU01411908,220,1,2020
BU01411909,760,1,2020
BU01411910,345,1,2020
BU01412000,155,1,2020
BU01412001,430,1,2020
BU01412002,0,1,2020
BU01412009,10,1,2020
BU01412100,390,1,2020
BU01412109,325,1,2020
BU19590101,675,1,2020
BU19590102,480,1,2020
BU19590103,725,1,2020
BU19590104,570,1,2020
BU19590105,585,1,2020
BU19590106,940,1,2020
BU19590107,135,1,2020
BU19590191,25,1,2020
BU19590192,55,1,2020
BU19590193,25,1,2020
BU19590194,65,1,2020
BU19590201,1635,1,2020
BU19590202,590,1,2020
BU19590291,120,1,2020
BU19590301,1530,1,2020
BU19590391,20,1,2020
BU19590392,15,1,2020
BU19590401,1510,1,2020
BU19590402,215,1,2020
BU19590491,110,1,2020
BU19590492,10,1,2020
BU19590501,985,1,2020
BU19590591,25,1,2020
BU19590592,30,1,2020
BU19590601,555,1,2020
BU19590602,1285,1,2020
BU19590603,135,1,2020
BU19590691,40,1,2020
BU19590701,700,1,2020
BU19590791,45,1,2020
BU19590801,105,1,2020
BU19590891,35,1,2020
BU19590901,90,1,2020
BU19590991,15,1,2020
BU19591001,570,1,2020
BU19591002,35,1,2020
BU19591091,45,1,2020
BU19591101,890,1,2020
BU19591191,65,1,2020
BU19591201,585,1,2020
BU19591202,645,1,2020
BU19591203,100,1,2020
BU19591291,90,1,2020
BU19591292,115,1,2020
BU19591301,910,1,2020
BU19591302,170,1,2020
BU19591303,85,1,2020
BU19591391,5,1,2020
BU19591401,865,1,2020
BU19591402,980,1,2020
BU19591403,470,1,2020
BU19591491,70,1,2020
BU19591492,55,1,2020
BU19591501,115,1,2020
BU19591591,40,1,2020
BU19591601,250,1,2020
BU19591691,30,1,2020
BU19591701,340,1,2020
BU19591791,15,1,2020
BU19591801,105,1,2020
BU19591891,65,1,2020
BU19591901,635,1,2020
BU19591991,40,1,2020
BU01060000,230,1,2020
BU01060001,10,1,2020
BU01060002,285,1,2020
BU01060003,485,1,2020
BU01060004,515,1,2020
BU01060005,935,1,2020
BU01060006,230,1,2020
BU01060007,105,1,2020
BU01060008,310,1,2020
BU01060009,35,1,2020
BU01060010,345,1,2020
BU01060011,295,1,2020
BU01060012,140,1,2020
BU01060100,775,1,2020
BU01060101,415,1,2020
BU01060102,790,1,2020
BU01060103,400,1,2020
BU01060104,235,1,2020
BU01060105,400,1,2020
BU01060200,1115,1,2020
BU01060201,375,1,2020
BU01060202,905,1,2020
BU01060203,635,1,2020
BU01060204,285,1,2020
BU01060205,1025,1,2020
BU01060300,25,1,2020
BU01060301,55,1,2020
BU01060302,130,1,2020
BU01060303,125,1,2020
BU01060304,615,1,2020
BU01060305,1075,1,2020
BU01060306,145,1,2020
BU01060307,1190,1,2020
BU01060308,645,1,2020
BU01060309,5,1,2020
BU01060310,305,1,2020
BU01060400,160,1,2020
BU01060401,775,1,2020
BU01060402,645,1,2020
BU01060403,5,1,2020
BU01060500,5,1,2020
BU01060501,0,1,2020
BU01060502,480,1,2020
BU01060503,790,1,2020
BU01060504,315,1,2020
BU01060505,0,1,2020
BU01060506,10,1,2020
BU01060507,0,1,2020
BU01060508,235,1,2020
BU01060509,0,1,2020
BU01060600,445,1,2020
BU01060601,745,1,2020
BU01060602,1060,1,2020
BU01060603,675,1,2020
BU01060604,15,1,2020
BU01060700,40,1,2020
BU01060701,350,1,2020
BU01060702,220,1,2020
BU01060703,470,1,2020
BU01060704,465,1,2020
BU01060705,355,1,2020
BU01060706,360,1,2020
BU01060707,570,1,2020
BU01060708,345,1,2020
BU01060709,390,1,2020
BU01060710,820,1,2020
BU01060711,320,1,2020
BU01060712,70,1,2020
BU01060713,5,1,2020
BU01060714,25,1,2020
BU01060715,85,1,2020
BU01060716,5,1,2020
BU01060717,15,1,2020
BU01060800,335,1,2020
BU01060801,320,1,2020
BU01060802,125,1,2020
BU01060803,275,1,2020
BU01060804,490,1,2020
BU01060805,380,1,2020
BU01060806,160,1,2020
BU01060807,290,1,2020
BU01060808,170,1,2020
BU01060809,220,1,2020
BU01060810,345,1,2020
BU01060811,0,1,2020
BU01060812,10,1,2020
BU01060813,20,1,2020
BU01060814,5,1,2020
BU01060815,330,1,2020
BU01060816,415,1,2020
BU01060817,30,1,2020
BU01069900,110,1,2020
BU01069901,5,1,2020
BU01069902,10,1,2020
BU01069903,25,1,2020
BU01069904,40,1,2020
BU01069905,5,1,2020
BU01069906,15,1,2020
BU01069907,10,1,2020
BU01069908,30,1,2020
BU01069909,35,1,2020
BU01069910,10,1,2020
BU01069911,50,1,2020
BU01069912,25,1,2020
BU01069913,35,1,2020
BU01069914,5,1,2020
BU01069915,15,1,2020
BU01069916,20,1,2020
BU01069917,0,1,2020
BU07430101,65,3,2020
BU07430102,25,3,2020
BU07430103,0,3,2020
BU07430201,70,3,2020
BU07430202,130,3,2020
BU07430301,155,3,2020
BU07430302,665,3,2020
BU07430303,370,3,2020
BU07430401,270,3,2020
BU07430402,275,3,2020
BU07430403,60,3,2020
BU07430404,305,3,2020
BU07430405,105,3,2020
BU07430501,300,3,2020
BU07430502,785,3,2020
BU07430503,210,3,2020
BU07430504,185,3,2020
BU07430601,550,3,2020
BU07430602,400,3,2020
BU07430603,560,3,2020
BU07430701,100,3,2020
BU07430702,45,3,2020
BU07430801,620,3,2020
BU07430802,365,3,2020
BU07430901,0,3,2020
BU07431001,205,3,2020
BU07431002,160,3,2020
BU07431101,125,3,2020
BU08880000,4040,1,2020
BU08880001,1035,1,2020
BU08880002,1525,1,2020
BU08880100,160,1,2020
BU08880101,405,1,2020
BU08880102,60,1,2020
BU08880103,60,1,2020
BU08880109,15,1,2020
BU19540000,2075,1,2020
BU19540001,325,1,2020
BU19540002,370,1,2020
BU19540003,695,1,2020
BU19540009,35,1,2020
BU19540100,2265,1,2020
BU19540101,370,1,2020
BU19540102,10,1,2020
BU19540103,460,1,2020
BU19540104,45,1,2020
BU19540200,595,1,2020
BU19540201,150,1,2020
BU19540300,1415,1,2020
BU19540301,115,1,2020
BU19540302,215,1,2020
BU19540400,990,1,2020
BU19540401,335,1,2020
BU19540402,50,1,2020
BU19540500,750,1,2020
BU19540501,870,1,2020
BU19540502,415,1,2020
BU19540503,265,1,2020
BU19540504,70,1,2020
BU19540505,395,1,2020
BU19540509,15,1,2020
BU19540600,790,1,2020
BU19540601,1605,1,2020
BU19540602,75,1,2020
BU19540603,480,1,2020
BU08890000,2770,1,2020
BU08890001,1990,1,2020
BU08890008,30,1,2020
BU08890009,25,1,2020
BU08890100,930,1,2020
BU08890101,50,1,2020
BU08890102,25,1,2020
BU08890109,60,1,2020
BU17240001,175,1,2020
BU17240002,65,1,2020
BU17240003,465,1,2020
BU17240004,180,1,2020
BU17240005,320,1,2020
BU17240006,425,1,2020
BU17240007,115,1,2020
BU17240008,155,1,2020
BU17240009,90,1,2020
BU17240010,275,1,2020
BU17240011,125,1,2020
BU17240012,165,1,2020
BU17240013,460,1,2020
BU17240014,385,1,2020
BU17240015,100,1,2020
BU17240016,85,1,2020
BU17240017,50,1,2020
BU17240101,205,1,2020
BU17240201,190,1,2020
BU17240202,170,1,2020
BU17240203,75,1,2020
BU17240204,205,1,2020
BU17240205,80,1,2020
BU17240206,70,1,2020
BU17240207,75,1,2020
BU17240208,100,1,2020
BU17240209,5,1,2020
BU17240210,40,1,2020
BU17240211,0,1,2020
BU17240301,25,1,2020
BU17240302,205,1,2020
BU17240303,85,1,2020
BU17240304,165,1,2020
BU17240306,145,1,2020
BU17240307,165,1,2020
BU17240401,155,1,2020
BU17240402,75,1,2020
BU17240403,100,1,2020
BU17240404,25,1,2020
BU17240405,145,1,2020
BU17240406,45,1,2020
BU17240407,95,1,2020
BU17240408,145,1,2020
BU17240409,20,1,2020
BU17240501,160,1,2020
BU17240502,160,1,2020
BU17240503,10,1,2020
BU17240504,70,1,2020
BU17240505,65,1,2020
BU17240601,75,1,2020
BU17240602,60,1,2020
BU17240603,105,1,2020
BU17240604,30,1,2020
BU17240605,30,1,2020
BU17240606,50,1,2020
BU17240607,145,1,2020
BU17240608,135,1,2020
BU17240609,170,1,2020
BU17240610,55,1,2020
BU08930110,80,1,2020
BU08930111,20,1,2020
BU08930220,150,1,2020
BU08930221,0,1,2020
BU08930330,1955,1,2020
BU08930331,110,1,2020
BU08930332,10,1,2020
BU08930440,720,1,2020
BU08930441,170,1,2020
BU08930550,640,1,2020
BU08930551,225,1,2020
BU08930660,620,1,2020
BU08930661,205,1,2020
BU08930662,225,1,2020
BU08930770,280,1,2020
BU08930771,210,1,2020
BU07480000,2275,1,2020
BU07480001,970,1,2020
BU07480002,715,1,2020
BU07480003,670,1,2020
BU07480004,990,1,2020
BU07480005,1200,1,2020
BU07480006,375,1,2020
BU07480100,1020,1,2020
BU07480101,1040,1,2020
BU07480102,1065,1,2020
BU07480103,1555,1,2020
BU07480200,2300,1,2020
BU07480201,1025,1,2020
BU07480202,1765,1,2020
BU07480203,1500,1,2020
BU07480204,1095,1,2020
BU07480205,515,1,2020
BU07480206,20,1,2020
BU07480208,120,1,2020
BU07480209,265,1,2020
BU07480300,3135,1,2020
BU07480301,375,1,2020
BU07480302,370,1,2020
BU07480306,10,1,2020
BU07480308,30,1,2020
BU07480309,0,1,2020
BU07480400,1285,1,2020
BU07480401,1030,1,2020
BU07480402,180,1,2020
BU07480403,405,1,2020
BU07480404,1060,1,2020
BU07480405,1105,1,2020
BU07480408,70,1,2020
BU07480409,30,1,2020
BU07480500,635,1,2020
BU07480507,65,1,2020
BU07480508,70,1,2020
BU07480509,55,1,2020
BU17210101,390,1,2020
BU17210102,305,1,2020
BU17210103,175,1,2020
BU17210104,185,1,2020
BU17210105,210,1,2020
BU17210106,265,1,2020
BU17210107,265,1,2020
BU17210108,240,1,2020
BU17210109,250,1,2020
BU17210110,280,1,2020
BU17210111,120,1,2020
BU17210112,210,1,2020
BU17210113,125,1,2020
BU17210114,230,1,2020
BU17210115,265,1,2020
BU17210116,165,1,2020
BU17210117,165,1,2020
BU17210118,470,1,2020
BU17210119,315,1,2020
BU17210120,495,1,2020
BU17210201,315,1,2020
BU17210202,195,1,2020
BU17210203,175,1,2020
BU17210204,265,1,2020
BU17210205,190,1,2020
BU17210206,330,1,2020
BU17210207,165,1,2020
BU17210208,210,1,2020
BU17210209,190,1,2020
BU17210210,345,1,2020
BU17210211,290,1,2020
BU17210301,320,1,2020
BU17210302,200,1,2020
BU17210303,210,1,2020
BU17210304,175,1,2020
BU17210305,180,1,2020
BU17210306,290,1,2020
BU17210307,210,1,2020
BU17210308,245,1,2020
BU17210309,210,1,2020
BU17210310,165,1,2020
BU17210401,105,1,2020
BU17210402,195,1,2020
BU17210403,115,1,2020
BU17210501,115,1,2020
BU17210502,105,1,2020
BU17210503,290,1,2020
BU17210504,155,1,2020
BU17210505,155,1,2020
BU17210506,385,1,2020
BU17210601,215,1,2020
BU17210602,555,1,2020
BU17210603,160,1,2020
BU07530001,950,1,2020
BU07530002,855,1,2020
BU07530003,510,1,2020
BU07530004,755,1,2020
BU07530005,85,1,2020
BU07530006,215,1,2020
BU07530007,1365,1,2020
BU07530008,1740,1,2020
BU07530009,1750,1,2020
BU07530010,135,1,2020
BU07530011,10,1,2020
BU07530012,0,1,2020
BU07530013,1260,3,2020
BU07530014,1500,3,2020
BU07530015,480,3,2020
BU07530016,335,1,2020
BU07530017,560,1,2020
BU07530018,175,3,2020
BU07530019,130,3,2020
BU17280000,610,3,2020
BU17280001,60,3,2020
BU17280002,45,3,2020
BU17280003,1035,3,2020
BU17280004,365,3,2020
BU17280005,735,3,2020
BU17280006,845,3,2020
BU17280007,140,3,2020
BU17280008,435,3,2020
BU17280009,250,3,2020
BU17280100,345,3,2020
BU17280109,35,3,2020
BU17280200,360,3,2020
BU17280201,25,3,2020
BU17280202,775,3,2020
BU17280203,325,3,2020
BU17280204,745,3,2020
BU17280207,0,3,2020
BU17280208,0,3,2020
BU17280209,155,3,2020
BU17280300,745,3,2020
BU17280301,95,3,2020
BU17280309,40,3,2020
BU17280400,415,3,2020
BU17280409,20,3,2020
BU07550000,2425,1,2020
BU07550005,145,1,2020
BU07550006,375,1,2020
BU07550007,160,1,2020
BU07550008,290,1,2020
BU07550009,125,1,2020
BU07550100,410,1,2020
BU07550109,215,1,2020
BU16810000,2200,1,2020
BU16810001,30,1,2020
BU16810007,10,1,2020
BU16810008,15,1,2020
BU16810009,50,1,2020
BU16810100,300,1,2020
BU16810109,30,1,2020
BU16810200,40,1,2020
BU16810209,0,1,2020
BU16810300,180,1,2020
BU16810309,50,1,2020
BU16810409,30,1,2020
BU16810500,95,1,2020
BU16810509,5,1,2020
BU16810600,215,1,2020
BU16810609,10,1,2020
BU16810700,2085,1,2020
BU16810709,30,1,2020
BU16810800,165,1,2020
BU16810809,0,1,2020
BU16810900,135,1,2020
BU16810901,30,1,2020
BU16810907,70,1,2020
BU16810908,35,1,2020
BU16810909,15,1,2020
BU16811000,810,1,2020
BU16811009,10,1,2020
BU16811100,710,1,2020
BU16811109,65,1,2020
BU16811200,460,1,2020
BU16811209,65,1,2020
BU16811300,315,1,2020
BU16811309,25,1,2020
BU16811400,130,1,2020
BU16811409,25,1,2020
BU16811500,985,1,2020
BU16811501,145,1,2020
BU16811502,25,1,2020
BU16811509,15,1,2020
BU16811600,1470,1,2020
BU16811601,25,1,2020
BU16811602,20,1,2020
BU16811609,30,1,2020
BU01470000,1175,1,2020
BU01470001,1700,1,2020
BU01470002,420,1,2020
BU01470003,880,1,2020
BU01470004,725,1,2020
BU01470005,570,1,2020
BU01470006,1270,1,2020
BU01470007,465,1,2020
BU01470008,1530,1,2020
BU01470009,145,1,2020
BU01470100,155,1,2020
BU01470101,385,1,2020
BU01470102,125,1,2020
BU01470105,105,1,2020
BU01470106,70,1,2020
BU07560000,1015,1,2020
BU07560001,1245,1,2020
BU07560002,510,1,2020
BU07560003,660,1,2020
BU07560004,185,1,2020
BU07560005,1155,1,2020
BU07560006,545,1,2020
BU07560007,255,1,2020
BU07560008,150,1,2020
BU07560009,30,1,2020
BU07560100,590,1,2020
BU07560109,115,1,2020
BU07560200,500,1,2020
BU07560209,205,1,2020
BU07560300,830,1,2020
BU07560309,140,1,2020
BU07560400,560,1,2020
BU07560409,120,1,2020
BU07560500,180,1,2020
BU07560509,70,1,2020
BU07560600,995,1,2020
BU07560601,125,1,2020
BU07560609,100,1,2020
BU07560700,1210,1,2020
BU07560707,15,1,2020
BU07560708,5,1,2020
BU07560709,365,1,2020
BU07560800,310,1,2020
BU07560809,65,1,2020
BU07560900,180,1,2020
BU07560909,25,1,2020
BU07570000,3980,1,2020
BU07570001,3975,1,2020
BU07570002,1750,1,2020
BU07570003,915,1,2020
BU07570004,60,1,2020
