BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam
3866,BU03550306,De Clomp,WK035503,Wijk 03 Zeist-West,GM0355,Zeist,PV26,Utrecht
3867,BU03550307,Couwenhoven,WK035503,Wijk 03 Zeist-West,GM0355,Zeist,PV26,Utrecht
3868,BU03550308,Blikkenburg e.o.,WK035503,Wijk 03 Zeist-West,GM0355,Zeist,PV26,Utrecht
3869,BU03550309,Weidegebied,WK035503,Wijk 03 Zeist-West,GM0355,Zeist,PV26,Utrecht
3870,BU03550401,Hoge Dennen,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3871,BU03550402,Kerckebosch,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3872,BU03550403,Driebergseweg,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3873,BU03550404,Station NS,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3874,BU03550405,Zeister Bos,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3875,BU03550406,Austerlitz,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3876,BU03550407,Verspreide huizen Austerlitz,WK035504,"Wijk 04 Zeist-Oost, Zeister Bos en omgeving",GM0355,Zeist,PV26,Utrecht
3877,BU03550501,Huis ter Heide-Zuid,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3878,BU03550502,Huis ter Heide-Noord,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3879,BU03550503,Bosch en Duin,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3880,BU03550504,Beukbergen,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3881,BU03550505,Den Dolder-Zuid,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3882,BU03550506,Den Dolder-Noord,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3883,BU03550507,Soestdijkerweg en omgeving,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3884,BU03550508,Sterrenberg,WK035505,"Wijk 05 Huis Ter Heide, Bosch en Duin",GM0355,Zeist,PV26,Utrecht
3885,BU03560101,Jutphaas,WK035601,Jutphaas Wijkersloot,GM0356,Nieuwegein,PV26,Utrecht
3886,BU03560102,Wijkersloot-Oost,WK035601,Jutphaas Wijkersloot,GM0356,Nieuwegein,PV26,Utrecht
3887,BU03560103,Wijkersloot-West,WK035601,Jutphaas Wijkersloot,GM0356,Nieuwegein,PV26,Utrecht
3888,BU03560201,Zuilenstein-Zuid,WK035602,Zuilenstein,GM0356,Nieuwegein,PV26,Utrecht
3889,BU03560202,Zuilenstein-Noord,WK035602,Zuilenstein,GM0356,Nieuwegein,PV26,Utrecht
3890,BU03560301,Driften-Zuid,WK035603,Batau Zuid,GM0356,Nieuwegein,PV26,Utrecht
3891,BU03560302,Driften-Noord,WK035603,Batau Zuid,GM0356,Nieuwegein,PV26,Utrecht
3892,BU03560303,Gaarden,WK035603,Batau Zuid,GM0356,Nieuwegein,PV26,Utrecht
3893,BU03560401,Burgen,WK035604,Batau Noord,GM0356,Nieuwegein,PV26,Utrecht
3894,BU03560402,Binnenweides,WK035604,Batau Noord,GM0356,Nieuwegein,PV26,Utrecht
3895,BU03560403,Buitenweides,WK035604,Batau Noord,GM0356,Nieuwegein,PV26,Utrecht
3896,BU03560501,Doorslag-Noord,WK035605,Doorslag,GM0356,Nieuwegein,PV26,Utrecht
3897,BU03560502,Doorslag-Oost,WK035605,Doorslag,GM0356,Nieuwegein,PV26,Utrecht
3898,BU03560503,Doorslag-Zuidwest,WK035605,Doorslag,GM0356,Nieuwegein,PV26,Utrecht
3899,BU03560600,Huis de Geer,WK035606,Huis de Geer,GM0356,Nieuwegein,PV26,Utrecht
3900,BU03560700,Blokhoeve,WK035607,Blokhoeve,GM0356,Nieuwegein,PV26,Utrecht
3901,BU03560801,Hagen,WK035608,Galecop,GM0356,Nieuwegein,PV26,Utrecht
3902,BU03560802,Hoven-Oost,WK035608,Galecop,GM0356,Nieuwegein,PV26,Utrecht
3903,BU03560803,Hoven-West,WK035608,Galecop,GM0356,Nieuwegein,PV26,Utrecht
3904,BU03560804,Galecopperzoom,WK035608,Galecop,GM0356,Nieuwegein,PV26,Utrecht
3905,BU03561001,Vesten,WK035610,Fokkesteeg,GM0356,Nieuwegein,PV26,Utrecht
3906,BU03561002,Schansen,WK035610,Fokkesteeg,GM0356,Nieuwegein,PV26,Utrecht
3907,BU03561003,Graven en Gravinnen,WK035610,Fokkesteeg,GM0356,Nieuwegein,PV26,Utrecht
3908,BU03561101,Hoogzandveld-Oost,WK035611,Hoogzandveld,GM0356,Nieuwegein,PV26,Utrecht
3909,BU03561102,Hoogzandveld-West,WK035611,Hoogzandveld,GM0356,Nieuwegein,PV26,Utrecht
3910,BU03561200,Lekboulevard,WK035612,Lekboulevard,GM0356,Nieuwegein,PV26,Utrecht
3911,BU03561301,Vreeswijk,WK035613,Vreeswijk,GM0356,Nieuwegein,PV26,Utrecht
3912,BU03561302,Nieuw Vreeswijk,WK035613,Vreeswijk,GM0356,Nieuwegein,PV26,Utrecht
3913,BU03561400,Merwestein,WK035614,Merwestein,GM0356,Nieuwegein,PV26,Utrecht
3914,BU03561500,Park Oudegein,WK035615,Park Oudegein,GM0356,Nieuwegein,PV26,Utrecht
3915,BU03561600,Zandveld,WK035616,Zandveld,GM0356,Nieuwegein,PV26,Utrecht
3916,BU03561800,Het Klooster,WK035618,Het Klooster,GM0356,Nieuwegein,PV26,Utrecht
3917,BU03562001,De Liesbosch,WK035620,Laagraven,GM0356,Nieuwegein,PV26,Utrecht
3918,BU03562002,Buitengebied Laagraven,WK035620,Laagraven,GM0356,Nieuwegein,PV26,Utrecht
3919,BU03562100,Plettenburg,WK035621,Plettenburg,GM0356,Nieuwegein,PV26,Utrecht
3920,BU03562200,De Wiers,WK035622,De Wiers,GM0356,Nieuwegein,PV26,Utrecht
3921,BU03562300,Hoge Landen,WK035623,Hoge Landen,GM0356,Nieuwegein,PV26,Utrecht
3922,BU03562400,Stadscentrum,WK035624,Stadscentrum,GM0356,Nieuwegein,PV26,Utrecht
3923,BU03562500,Rijnhuizen,WK035625,Rijnhuizen,GM0356,Nieuwegein,PV26,Utrecht
3924,BU03580000,Centrum,WK035800,Wijk 00 Aalsmeer,GM0358,Aalsmeer,PV27,Noord-Holland
3925,BU03580001,Stommeer,WK035800,Wijk 00 Aalsmeer,GM0358,Aalsmeer,PV27,Noord-Holland
3926,BU03580004,Hornmeer,WK035800,Wijk 00 Aalsmeer,GM0358,Aalsmeer,PV27,Noord-Holland
3927,BU03580005,Uiterweg,WK035800,Wijk 00 Aalsmeer,GM0358,Aalsmeer,PV27,Noord-Holland
3928,BU03580100,Kudelstaart,WK035801,Wijk 01 Kudelstraat en Kalslagen,GM0358,Aalsmeer,PV27,Noord-Holland
3929,BU03580200,Bovenlanden,WK035802,Wijk 02 Oosteinde,GM0358,Aalsmeer,PV27,Noord-Holland
3930,BU03580201,Greenpark,WK035802,Wijk 02 Oosteinde,GM0358,Aalsmeer,PV27,Noord-Holland
3931,BU03580205,Oosteinde,WK035802,Wijk 02 Oosteinde,GM0358,Aalsmeer,PV27,Noord-Holland
3932,BU03580206,Schinkelpolder,WK035802,Wijk 02 Oosteinde,GM0358,Aalsmeer,PV27,Noord-Holland
3933,BU03610100,Kooimeer,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3934,BU03610101,Dillenburg en Stadhouderskwartier,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3935,BU03610102,Staatsliedenkwartier en Landstraten,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3936,BU03610103,Oud-Rochdale,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3937,BU03610104,Emmakwartier,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3938,BU03610105,Nassaukwartier en Hout,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3939,BU03610106,Oranjepark,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3940,BU03610107,Cranenbroek,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3941,BU03610108,Bloemwijk en Zocherkwartier,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3942,BU03610109,Burgemeesterskwartier,WK036101,Zuid,GM0361,Alkmaar,PV27,Noord-Holland
3943,BU03610200,Rekerbuurt en Ooievaarsnest,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3944,BU03610201,Oudorp-Noord en Oudorp-Oost,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3945,BU03610202,Oudorp-Centrum,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3946,BU03610203,Schermereiland en Omval,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3947,BU03610204,Oudorperpolder-Zuid,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3948,BU03610205,Oudorperpolder-Midden,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3949,BU03610206,Oudorperpolder-Noord,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3950,BU03610208,De Nollen,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3951,BU03610209,Beverkoog,WK036102,Oudorp,GM0361,Alkmaar,PV27,Noord-Holland
3952,BU03610300,Oud-Overdie,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3953,BU03610301,Oosterhout,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3954,BU03610302,Overdie-Oost,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3955,BU03610303,Overdie-West,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3956,BU03610308,Boekelermeer-Zuid,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3957,BU03610309,Boekelermeer-Noord,WK036103,Overdie,GM0361,Alkmaar,PV27,Noord-Holland
3958,BU03610400,De Hoef III en IV,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3959,BU03610401,De Hoef I en II,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3960,BU03610402,Bergerwegkwartier,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3961,BU03610403,Bergerhof en Blaeustraatkwartier,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3962,BU03610404,Bergermeer,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3963,BU03610409,Landelijk gebied-West,WK036104,West,GM0361,Alkmaar,PV27,Noord-Holland
3964,BU03610500,Huiswaard-1-Zuid,WK036105,Huiswaard,GM0361,Alkmaar,PV27,Noord-Holland
3965,BU03610501,Muiderwaard,WK036105,Huiswaard,GM0361,Alkmaar,PV27,Noord-Holland
3966,BU03610502,Huiswaard-2-West,WK036105,Huiswaard,GM0361,Alkmaar,PV27,Noord-Holland
3967,BU03610503,Huiswaard-2-Oost,WK036105,Huiswaard,GM0361,Alkmaar,PV27,Noord-Holland
3968,BU03610600,'t Rak-Zuid,WK036106,De Mare,GM0361,Alkmaar,PV27,Noord-Holland
3969,BU03610601,'t Rak-Noord,WK036106,De Mare,GM0361,Alkmaar,PV27,Noord-Holland
3970,BU03610602,De Horn-Noord,WK036106,De Mare,GM0361,Alkmaar,PV27,Noord-Holland
3971,BU03610603,De Horn-Zuid,WK036106,De Mare,GM0361,Alkmaar,PV27,Noord-Holland
3972,BU03610604,De Mare,WK036106,De Mare,GM0361,Alkmaar,PV27,Noord-Holland
3973,BU03610700,Daalmeer-Zuidoost,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3974,BU03610701,Daalmeer-Zuidwest,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3975,BU03610702,Koedijk en De Weijdt,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3976,BU03610703,Daalmeer-Noordwest,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3977,BU03610704,Daalmeer-Noordoost,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3978,BU03610709,Landelijk gebied Noord,WK036107,Daalmeer/Koedijk,GM0361,Alkmaar,PV27,Noord-Holland
3979,BU03610800,Binnenstad-West,WK036108,Centrum,GM0361,Alkmaar,PV27,Noord-Holland
3980,BU03610801,Binnenstad-Oost,WK036108,Centrum,GM0361,Alkmaar,PV27,Noord-Holland
3981,BU03610802,Spoorbuurt,WK036108,Centrum,GM0361,Alkmaar,PV27,Noord-Holland
3982,BU03610803,Overstad,WK036108,Centrum,GM0361,Alkmaar,PV27,Noord-Holland
3983,BU03610900,Oterleek,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3984,BU03610901,Ursem,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3985,BU03610902,Stompetoren,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3986,BU03610903,Schermerhorn,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3987,BU03610904,Zuidschermer,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3988,BU03610905,Driehuizen,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3989,BU03610906,Grootschermer,WK036109,Schermer,GM0361,Alkmaar,PV27,Noord-Holland
3990,BU03611000,Noordeinde,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3991,BU03611001,West-Graftdijk,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3992,BU03611002,Graft,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3993,BU03611003,De Rijp,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3994,BU03611004,Oost-Graftdijk,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3995,BU03611005,Starnmeer,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3996,BU03611006,Markenbinnen,WK036110,Graft-De Rijp,GM0361,Alkmaar,PV27,Noord-Holland
3997,BU03611100,Vroonermeer-Zuid,WK036111,Vroonermeer,GM0361,Alkmaar,PV27,Noord-Holland
3998,BU03611101,Vroonermeer-Noord,WK036111,Vroonermeer,GM0361,Alkmaar,PV27,Noord-Holland
3999,BU03620101,Randwijck West,WK036201,Randwijck,GM0362,Amstelveen,PV27,Noord-Holland
4000,BU03620102,Randwijck Oost,WK036201,Randwijck,GM0362,Amstelveen,PV27,Noord-Holland
4001,BU03620201,Oranjebuurt,WK036202,Patrimonium,GM0362,Amstelveen,PV27,Noord-Holland
4002,BU03620202,Patrimonium,WK036202,Patrimonium,GM0362,Amstelveen,PV27,Noord-Holland
4003,BU03620301,Elsrijk West,WK036203,Elsrijk,GM0362,Amstelveen,PV27,Noord-Holland
4004,BU03620302,Kruiskerkbuurt,WK036203,Elsrijk,GM0362,Amstelveen,PV27,Noord-Holland
4005,BU03620303,Vredeveldbuurt,WK036203,Elsrijk,GM0362,Amstelveen,PV27,Noord-Holland
4006,BU03620304,Elsrijk Oost,WK036203,Elsrijk,GM0362,Amstelveen,PV27,Noord-Holland
4007,BU03620401,Stadshart,WK036204,Stadshart,GM0362,Amstelveen,PV27,Noord-Holland
4008,BU03620501,Uilenstede,WK036205,"Uilenstede, Kronenburg",GM0362,Amstelveen,PV27,Noord-Holland
4009,BU03620502,Kronenburg,WK036205,"Uilenstede, Kronenburg",GM0362,Amstelveen,PV27,Noord-Holland
4010,BU03620601,Heldenbuurt,WK036206,"Bankras, Kostverloren",GM0362,Amstelveen,PV27,Noord-Holland
4011,BU03620602,Zeestratenbuurt,WK036206,"Bankras, Kostverloren",GM0362,Amstelveen,PV27,Noord-Holland
4012,BU03620603,Boekenbuurt,WK036206,"Bankras, Kostverloren",GM0362,Amstelveen,PV27,Noord-Holland
4013,BU03620604,Operabuurt,WK036206,"Bankras, Kostverloren",GM0362,Amstelveen,PV27,Noord-Holland
4014,BU03620701,Middelpolder,WK036207,Buitengebied Noord,GM0362,Amstelveen,PV27,Noord-Holland
4015,BU03620702,Buurt over Ouderkerk,WK036207,Buitengebied Noord,GM0362,Amstelveen,PV27,Noord-Holland
4016,BU03620801,Oude Dorp,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4017,BU03620802,Kastanjebuurt,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4018,BU03620803,Van der Leekbuurt,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4019,BU03620804,Populierenbuurt,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4020,BU03620805,Augustinuspark,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4021,BU03620806,Startbaanbuurt,WK036208,Keizer Karelpark,GM0362,Amstelveen,PV27,Noord-Holland
4022,BU03620901,Langerhuize,WK036209,Groenelaan,GM0362,Amstelveen,PV27,Noord-Holland
4023,BU03620902,Alpen Rondwegbuurt,WK036209,Groenelaan,GM0362,Amstelveen,PV27,Noord-Holland
4024,BU03620903,In de Wolkenbuurt,WK036209,Groenelaan,GM0362,Amstelveen,PV27,Noord-Holland
4025,BU03620904,Watercirkelbuurt,WK036209,Groenelaan,GM0362,Amstelveen,PV27,Noord-Holland
4026,BU03620905,Kringloopbuurt,WK036209,Groenelaan,GM0362,Amstelveen,PV27,Noord-Holland
4027,BU03621001,Beroepenbuurt,WK036210,"Waardhuizen, Middenhoven",GM0362,Amstelveen,PV27,Noord-Holland
4028,BU03621002,Hemellichamenbuurt,WK036210,"Waardhuizen, Middenhoven",GM0362,Amstelveen,PV27,Noord-Holland
4029,BU03621003,Punterbuurt,WK036210,"Waardhuizen, Middenhoven",GM0362,Amstelveen,PV27,Noord-Holland
4030,BU03621004,Molenbuurt,WK036210,"Waardhuizen, Middenhoven",GM0362,Amstelveen,PV27,Noord-Holland
4031,BU03621005,Galjoenbuurt,WK036210,"Waardhuizen, Middenhoven",GM0362,Amstelveen,PV27,Noord-Holland
4032,BU03621101,Bovenkerk,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4033,BU03621102,Buitenplaatsenbuurt,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4034,BU03621103,Betsy Perkbuurt,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4035,BU03621104,Legmeer,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4036,BU03621105,Landschappenbuurt,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4037,BU03621106,Theaterbuurt,WK036211,Bovenkerk - Westwijk Noord,GM0362,Amstelveen,PV27,Noord-Holland
4038,BU03621201,Kastelenbuurt,WK036212,Westwijk Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4039,BU03621202,Schrijversbuurt,WK036212,Westwijk Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4040,BU03621203,Kruidenbuurt,WK036212,Westwijk Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4041,BU03621204,De Scheg,WK036212,Westwijk Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4042,BU03621301,Nes aan de Amstel,WK036213,Buitengebied Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4043,BU03621302,Legmeerpolder,WK036213,Buitengebied Zuid,GM0362,Amstelveen,PV27,Noord-Holland
4044,BU03621401,Amsterdamse Bos Noord,WK036214,Amsterdamse Bos,GM0362,Amstelveen,PV27,Noord-Holland
4045,BU03621402,Amsterdamse Bos Zuid,WK036214,Amsterdamse Bos,GM0362,Amstelveen,PV27,Noord-Holland
4046,BU03630000,Kop Zeedijk,WK036300,Burgwallen-Oude Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4047,BU03630001,Oude Kerk e.o.,WK036300,Burgwallen-Oude Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4048,BU03630002,Burgwallen Oost,WK036300,Burgwallen-Oude Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4049,BU03630003,Nes e.o.,WK036300,Burgwallen-Oude Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4050,BU03630004,BG-terrein e.o.,WK036300,Burgwallen-Oude Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4051,BU03630100,Stationsplein e.o.,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4052,BU03630101,Hemelrijk,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4053,BU03630102,Nieuwendijk Noord,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4054,BU03630103,Spuistraat Noord,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4055,BU03630104,Nieuwe Kerk e.o.,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4056,BU03630105,Spuistraat Zuid,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4057,BU03630106,Begijnhofbuurt,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4058,BU03630107,Kalverdriehoek,WK036301,Burgwallen-Nieuwe Zijde,GM0363,Amsterdam,PV27,Noord-Holland
4059,BU03630200,Langestraat e.o.,WK036302,Grachtengordel-West,GM0363,Amsterdam,PV27,Noord-Holland
4060,BU03630201,Leliegracht e.o.,WK036302,Grachtengordel-West,GM0363,Amsterdam,PV27,Noord-Holland
4061,BU03630202,Felix Meritisbuurt,WK036302,Grachtengordel-West,GM0363,Amsterdam,PV27,Noord-Holland
4062,BU03630203,Leidsegracht Noord,WK036302,Grachtengordel-West,GM0363,Amsterdam,PV27,Noord-Holland
4063,BU03630300,Spiegelbuurt,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4064,BU03630301,Gouden Bocht,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4065,BU03630302,Van Loonbuurt,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4066,BU03630303,Amstelveldbuurt,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4067,BU03630304,Rembrandtpleinbuurt,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4068,BU03630305,Reguliersbuurt,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4069,BU03630306,Leidsegracht Zuid,WK036303,Grachtengordel-Zuid,GM0363,Amsterdam,PV27,Noord-Holland
4070,BU03630400,Oosterdokseiland,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4071,BU03630401,Scheepvaarthuisbuurt,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4072,BU03630402,Rapenburg,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4073,BU03630403,Lastage,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4074,BU03630404,Nieuwmarkt,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4075,BU03630405,Uilenburg,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4076,BU03630406,Valkenburg,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4077,BU03630407,Zuiderkerkbuurt,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4078,BU03630408,Waterloopleinbuurt,WK036304,Nieuwmarkt/Lastage,GM0363,Amsterdam,PV27,Noord-Holland
4079,BU03630500,Westerdokseiland,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4080,BU03630501,Haarlemmerbuurt Oost,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4081,BU03630502,Haarlemmerbuurt West,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4082,BU03630503,Westelijke eilanden,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4083,BU03630505,Planciusbuurt Noord,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4084,BU03630506,Planciusbuurt Zuid,WK036305,Haarlemmerbuurt,GM0363,Amsterdam,PV27,Noord-Holland
4085,BU03630600,Driehoekbuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4086,BU03630602,Bloemgrachtbuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4087,BU03630603,Marnixbuurt Noord,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4088,BU03630604,Zaagpoortbuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4089,BU03630605,Marnixbuurt Midden,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4090,BU03630606,Elandsgrachtbuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4091,BU03630607,Passeerdersgrachtbuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4092,BU03630608,Groenmarktkadebuurt,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4093,BU03630609,Marnixbuurt Zuid,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4094,BU03630610,Anjeliersbuurt Noord,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4095,BU03630611,Anjeliersbuurt Zuid,WK036306,Jordaan,GM0363,Amsterdam,PV27,Noord-Holland
4096,BU03630700,Leidsebuurt Noordwest,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4097,BU03630701,Leidsebuurt Zuidwest,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4098,BU03630702,Leidsebuurt Noordoost,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4099,BU03630703,Leidsebuurt Zuidoost,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4100,BU03630704,Weteringbuurt,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4101,BU03630705,Den Texbuurt,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4102,BU03630706,Utrechtsebuurt Zuid,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4103,BU03630707,Frederikspleinbuurt,WK036307,De Weteringschans,GM0363,Amsterdam,PV27,Noord-Holland
4104,BU03630800,Weesperbuurt,WK036308,Weesperbuurt/Plantage,GM0363,Amsterdam,PV27,Noord-Holland
