BU_2021,BU_NAAM,WK_2021,WK_NAAM,GM_2021,GM_NAAM,ProvinciecodePV,Provincienaam
13256,BU19500203,Wedderheide,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13257,BU19500204,Wedderveer,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13258,BU19500206,Verspreide huizen in de polder Blijham,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13259,BU19500207,Verspreide huizen ten westen van Blijham,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13260,BU19500208,Verspreide huizen Hoorn,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13261,BU19500209,Verspreide huizen in de Weddermarke,WK195002,Wijk 02 Blijham,GM1950,Westerwolde,PV20,Groningen
13262,BU19500300,Sellingen,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13263,BU19500301,Laude,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13264,BU19500304,Jipsinghuizen en Plaggenborg,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13265,BU19500306,Leemdobben en Lammerweg,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13266,BU19500308,Verspreide huizen ten oosten van Ruiten A-kanaal,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13267,BU19500309,Verspreide huizen Sellingen,WK195003,Wijk 03 Sellingen,GM1950,Westerwolde,PV20,Groningen
13268,BU19500400,Vlagtwedde,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13269,BU19500401,Wollinghuizen,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13270,BU19500402,Vlagtwedder-Veldhuis,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13271,BU19500403,Veele,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13272,BU19500404,Ellersinghuizen,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13273,BU19500409,Verspreide huizen Vlagtwedde,WK195004,Wijk 04 Vlagtwedde,GM1950,Westerwolde,PV20,Groningen
13274,BU19500500,Bourtange,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13275,BU19500501,Pallert,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13276,BU19500502,Weite,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13277,BU19500504,Stakenborg,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13278,BU19500507,Verspreide huizen Hebrecht,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13279,BU19500508,Verspreide huizen Bourtange,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13280,BU19500509,Verspreide huizen ten noorden van Vlagtwedde,WK195005,Wijk 05 Bourtange,GM1950,Westerwolde,PV20,Groningen
13281,BU19500600,Harpel,WK195006,Wijk 06 Sellingerbeetse,GM1950,Westerwolde,PV20,Groningen
13282,BU19500601,Sellingerbeetse,WK195006,Wijk 06 Sellingerbeetse,GM1950,Westerwolde,PV20,Groningen
13283,BU19500602,Jipsingboertange,WK195006,Wijk 06 Sellingerbeetse,GM1950,Westerwolde,PV20,Groningen
13284,BU19500609,Verspreide huizen tussen Harpel en Sellingerbeetse,WK195006,Wijk 06 Sellingerbeetse,GM1950,Westerwolde,PV20,Groningen
13285,BU19500700,Ter Apel,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13286,BU19500701,Barnflair,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13287,BU19500702,Ter Apelkanaal,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13288,BU19500703,Ter Apel-West,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13289,BU19500704,Jipsingboermussel en Zandberg,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13290,BU19500705,Munnekemoer,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13291,BU19500706,Burgemeester Beinsdorp,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13292,BU19500707,Agobuurt,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13293,BU19500708,Ter Apel 't Heem,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13294,BU19500709,Verspreide huizen Ter Apel en Ter Apelkanaal,WK195007,Wijk 07 Ter Apel,GM1950,Westerwolde,PV20,Groningen
13295,BU19500808,Verspreide huizen te Laudermarke,WK195008,Wijk 08 Ter Wisch,GM1950,Westerwolde,PV20,Groningen
13296,BU19500809,Verspreide huizen Ter Wisch,WK195008,Wijk 08 Ter Wisch,GM1950,Westerwolde,PV20,Groningen
13297,BU19500900,De Maten,WK195009,Wijk 09 de Maten,GM1950,Westerwolde,PV20,Groningen
13298,BU19500909,Verspreide huizen ten zuiden van Ter Apel,WK195009,Wijk 09 de Maten,GM1950,Westerwolde,PV20,Groningen
13299,BU19520101,Noorderpark,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13300,BU19520102,Westerpark,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13301,BU19520103,Beukemabuurt,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13302,BU19520104,Oosterpark,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13303,BU19520105,Martenshoek en Industriegebied Martenshoek,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13304,BU19520106,Stadshart-Noord,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13305,BU19520107,Industriegebied Martenshoek,WK195201,Foxham en Hoogezand-Noord,GM1952,Midden-Groningen,PV20,Groningen
13306,BU19520201,Spoorstraat en Kieldiep,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13307,BU19520202,Burgemeester van Royenstraat en omgeving,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13308,BU19520203,Gorecht-Noord,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13309,BU19520204,Gorechtpark-Oost,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13310,BU19520205,Gorecht-West,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13311,BU19520206,Woldwijck-West,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13312,BU19520207,Woldwijck-Midden,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13313,BU19520208,Woldwijck-Oost,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13314,BU19520209,Kropswolderpolder,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13315,BU19520210,Gorechtpark,WK195202,Hoogezand-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13316,BU19520301,Stadshart-Zuid,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13317,BU19520302,Zuiderpark,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13318,BU19520303,De Dreven,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13319,BU19520304,De Vosholen-West,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13320,BU19520305,Kalkwijk-Noord,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13321,BU19520306,Kalkwijk-Zuid,WK195203,Kalkwijk,GM1952,Midden-Groningen,PV20,Groningen
13322,BU19520401,Magrietpark,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13323,BU19520402,Sappemeer-Oost,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13324,BU19520403,Boswijck-West,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13325,BU19520404,Boswijck-Oost,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13326,BU19520405,Compagniesterpark,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13327,BU19520406,De Vosholen-Oost,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13328,BU19520407,Nieuw Woelwijck,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13329,BU19520408,Polder De Nijverheid,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13330,BU19520409,Sappemeer-Noord,WK195204,Sappemeer,GM1952,Midden-Groningen,PV20,Groningen
13331,BU19520501,Kiel-Windeweer,WK195205,Kiel-Windeweer,GM1952,Midden-Groningen,PV20,Groningen
13332,BU19520502,Kiel-Windeweer Buitengebied,WK195205,Kiel-Windeweer,GM1952,Midden-Groningen,PV20,Groningen
13333,BU19520601,Kropswolde,WK195206,Kropswolde,GM1952,Midden-Groningen,PV20,Groningen
13334,BU19520602,Meerwijck,WK195206,Kropswolde,GM1952,Midden-Groningen,PV20,Groningen
13335,BU19520603,Kropswolde Recreatiegebied,WK195206,Kropswolde,GM1952,Midden-Groningen,PV20,Groningen
13336,BU19520604,Kropswolde Buitengebied,WK195206,Kropswolde,GM1952,Midden-Groningen,PV20,Groningen
13337,BU19520701,Foxhol,WK195207,Foxhol,GM1952,Midden-Groningen,PV20,Groningen
13338,BU19520702,Foxhol Industriegebied,WK195207,Foxhol,GM1952,Midden-Groningen,PV20,Groningen
13339,BU19520801,Waterhuizen,WK195208,Westerbroek en Waterhuizen,GM1952,Midden-Groningen,PV20,Groningen
13340,BU19520802,Westerbroek,WK195208,Westerbroek en Waterhuizen,GM1952,Midden-Groningen,PV20,Groningen
13341,BU19520803,Westerbroek Buitengebied,WK195208,Westerbroek en Waterhuizen,GM1952,Midden-Groningen,PV20,Groningen
13342,BU19520804,Westerbroek Industriegebied,WK195208,Westerbroek en Waterhuizen,GM1952,Midden-Groningen,PV20,Groningen
13343,BU19520805,Westerbroek Recreatiegebied,WK195208,Westerbroek en Waterhuizen,GM1952,Midden-Groningen,PV20,Groningen
13344,BU19520901,Harkstede,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13345,BU19520902,Harkstede Buitengebied,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13346,BU19520903,Harkstede Recreatiegebied,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13347,BU19520904,Scharmer,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13348,BU19520905,Scharmer Buitengebied,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13349,BU19520906,Natuurgebied Scharmer,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13350,BU19520907,Woudbloem,WK195209,"Harkstede, Scharmer en Woudbloem",GM1952,Midden-Groningen,PV20,Groningen
13351,BU19521001,Kolham,WK195210,Kolham,GM1952,Midden-Groningen,PV20,Groningen
13352,BU19521002,Kolham Bedrijventerrein,WK195210,Kolham,GM1952,Midden-Groningen,PV20,Groningen
13353,BU19521003,Kolham Buitengebied,WK195210,Kolham,GM1952,Midden-Groningen,PV20,Groningen
13354,BU19521004,Kolham Natuurgebied,WK195210,Kolham,GM1952,Midden-Groningen,PV20,Groningen
13355,BU19521101,Froombosch,WK195211,Froombosch,GM1952,Midden-Groningen,PV20,Groningen
13356,BU19521102,Froombosch Buitengebied,WK195211,Froombosch,GM1952,Midden-Groningen,PV20,Groningen
13357,BU19521103,Natuurgebied Froombosch,WK195211,Froombosch,GM1952,Midden-Groningen,PV20,Groningen
13358,BU19521201,Slochteren,WK195212,Slochteren,GM1952,Midden-Groningen,PV20,Groningen
13359,BU19521202,Slochteren Natuurgebied,WK195212,Slochteren,GM1952,Midden-Groningen,PV20,Groningen
13360,BU19521203,Slochteren Buitengebied,WK195212,Slochteren,GM1952,Midden-Groningen,PV20,Groningen
13361,BU19521301,Schildwolde,WK195213,Schildwolde,GM1952,Midden-Groningen,PV20,Groningen
13362,BU19521302,Schildwolde Natuurgebied,WK195213,Schildwolde,GM1952,Midden-Groningen,PV20,Groningen
13363,BU19521303,Schildwolde Buitengebied,WK195213,Schildwolde,GM1952,Midden-Groningen,PV20,Groningen
13364,BU19521401,Hellum,WK195214,Hellum,GM1952,Midden-Groningen,PV20,Groningen
13365,BU19521402,Hellum Natuurgebied,WK195214,Hellum,GM1952,Midden-Groningen,PV20,Groningen
13366,BU19521501,Siddeburen,WK195215,Siddeburen,GM1952,Midden-Groningen,PV20,Groningen
13367,BU19521502,Siddeburen Buitengebied,WK195215,Siddeburen,GM1952,Midden-Groningen,PV20,Groningen
13368,BU19521503,Siddeburen Bedrijventerrein,WK195215,Siddeburen,GM1952,Midden-Groningen,PV20,Groningen
13369,BU19521601,Overschild,WK195216,Eemskanaal-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13370,BU19521602,Overschild Buitengebied,WK195216,Eemskanaal-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13371,BU19521603,Luddeweer,WK195216,Eemskanaal-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13372,BU19521604,Lageland,WK195216,Eemskanaal-Zuid,GM1952,Midden-Groningen,PV20,Groningen
13373,BU19521701,Tjuchem,WK195217,Tjuchem en Steendam,GM1952,Midden-Groningen,PV20,Groningen
13374,BU19521702,Steendam,WK195217,Tjuchem en Steendam,GM1952,Midden-Groningen,PV20,Groningen
13375,BU19521801,Muntendam-west,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13376,BU19521802,Muntendam-oost,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13377,BU19521803,Muntendam Buitengebied oost,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13378,BU19521804,Muntendam Buitengebied west,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13379,BU19521805,Tripscompagnie,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13380,BU19521806,Borgercompagnie,WK195218,Muntendam,GM1952,Midden-Groningen,PV20,Groningen
13381,BU19521901,Noordbroek,WK195219,Noordbroek,GM1952,Midden-Groningen,PV20,Groningen
13382,BU19521902,Noordbroek Buitengebied,WK195219,Noordbroek,GM1952,Midden-Groningen,PV20,Groningen
13383,BU19522001,Zuidbroek,WK195220,Zuidbroek,GM1952,Midden-Groningen,PV20,Groningen
13384,BU19522002,Bedrijventerrein Gouden Driehoek,WK195220,Zuidbroek,GM1952,Midden-Groningen,PV20,Groningen
13385,BU19522003,Zuidbroek Buitengebied west,WK195220,Zuidbroek,GM1952,Midden-Groningen,PV20,Groningen
13386,BU19522004,Zuidbroek Buitengebied oost,WK195220,Zuidbroek,GM1952,Midden-Groningen,PV20,Groningen
13387,BU19522005,Industrieterrein Zuidbroek,WK195220,Zuidbroek,GM1952,Midden-Groningen,PV20,Groningen
13388,BU19522101,Meeden,WK195221,Meeden,GM1952,Midden-Groningen,PV20,Groningen
13389,BU19522102,Meeden Buitengebied,WK195221,Meeden,GM1952,Midden-Groningen,PV20,Groningen
13390,BU19540000,Schinveld,WK195400,Wijk 00 Onderbanken,GM1954,Beekdaelen,PV31,Limburg
13391,BU19540001,Jabeek,WK195400,Wijk 00 Onderbanken,GM1954,Beekdaelen,PV31,Limburg
13392,BU19540002,Bingelrade,WK195400,Wijk 00 Onderbanken,GM1954,Beekdaelen,PV31,Limburg
13393,BU19540003,Merkelbeek-Douvergenhout,WK195400,Wijk 00 Onderbanken,GM1954,Beekdaelen,PV31,Limburg
13394,BU19540009,Verspreide huizen,WK195400,Wijk 00 Onderbanken,GM1954,Beekdaelen,PV31,Limburg
13395,BU19540100,Nuth,WK195401,Wijk 01 Nuth,GM1954,Beekdaelen,PV31,Limburg
13396,BU19540101,Tervoorst en omgeving,WK195401,Wijk 01 Nuth,GM1954,Beekdaelen,PV31,Limburg
13397,BU19540102,Industrieterrein De Horsel,WK195401,Wijk 01 Nuth,GM1954,Beekdaelen,PV31,Limburg
13398,BU19540103,Vaesrade,WK195401,Wijk 01 Nuth,GM1954,Beekdaelen,PV31,Limburg
13399,BU19540104,Hommert (gedeeltelijk),WK195401,Wijk 01 Nuth,GM1954,Beekdaelen,PV31,Limburg
13400,BU19540200,Wijnandsrade,WK195402,Wijk 02 Wijnandsrade,GM1954,Beekdaelen,PV31,Limburg
13401,BU19540201,Swier,WK195402,Wijk 02 Wijnandsrade,GM1954,Beekdaelen,PV31,Limburg
13402,BU19540300,Hulsberg,WK195403,Wijk 03 Hulsberg,GM1954,Beekdaelen,PV31,Limburg
13403,BU19540301,Aalbeek,WK195403,Wijk 03 Hulsberg,GM1954,Beekdaelen,PV31,Limburg
13404,BU19540302,Arensgenhout,WK195403,Wijk 03 Hulsberg,GM1954,Beekdaelen,PV31,Limburg
13405,BU19540400,Schimmert,WK195404,Wijk 04 Schimmert,GM1954,Beekdaelen,PV31,Limburg
13406,BU19540401,Haasdal,WK195404,Wijk 04 Schimmert,GM1954,Beekdaelen,PV31,Limburg
13407,BU19540402,Oensel,WK195404,Wijk 04 Schimmert,GM1954,Beekdaelen,PV31,Limburg
13408,BU19540500,Schinnen,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13409,BU19540501,Puth,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13410,BU19540502,Nagelbeek-Hegge,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13411,BU19540503,Sweikhuizen,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13412,BU19540504,Thull,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13413,BU19540505,Hommert (gedeeltelijk),WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13414,BU19540509,Verspreide huizen,WK195405,Wijk 05,GM1954,Beekdaelen,PV31,Limburg
13415,BU19540600,Amstenrade,WK195406,Wijk 06 Amstenrade - Oirsbeek,GM1954,Beekdaelen,PV31,Limburg
13416,BU19540601,Oirsbeek,WK195406,Wijk 06 Amstenrade - Oirsbeek,GM1954,Beekdaelen,PV31,Limburg
13417,BU19540602,Klein-Doenrade,WK195406,Wijk 06 Amstenrade - Oirsbeek,GM1954,Beekdaelen,PV31,Limburg
13418,BU19540603,Groot-Doenrade,WK195406,Wijk 06 Amstenrade - Oirsbeek,GM1954,Beekdaelen,PV31,Limburg
13419,BU19550000,'s-Heerenberg,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13420,BU19550001,"'s-Heerenberg, oostelijke uitbreiding",WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13421,BU19550002,Zeddam,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13422,BU19550003,Azewijn,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13423,BU19550004,Braamt,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13424,BU19550005,Stokkum,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13425,BU19550006,Verspreide huizen Zeddam,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13426,BU19550007,Verspreide huizen Mengelenberg en Lengel,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13427,BU19550008,Verspreide huizen Braamt,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13428,BU19550009,Verspreide huizen Azewijn,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13429,BU19550010,Verspreide huizen Stokkum,WK195500,Wijk 00 's-Heerenberg,GM1955,Montferland,PV25,Gelderland
13430,BU19550100,Beek,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13431,BU19550101,Kilder,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13432,BU19550102,Loerbeek,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13433,BU19550106,Verspreide huizen Loerbeek,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13434,BU19550107,Verspreide huizen Kilder,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13435,BU19550108,Verspreide huizen Beek,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13436,BU19550109,Verspreide huizen Montferland,WK195501,Wijk 01 Brakel,GM1955,Montferland,PV25,Gelderland
13437,BU19550200,Didam-Zuid,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13438,BU19550201,Didam-Noord,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13439,BU19550202,Loil,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13440,BU19550203,Nieuw-Dijk,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13441,BU19550205,Verspreide huizen De Heegh,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13442,BU19550206,Verspreide huizen Greffelkamp,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13443,BU19550207,Verspreide huizen De Hogenend en Oud-Dijk,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13444,BU19550208,Verspreide huizen Nieuw-Dijk,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13445,BU19550209,Verspreide huizen Loil,WK195502,Wijk 02 Didam,GM1955,Montferland,PV25,Gelderland
13446,BU19590101,Centrum Werkendam,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13447,BU19590102,Burchtpolder,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13448,BU19590103,Welgelegen,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13449,BU19590104,Werkense polder,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13450,BU19590105,Vervoornepolder noord,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13451,BU19590106,Vervoornepolder zuid,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13452,BU19590107,Bedrijventerrein Werkendam,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13453,BU19590191,Buitengebied Werkendam noord,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13454,BU19590192,Buitengebied Werkendam zuid,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13455,BU19590193,Buitengebied Oostwaard,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13456,BU19590194,Buitengebied Biesbosch,WK195901,Werkendam,GM1959,Altena,PV30,Noord-Brabant
13457,BU19590201,Sleeuwijk west,WK195902,Sleeuwijk,GM1959,Altena,PV30,Noord-Brabant
13458,BU19590202,Sleeuwijk oost,WK195902,Sleeuwijk,GM1959,Altena,PV30,Noord-Brabant
13459,BU19590291,Buitengebied Sleeuwijk,WK195902,Sleeuwijk,GM1959,Altena,PV30,Noord-Brabant
13460,BU19590301,Nieuwendijk,WK195903,Nieuwendijk,GM1959,Altena,PV30,Noord-Brabant
13461,BU19590391,Buitengebied Nieuwendijk noordoost,WK195903,Nieuwendijk,GM1959,Altena,PV30,Noord-Brabant
13462,BU19590392,Buitengebied Nieuwendijk zuid,WK195903,Nieuwendijk,GM1959,Altena,PV30,Noord-Brabant
13463,BU19590401,Hank,WK195904,Hank,GM1959,Altena,PV30,Noord-Brabant
13464,BU19590402,Kurenpolder,WK195904,Hank,GM1959,Altena,PV30,Noord-Brabant
13465,BU19590491,Buitengebied Hank oost,WK195904,Hank,GM1959,Altena,PV30,Noord-Brabant
13466,BU19590492,Buitengebied Hank west,WK195904,Hank,GM1959,Altena,PV30,Noord-Brabant
13467,BU19590501,Dussen,WK195905,Dussen,GM1959,Altena,PV30,Noord-Brabant
13468,BU19590591,Buitengebied Dussen noord,WK195905,Dussen,GM1959,Altena,PV30,Noord-Brabant
13469,BU19590592,Buitengebied Dussen zuid,WK195905,Dussen,GM1959,Altena,PV30,Noord-Brabant
13470,BU19590601,Woudrichem noord,WK195906,Woudrichem,GM1959,Altena,PV30,Noord-Brabant
13471,BU19590602,Woudrichem zuid,WK195906,Woudrichem,GM1959,Altena,PV30,Noord-Brabant
13472,BU19590603,Oudendijk,WK195906,Woudrichem,GM1959,Altena,PV30,Noord-Brabant
13473,BU19590691,Buitengebied Woudrichem,WK195906,Woudrichem,GM1959,Altena,PV30,Noord-Brabant
13474,BU19590701,Rijswijk (NB),WK195907,Rijswijk (NB),GM1959,Altena,PV30,Noord-Brabant
13475,BU19590791,Buitengebied Rijswijk (NB),WK195907,Rijswijk (NB),GM1959,Altena,PV30,Noord-Brabant
13476,BU19590801,Uitwijk,WK195908,Uitwijk,GM1959,Altena,PV30,Noord-Brabant
13477,BU19590891,Buitengebied Uitwijk,WK195908,Uitwijk,GM1959,Altena,PV30,Noord-Brabant
13478,BU19590901,Waardhuizen,WK195909,Waardhuizen,GM1959,Altena,PV30,Noord-Brabant
13479,BU19590991,Buitengebied Waardhuizen,WK195909,Waardhuizen,GM1959,Altena,PV30,Noord-Brabant
13480,BU19591001,Giessen,WK195910,Giessen,GM1959,Altena,PV30,Noord-Brabant
13481,BU19591002,Bedrijventerrein Rietdijk,WK195910,Giessen,GM1959,Altena,PV30,Noord-Brabant
13482,BU19591091,Buitengebied Giessen,WK195910,Giessen,GM1959,Altena,PV30,Noord-Brabant
13483,BU19591101,Andel,WK195911,Andel,GM1959,Altena,PV30,Noord-Brabant
13484,BU19591191,Buitengebied Andel,WK195911,Andel,GM1959,Altena,PV30,Noord-Brabant
13485,BU19591201,Almkerk west,WK195912,Almkerk,GM1959,Altena,PV30,Noord-Brabant
13486,BU19591202,Almkerk oost,WK195912,Almkerk,GM1959,Altena,PV30,Noord-Brabant
13487,BU19591203,Uppel,WK195912,Almkerk,GM1959,Altena,PV30,Noord-Brabant
13488,BU19591291,Buitengebied Almkerk noord,WK195912,Almkerk,GM1959,Altena,PV30,Noord-Brabant
13489,BU19591292,Buitengebied Almkerk zuid,WK195912,Almkerk,GM1959,Altena,PV30,Noord-Brabant
13490,BU19591301,Veen,WK195913,Veen,GM1959,Altena,PV30,Noord-Brabant
13491,BU19591302,Bedrijventerrein Veen,WK195913,Veen,GM1959,Altena,PV30,Noord-Brabant
13492,BU19591303,Veenseput,WK195913,Veen,GM1959,Altena,PV30,Noord-Brabant
13493,BU19591391,Buitengebied Veen,WK195913,Veen,GM1959,Altena,PV30,Noord-Brabant
13494,BU19591401,Aalburg,WK195914,Wijk en Aalburg,GM1959,Altena,PV30,Noord-Brabant
13495,BU19591402,Wijk,WK195914,Wijk en Aalburg,GM1959,Altena,PV30,Noord-Brabant
13496,BU19591403,Spijk,WK195914,Wijk en Aalburg,GM1959,Altena,PV30,Noord-Brabant
13497,BU19591491,Buitengebied Wijk en Aalburg oost,WK195914,Wijk en Aalburg,GM1959,Altena,PV30,Noord-Brabant
13498,BU19591492,Buitengebied Wijk en Aalburg west,WK195914,Wijk en Aalburg,GM1959,Altena,PV30,Noord-Brabant
