WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,GemiddeldInkomenPerInwoner_72,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,MateVanStedelijkheid_115
Dorp Colmschate,Deventer,Buurt,BU01501002,7429,580,1.8,2288.0,680,230.0,39.0,48.0,9.0,43.0,50.0,2590.0,870.0,2.081081081081081,0.8583690987124464,30.6,0.1724137931034483,1.1,0.7,3.0
Colmschaterenk,Deventer,Buurt,BU01501004,7422,1070,2.2,5372.0,1072,192.0,80.0,59.0,27.0,14.0,1.0,2680.0,1010.0,1.9243243243243244,0.8403361344537815,24.6,0.1261682242990654,1.1,0.4,3.0
Roessink,Deventer,Buurt,BU01501005,7421,410,2.3,6738.0,435,176.0,89.0,56.0,31.0,13.0,0.0,2630.0,1010.0,2.012987012987013,0.8333333333333334,24.3,0.07317073170731707,1.1,0.5,3.0
Het Bramelt,Deventer,Buurt,BU01501006,7421,630,2.3,3907.0,622,206.0,99.0,62.0,37.0,1.0,0.0,2740.0,1060.0,1.9739130434782608,0.8304498269896193,24.5,0.09523809523809523,1.1,0.5,3.0
Essenerveld,Deventer,Buurt,BU01501007,7421,560,2.4,4985.0,561,261.0,89.0,84.0,6.0,10.0,0.0,3030.0,1310.0,2.1792452830188678,0.8118081180811808,30.1,0.14285714285714285,1.2,0.4,3.0
Swormink,Deventer,Buurt,BU01501008,7421,600,2.6,3633.0,594,249.0,91.0,85.0,13.0,3.0,0.0,3080.0,1150.0,2.1166666666666667,0.7741935483870968,27.6,0.13333333333333333,1.3,0.5,4.0
Dorp Diepenveen,Deventer,Buurt,BU01501101,7431,1850,2.4,929.0,1896,339.0,92.0,73.0,20.0,7.0,12.0,3050.0,1610.0,2.234375,0.8172531214528944,31.4,0.1837837837837838,1.3,0.7,4.0
Rande,Deventer,Buurt,BU01501102,7431,50,2.2,25.0,59,,80.0,64.0,0.0,36.0,14.0,4190.0,2560.0,2.3,0.9090909090909091,28.1,0.5,1.7,2.1,5.0
Dorp Schalkhaar,Deventer,Buurt,BU01501201,7433,1945,2.5,1423.0,2007,295.0,88.0,71.0,22.0,7.0,23.0,2980.0,1480.0,2.2086720867208673,0.710172744721689,28.2,0.15681233933161953,1.1,0.7,4.0
Averlo en Frieswijk,Deventer,Buurt,BU01501202,7433,175,2.7,32.0,169,376.0,79.0,83.0,1.0,15.0,6.0,4130.0,2250.0,2.0555555555555554,0.851063829787234,29.4,0.5428571428571428,1.5,3.2,5.0
Okkenbroek,Deventer,Buurt,BU01501301,7435,130,2.2,271.0,130,271.0,89.0,69.0,22.0,9.0,24.0,3210.0,1620.0,2.1818181818181817,0.6779661016949152,24.7,0.2692307692307692,1.4,0.3,5.0
Dorp Lettele,Deventer,Buurt,BU01501401,7434,255,2.5,767.0,246,251.0,92.0,82.0,12.0,6.0,30.0,3110.0,1400.0,2.1020408163265305,0.78125,24.7,0.2549019607843137,1.4,0.3,5.0
Buitengebied Lettele en Okkenbroek,Deventer,Buurt,BU01501403,7434,340,2.7,35.0,356,355.0,72.0,76.0,4.0,21.0,12.0,4200.0,2020.0,2.051948051948052,0.8465608465608465,26.4,0.4264705882352941,1.6,2.2,5.0
Dorp Bathmen,Deventer,Buurt,BU01501501,7437,1830,2.4,1292.0,1863,271.0,89.0,77.0,15.0,8.0,16.0,3110.0,1580.0,2.089171974522293,0.7856341189674523,27.4,0.1885245901639344,1.3,0.5,4.0
Loo,Deventer,Buurt,BU01501502,7437,285,2.5,58.0,292,384.0,81.0,84.0,0.0,16.0,9.0,4240.0,2320.0,2.1636363636363636,0.8391608391608392,30.4,0.3508771929824561,1.6,1.5,5.0
Dortherhoek,Deventer,Buurt,BU01501503,7437,85,2.5,59.0,89,358.0,73.0,78.0,0.0,22.0,8.0,4450.0,2380.0,2.0,0.9090909090909091,31.2,0.35294117647058826,2.0,1.9,5.0
Zuidloo,Deventer,Buurt,BU01501504,7437,100,2.6,40.0,103,397.0,81.0,83.0,0.0,17.0,8.0,4630.0,2320.0,2.1,0.7692307692307693,28.6,0.45,1.3,3.0,5.0
Kerkeres,Dinkelland,Buurt,BU17741011,7591,495,2.2,2328.0,547,210.0,82.0,69.0,22.0,9.0,1.0,2770.0,1400.0,2.0277777777777777,0.7627118644067796,24.1,0.09090909090909091,1.0,0.4,4.0
Klokkenberg,Dinkelland,Buurt,BU17741012,7591,130,2.3,1540.0,132,270.0,92.0,80.0,17.0,2.0,7.0,3300.0,1850.0,1.9,0.9375,26.6,0.15384615384615385,1.3,0.7,4.0
Dorper-Es,Dinkelland,Buurt,BU17741013,7591,135,1.9,841.0,140,254.0,63.0,65.0,31.0,4.0,14.0,3080.0,1460.0,2.1666666666666665,0.7843137254901961,27.1,0.25925925925925924,1.1,0.5,4.0
Veldkamp en Borchert,Dinkelland,Buurt,BU17741014,7591,820,2.2,3686.0,843,213.0,95.0,72.0,25.0,3.0,2.0,2940.0,1430.0,1.8962962962962964,0.8767123287671232,23.5,0.11585365853658537,1.2,0.3,4.0
Janskamp,Dinkelland,Buurt,BU17741015,7591,855,2.4,4474.0,864,214.0,93.0,69.0,28.0,3.0,3.0,3180.0,1390.0,2.0113636363636362,0.8695652173913043,24.9,0.08771929824561403,1.3,0.8,4.0
Diepengoor,Dinkelland,Buurt,BU17741017,7591,170,2.5,1739.0,170,264.0,99.0,82.0,9.0,8.0,8.0,3710.0,1720.0,1.8857142857142857,0.9195402298850575,24.9,0.17647058823529413,1.3,0.7,4.0
Kloppendijk,Dinkelland,Buurt,BU17741050,7591,35,2.1,319.0,37,,92.0,84.0,0.0,16.0,5.0,4580.0,2500.0,2.142857142857143,1.25,,1.7142857142857142,,1.3,4.0
Sombeek,Dinkelland,Buurt,BU17741051,7591,185,3.3,1178.0,186,328.0,100.0,91.0,7.0,2.0,92.0,4180.0,1590.0,2.1463414634146343,0.6557377049180327,24.3,0.35135135135135137,1.7,1.0,4.0
Buitengebied Denekamp,Dinkelland,Buurt,BU17741099,7591,195,3.0,41.0,196,341.0,87.0,77.0,0.0,23.0,15.0,4300.0,2200.0,1.930232558139535,0.8264462809917356,25.5,0.5128205128205128,1.7,1.9,5.0
Lattrop kern,Dinkelland,Buurt,BU17741110,7635,145,2.7,2008.0,152,260.0,94.0,84.0,3.0,12.0,14.0,3870.0,1630.0,1.84375,0.759493670886076,24.0,0.2413793103448276,1.9,0.2,5.0
Verspreide huizen Breklenkamp,Dinkelland,Buurt,BU17741198,7635,55,3.2,22.0,58,,86.0,67.0,0.0,33.0,5.0,4980.0,2370.0,1.7857142857142858,1.0526315789473684,21.7,0.5454545454545454,1.5,3.2,5.0
Verspreide huizen Lattrop,Dinkelland,Buurt,BU17741199,7635,140,2.9,39.0,129,308.0,94.0,73.0,0.0,26.0,9.0,5000.0,2390.0,1.9411764705882353,0.975609756097561,24.3,0.4642857142857143,1.2,1.5,5.0
Verspreide huizen Tilligte,Dinkelland,Buurt,BU17741299,7634,105,2.9,32.0,114,363.0,74.0,74.0,0.0,26.0,20.0,4910.0,2060.0,1.96,0.9523809523809523,28.2,0.6190476190476191,1.4,1.6,5.0
Verspreide huizen Klein Agelo,Dinkelland,Buurt,BU17741399,7636,65,3.1,34.0,64,366.0,78.0,81.0,0.0,19.0,22.0,5420.0,2490.0,2.1875,0.975609756097561,25.7,0.6923076923076923,1.6,1.5,5.0
Noord Deurningen kern,Dinkelland,Buurt,BU17741410,7591,155,2.7,2090.0,156,253.0,99.0,90.0,3.0,7.0,22.0,3800.0,1590.0,2.0,0.6976744186046512,22.4,0.12903225806451613,1.4,0.3,5.0
Verspreide huizen Noord Deurningen,Dinkelland,Buurt,BU17741499,7591,185,2.7,59.0,352,341.0,74.0,61.0,0.0,38.0,24.0,4910.0,2180.0,2.0,0.64,24.5,0.5135135135135135,1.8,1.6,5.0
Ootmarsum Kern,Dinkelland,Buurt,BU17741510,7631,130,1.7,3695.0,192,206.0,54.0,43.0,1.0,49.0,15.0,2620.0,1420.0,2.235294117647059,0.8333333333333334,31.9,0.6538461538461539,1.4,0.6,4.0
Ootmarsum Randkern,Dinkelland,Buurt,BU17741511,7631,345,2.0,2759.0,397,218.0,61.0,51.0,25.0,24.0,29.0,2600.0,1440.0,2.088888888888889,0.8275862068965517,25.5,0.18840579710144928,1.3,0.6,4.0
Ootmarsum villapark Stobbenkamp,Dinkelland,Buurt,BU17741512,7631,185,2.1,1199.0,194,354.0,100.0,84.0,0.0,16.0,16.0,3290.0,2020.0,2.1538461538461537,1.0126582278481013,32.9,0.2702702702702703,1.3,1.0,4.0
Ootmarsum Cellenkamp Palthenkamp,Dinkelland,Buurt,BU17741513,7631,495,2.3,3124.0,510,221.0,98.0,81.0,15.0,5.0,1.0,2950.0,1590.0,1.962962962962963,0.8810572687224669,23.6,0.12121212121212122,1.2,0.4,4.0
Moerbekkenkamp,Dinkelland,Buurt,BU17741514,7631,80,2.2,3781.0,88,238.0,100.0,93.0,2.0,5.0,0.0,3110.0,1730.0,2.2857142857142856,1.0810810810810811,25.0,0.0625,1.3,0.7,4.0
Wildehof,Dinkelland,Buurt,BU17741515,7631,270,2.7,2338.0,272,260.0,100.0,84.0,14.0,2.0,0.0,3740.0,1760.0,2.1129032258064515,0.8163265306122449,27.2,0.18518518518518517,1.4,0.6,4.0
De Mors,Dinkelland,Buurt,BU17741550,7631,65,2.5,342.0,72,270.0,97.0,88.0,0.0,13.0,10.0,3940.0,1770.0,2.0,0.5882352941176471,25.3,1.3846153846153846,2.2,0.8,5.0
Buitengebied Ootmarsum-West,Dinkelland,Buurt,BU17741599,7631,50,2.2,85.0,57,,89.0,70.0,0.0,30.0,7.0,3270.0,1600.0,,0.8695652173913043,27.6,0.3,0.9,1.4,5.0
Weerselo,Dinkelland,Buurt,BU17741610,7595,290,2.3,2947.0,299,226.0,97.0,74.0,18.0,8.0,6.0,3390.0,1640.0,1.8,0.8695652173913043,24.4,0.15517241379310345,1.2,0.3,5.0
Eertman,Dinkelland,Buurt,BU17741611,7595,340,2.5,2229.0,403,254.0,74.0,68.0,17.0,15.0,7.0,3060.0,1450.0,2.112676056338028,0.7650273224043715,27.9,0.16176470588235295,1.5,0.6,5.0
Reestman,Dinkelland,Buurt,BU17741612,7595,120,3.2,1731.0,124,324.0,91.0,85.0,10.0,5.0,51.0,4210.0,1580.0,2.111111111111111,0.759493670886076,24.8,0.25,1.3,1.0,5.0
Verspreide huizen Weerselo,Dinkelland,Buurt,BU17741699,7595,295,2.7,47.0,324,329.0,75.0,76.0,0.0,24.0,20.0,5480.0,2230.0,1.8888888888888888,0.8805031446540881,25.4,0.5084745762711864,1.6,1.9,5.0
Rossum,Dinkelland,Buurt,BU17741710,7596,500,2.7,2336.0,506,255.0,97.0,81.0,13.0,5.0,12.0,3650.0,1600.0,2.0283018867924527,0.8239700374531835,25.1,0.19,1.4,0.4,5.0
Verspreide huizen Rossum,Dinkelland,Buurt,BU17741799,7596,330,2.9,38.0,361,349.0,74.0,77.0,0.0,23.0,16.0,5060.0,2360.0,1.9027777777777777,0.8333333333333334,25.1,0.45454545454545453,1.7,2.1,5.0
Verspreide huizen Saasveld,Dinkelland,Buurt,BU17741899,7597,365,2.7,46.0,380,334.0,71.0,75.0,0.0,25.0,13.0,4900.0,2510.0,1.8974358974358974,0.8,27.0,0.5068493150684932,1.7,2.1,5.0
Kern Deurningen,Dinkelland,Buurt,BU17741910,7561,475,2.5,2167.0,487,264.0,98.0,81.0,16.0,3.0,18.0,3360.0,1490.0,2.086021505376344,0.819672131147541,26.1,0.22105263157894736,1.3,0.4,5.0
Verspreide huizen Deurningen,Dinkelland,Buurt,BU17741999,7561,280,2.7,42.0,290,337.0,88.0,75.0,0.0,24.0,12.0,4770.0,2260.0,1.894736842105263,0.7894736842105263,25.8,0.4642857142857143,1.4,1.9,5.0
Verspreide huizen Nutter,Dinkelland,Buurt,BU17742099,7638,55,3.2,33.0,59,,80.0,75.0,0.0,24.0,27.0,5330.0,2660.0,2.142857142857143,0.5555555555555556,28.7,0.6363636363636364,1.7,2.7,5.0
Verspreide huizen Oud Ootmarsum,Dinkelland,Buurt,BU17742199,7637,110,3.0,45.0,121,359.0,89.0,74.0,0.0,26.0,19.0,4390.0,2190.0,1.875,0.8823529411764706,24.1,0.45454545454545453,1.6,2.1,5.0
West 1,Dongen,Buurt,BU07660101,5101,1485,2.1,3932.0,1562,187.0,73.0,58.0,30.0,12.0,7.0,2930.0,1230.0,1.829875518672199,0.8176100628930818,24.2,0.1111111111111111,1.1,0.7,3.0
West 2,Dongen,Buurt,BU07660103,5102,1620,2.3,6392.0,1618,195.0,86.0,70.0,21.0,9.0,8.0,2790.0,1170.0,1.8458781362007168,0.819672131147541,23.7,0.10185185185185185,1.2,0.4,3.0
Buitengebied West 2,Dongen,Buurt,BU07660104,5102,145,2.7,195.0,148,390.0,99.0,93.0,0.0,7.0,8.0,4040.0,2110.0,2.103448275862069,0.7792207792207793,31.2,0.6551724137931034,1.4,0.9,4.0
Centrum,Dongen,Buurt,BU07660105,5104,1795,2.0,4345.0,1835,235.0,60.0,62.0,20.0,17.0,26.0,2790.0,1260.0,1.9256505576208178,0.8157894736842105,27.8,0.24233983286908078,1.1,0.5,2.0
Biezen,Dongen,Buurt,BU07660107,5103,1335,2.5,4713.0,1323,235.0,96.0,75.0,23.0,2.0,2.0,3150.0,1280.0,1.9696969696969697,0.8169440242057489,26.4,0.1198501872659176,1.4,0.4,3.0
Hoge Akker,Dongen,Buurt,BU07660108,5103,1020,2.7,4873.0,1013,298.0,99.0,88.0,7.0,4.0,15.0,3670.0,1220.0,2.0043478260869567,0.8228980322003577,29.2,0.1715686274509804,1.4,0.8,3.0
Oud Dongen,Dongen,Buurt,BU07660109,5104,1495,2.2,1843.0,1529,243.0,91.0,72.0,24.0,4.0,10.0,3140.0,1450.0,1.9573643410852712,0.8259587020648967,26.3,0.1939799331103679,1.2,0.5,3.0
Buitengebied Oost,Dongen,Buurt,BU07660110,5105,155,2.5,85.0,157,370.0,99.0,88.0,0.0,12.0,15.0,4910.0,1970.0,1.9705882352941178,0.75,29.4,0.6129032258064516,1.3,1.8,5.0
Klein Dongen,Dongen,Buurt,BU07660111,5106,75,2.3,98.0,74,392.0,97.0,89.0,0.0,11.0,9.0,4770.0,2050.0,1.9333333333333333,1.1428571428571428,26.7,0.5333333333333333,1.7,1.3,5.0
Dongen-Vaart,Dongen,Buurt,BU07660112,5106,250,2.5,298.0,255,329.0,99.0,78.0,16.0,6.0,25.0,3820.0,1520.0,1.9411764705882353,0.78125,27.6,0.3,1.5,0.5,5.0
Buitengebied Klein Dongen/Dongen-Vaart,Dongen,Buurt,BU07660113,5106,70,3.1,47.0,78,380.0,100.0,90.0,0.0,10.0,10.0,4500.0,2270.0,1.8333333333333333,0.8695652173913043,27.3,0.7142857142857143,1.4,1.5,5.0
's Gravenmoer,Dongen,Buurt,BU07660216,5109,970,2.3,1010.0,980,287.0,92.0,72.0,23.0,4.0,18.0,3430.0,1560.0,,0.8407079646017699,29.3,0.25257731958762886,1.4,0.5,5.0
In de Mehre,Echt-Susteren,Buurt,BU17110102,6114,230,2.6,3648.0,251,323.0,80.0,80.0,19.0,1.0,100.0,3590.0,1230.0,2.2790697674418605,0.819672131147541,34.9,0.15217391304347827,1.3,0.9,4.0
Mariaveld,Echt-Susteren,Buurt,BU17110103,6114,625,2.2,2719.0,636,188.0,85.0,73.0,17.0,10.0,13.0,3000.0,1570.0,1.9134615384615385,0.8602150537634409,26.0,0.112,1.2,0.4,4.0
Middelveld,Echt-Susteren,Buurt,BU17110104,6114,425,2.3,3764.0,430,201.0,94.0,77.0,17.0,7.0,0.0,3110.0,1370.0,2.0120481927710845,0.7843137254901961,28.2,0.1411764705882353,1.4,0.3,4.0
Munsterveld,Echt-Susteren,Buurt,BU17110105,6114,545,2.1,3361.0,547,194.0,84.0,72.0,20.0,8.0,2.0,3110.0,1590.0,1.8314606741573034,0.8771929824561403,27.8,0.1559633027522936,1.2,0.5,4.0
Susteren Centrum,Echt-Susteren,Buurt,BU17110106,6114,520,1.9,3786.0,618,173.0,68.0,48.0,27.0,25.0,6.0,2660.0,1340.0,1.943661971830986,0.8294930875576036,26.2,0.125,1.1,0.7,4.0
Wolfskoul,Echt-Susteren,Buurt,BU17110108,6114,300,2.1,5973.0,298,140.0,68.0,32.0,66.0,2.0,0.0,2810.0,1190.0,1.6521739130434783,0.8,19.0,0.05,1.0,0.6,4.0
Dieteren,Echt-Susteren,Buurt,BU17110209,6114,335,2.2,1689.0,344,218.0,99.0,78.0,14.0,8.0,3.0,3270.0,1720.0,1.819672131147541,0.8053691275167785,27.4,0.1791044776119403,1.4,1.4,5.0
Heide,Echt-Susteren,Buurt,BU17110311,6114,435,2.4,1934.0,448,222.0,97.0,85.0,8.0,6.0,5.0,3420.0,1610.0,1.855421686746988,0.8653846153846154,25.8,0.16091954022988506,1.5,1.1,4.0
Verspreide huizen Heide,Echt-Susteren,Buurt,BU17110313,6114,55,2.1,21.0,38,,92.0,87.0,0.0,13.0,8.0,4150.0,2310.0,2.111111111111111,0.8695652173913043,29.1,0.36363636363636365,1.1,2.3,5.0
Illikhoven en Visserweert,Echt-Susteren,Buurt,BU17110414,6116,55,2.3,1262.0,54,262.0,100.0,98.0,0.0,2.0,2.0,3560.0,1830.0,1.9,0.8,36.4,0.36363636363636365,1.5,2.6,5.0
Oud-Roosteren,Echt-Susteren,Buurt,BU17110416,6116,30,2.4,867.0,37,,100.0,95.0,0.0,5.0,3.0,3970.0,2140.0,2.1666666666666665,1.25,,0.16666666666666666,,1.8,5.0
Roosteren,Echt-Susteren,Buurt,BU17110417,6116,515,2.2,1443.0,528,201.0,95.0,68.0,25.0,6.0,6.0,3260.0,1720.0,1.898876404494382,0.7964601769911505,26.5,0.14563106796116504,1.5,0.5,5.0
Berkelaar,Echt-Susteren,Buurt,BU17110521,6101,110,2.5,1018.0,112,339.0,99.0,90.0,0.0,9.0,7.0,4120.0,2120.0,2.260869565217391,0.7142857142857143,33.7,0.3181818181818182,1.9,1.9,5.0
De Loop,Echt-Susteren,Buurt,BU17110523,6101,35,2.3,195.0,36,,100.0,86.0,0.0,14.0,3.0,4260.0,2290.0,1.5714285714285714,1.1111111111111112,,1.5714285714285714,,0.7,4.0
Echt Centrum,Echt-Susteren,Buurt,BU17110524,6101,1925,1.9,3033.0,2049,191.0,59.0,54.0,28.0,18.0,15.0,2700.0,1320.0,2.0249110320284696,0.8488063660477454,27.4,0.19480519480519481,1.0,0.4,3.0
Echt Noord,Echt-Susteren,Buurt,BU17110525,6101,1330,2.3,3508.0,1344,185.0,94.0,59.0,38.0,3.0,3.0,2990.0,1340.0,1.871244635193133,0.8264462809917356,24.2,0.10150375939849623,1.2,0.5,3.0
Gebroek,Echt-Susteren,Buurt,BU17110526,6101,85,2.7,1500.0,88,308.0,91.0,94.0,0.0,6.0,7.0,3810.0,1940.0,2.210526315789474,0.8695652173913043,30.9,0.23529411764705882,1.7,1.2,4.0
Diergaarde,Echt-Susteren,Buurt,BU17110628,6105,160,2.4,15.0,171,306.0,97.0,88.0,0.0,12.0,6.0,4190.0,2040.0,1.9666666666666666,0.7692307692307693,30.5,0.5625,1.6,2.3,5.0
Echterbosch,Echt-Susteren,Buurt,BU17110629,6105,30,2.1,168.0,30,,100.0,83.0,0.0,17.0,10.0,5390.0,2820.0,1.8,1.5384615384615385,,0.3333333333333333,,2.6,5.0
Maria Hoop,Echt-Susteren,Buurt,BU17110630,6105,390,2.2,1103.0,393,241.0,96.0,87.0,7.0,7.0,13.0,3560.0,1590.0,2.0,0.8235294117647058,26.5,0.20512820512820512,1.5,1.0,5.0
Hingen,Echt-Susteren,Buurt,BU17110731,6102,250,2.5,1370.0,258,286.0,98.0,93.0,1.0,6.0,7.0,3770.0,1930.0,2.1041666666666665,0.7874015748031497,29.3,0.24,1.6,1.4,4.0
Peij,Echt-Susteren,Buurt,BU17110732,6102,1340,2.2,2449.0,1383,206.0,81.0,69.0,24.0,7.0,22.0,3010.0,1430.0,1.9862385321100917,0.8149405772495756,26.3,0.1828358208955224,1.2,0.6,4.0
Schilberg,Echt-Susteren,Buurt,BU17110735,6101,935,2.0,2172.0,941,180.0,73.0,68.0,16.0,16.0,14.0,2720.0,1270.0,1.7808219178082192,0.8333333333333334,25.5,0.10695187165775401,1.1,0.9,3.0
Slek,Echt-Susteren,Buurt,BU17110837,6102,365,2.3,1523.0,390,245.0,98.0,82.0,11.0,7.0,13.0,3520.0,1680.0,1.7857142857142858,0.8092485549132948,25.7,0.1506849315068493,1.5,0.4,5.0
Nieuwstadt Centrum,Echt-Susteren,Buurt,BU17110939,6118,760,2.3,2681.0,769,207.0,92.0,81.0,10.0,8.0,15.0,3240.0,1530.0,1.9534883720930232,0.8069164265129684,27.1,0.1513157894736842,1.3,0.8,5.0
Cristina,Echt-Susteren,Buurt,BU17110940,6118,655,2.3,2861.0,666,205.0,97.0,86.0,9.0,4.0,1.0,3190.0,1510.0,,0.87248322147651,28.3,0.12213740458015267,1.5,0.8,5.0
Sint Joost,Echt-Susteren,Buurt,BU17111041,6112,525,2.4,2227.0,538,255.0,99.0,87.0,9.0,3.0,4.0,3440.0,1720.0,1.8725490196078431,0.842911877394636,27.7,0.1619047619047619,1.6,0.4,5.0
Verspreide Huizen Sint Joost,Echt-Susteren,Buurt,BU17111042,6112,50,2.8,18.0,50,226.0,100.0,78.0,0.0,22.0,16.0,3780.0,2070.0,1.8333333333333333,0.6666666666666666,25.4,0.7,1.8,1.2,5.0
Koningsbosch,Echt-Susteren,Buurt,BU17111143,6104,690,2.2,878.0,710,228.0,97.0,79.0,11.0,10.0,6.0,3590.0,1720.0,1.9075630252100841,0.8496732026143791,25.1,0.2246376811594203,1.5,0.7,5.0
Lackerbosch,Echt-Susteren,Buurt,BU17111144,6104,30,2.2,5.0,36,,100.0,61.0,0.0,39.0,8.0,4060.0,,1.6,1.4285714285714286,,0.5,,2.3,5.0
Eersel-Zuid,Eersel,Buurt,BU07700002,5521,795,2.4,5207.0,798,222.0,98.0,67.0,30.0,3.0,2.0,2940.0,1290.0,1.903448275862069,0.7853403141361257,23.3,0.10062893081761007,1.2,0.4,3.0
Kortkruis,Eersel,Buurt,BU07700004,5521,355,2.4,3248.0,352,301.0,89.0,67.0,32.0,1.0,26.0,3350.0,1240.0,1.9850746268656716,0.8333333333333334,30.5,0.14084507042253522,1.3,1.4,4.0
Eijsden-Breust,Eijsden-Margraten,Buurt,BU19030000,6245,1885,2.2,1260.0,1969,244.0,83.0,74.0,16.0,9.0,11.0,2950.0,1530.0,2.15625,0.8323699421965318,29.3,0.16180371352785147,1.2,1.5,4.0
Withuis-Stationsstraat,Eijsden-Margraten,Buurt,BU19030002,6245,85,2.4,137.0,77,278.0,96.0,92.0,0.0,8.0,14.0,3880.0,1970.0,2.0625,0.9523809523809523,28.5,0.4117647058823529,1.8,1.1,5.0
Mesch,Eijsden-Margraten,Buurt,BU19030003,6245,145,2.2,226.0,151,279.0,83.0,75.0,0.0,20.0,7.0,3490.0,1830.0,2.2916666666666665,0.9090909090909091,29.5,0.3448275862068966,1.3,0.3,5.0
Oost,Eijsden-Margraten,Buurt,BU19030004,6245,305,2.4,1213.0,302,238.0,86.0,70.0,15.0,15.0,5.0,3500.0,1680.0,2.0172413793103448,0.8053691275167785,25.4,0.19672131147540983,1.2,0.4,5.0
Maarland,Eijsden-Margraten,Buurt,BU19030005,6245,85,2.5,437.0,87,286.0,89.0,86.0,0.0,14.0,2.0,3120.0,1660.0,2.3125,0.9523809523809523,28.3,0.23529411764705882,1.6,0.5,5.0
Gronsveld,Eijsden-Margraten,Buurt,BU19030100,6247,1015,2.3,724.0,1017,262.0,93.0,81.0,5.0,14.0,5.0,3240.0,1690.0,2.146892655367232,0.8583690987124464,28.9,0.24630541871921183,1.3,0.7,5.0
Rijckholt,Eijsden-Margraten,Buurt,BU19030101,6247,280,2.2,1006.0,274,266.0,93.0,86.0,8.0,6.0,2.0,3440.0,1740.0,2.0652173913043477,0.8,29.4,0.16071428571428573,1.4,1.7,5.0
Margraten,Eijsden-Margraten,Buurt,BU19030200,6269,1450,2.3,471.0,1532,236.0,77.0,73.0,13.0,14.0,16.0,2930.0,1480.0,2.136,0.8284023668639053,27.2,0.22413793103448276,1.4,0.9,5.0
Groot- en Klein-Welsden,Eijsden-Margraten,Buurt,BU19030202,6269,85,2.4,111.0,92,309.0,88.0,92.0,0.0,8.0,8.0,3460.0,1870.0,2.1333333333333333,0.9302325581395349,29.4,0.35294117647058826,1.4,1.7,5.0
Scheulder,Eijsden-Margraten,Buurt,BU19030204,6307,140,2.3,450.0,146,271.0,85.0,82.0,0.0,18.0,5.0,3600.0,1750.0,2.12,0.9375,28.2,0.14285714285714285,1.6,2.2,5.0
Gasthuis-Wolfshuis,Eijsden-Margraten,Buurt,BU19030205,6268,50,2.0,34.0,51,,51.0,49.0,0.0,51.0,2.0,4490.0,2140.0,2.2222222222222223,0.9090909090909091,30.1,0.4,1.3,2.6,5.0
Cadier,Eijsden-Margraten,Buurt,BU19030300,6267,1475,2.2,2063.0,1479,269.0,84.0,77.0,10.0,12.0,5.0,3130.0,1830.0,2.02991452991453,0.8463949843260188,31.4,0.17288135593220338,1.3,0.7,5.0
Bemelen,Eijsden-Margraten,Buurt,BU19030303,6268,165,2.1,245.0,159,320.0,88.0,75.0,7.0,18.0,9.0,3230.0,1830.0,2.310344827586207,0.8571428571428571,32.1,0.24242424242424243,1.3,2.6,5.0
Honthem,Eijsden-Margraten,Buurt,BU19030304,6269,50,2.2,131.0,49,,90.0,94.0,0.0,6.0,6.0,4390.0,2340.0,1.8888888888888888,0.9090909090909091,,0.4,1.5,2.6,5.0
Sint Geertruid,Eijsden-Margraten,Buurt,BU19030400,6265,405,2.4,1961.0,402,248.0,87.0,80.0,11.0,9.0,5.0,3290.0,1680.0,2.0945945945945947,0.8333333333333334,27.1,0.18518518518518517,1.4,0.4,5.0
Eckelrade,Eijsden-Margraten,Buurt,BU19030401,6251,235,2.3,490.0,233,292.0,82.0,82.0,5.0,12.0,8.0,3380.0,1790.0,2.088888888888889,0.8695652173913043,29.7,0.23404255319148937,1.6,1.8,5.0
Herkenrade,Eijsden-Margraten,Buurt,BU19030402,6265,70,2.5,416.0,70,307.0,97.0,91.0,0.0,9.0,0.0,3560.0,1840.0,1.7692307692307692,1.1111111111111112,26.9,0.2857142857142857,1.4,0.6,5.0
Moerslag-Libeek,Eijsden-Margraten,Buurt,BU19030403,6265,40,2.7,120.0,45,,69.0,76.0,0.0,24.0,4.0,3700.0,2290.0,2.25,0.9090909090909091,29.1,0.375,,1.7,5.0
Verspreide huizen,Eijsden-Margraten,Buurt,BU19030409,6265,50,2.9,12.0,57,313.0,89.0,89.0,0.0,9.0,49.0,3540.0,1680.0,2.25,0.6666666666666666,29.2,0.4,1.9,1.1,5.0
Mheer,Eijsden-Margraten,Buurt,BU19030500,6261,395,2.3,206.0,403,285.0,88.0,81.0,8.0,10.0,9.0,3240.0,1940.0,2.161764705882353,0.8888888888888888,31.3,0.21518987341772153,1.3,0.6,5.0
