Peildatum;Netbeheerder;Provincie;Gemeente;CBS_Buurt;CBS_Buurtcode;Aantal_aansluitingen_in_CBS-buurt;Aantal_aansluitingen_met_opwekinstallatie;Opgesteld_vermogen;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;MeestVoorkomendePostcode_113;HuishoudensTotaal_28;GemiddeldeHuishoudensgrootte_32;Bevolkingsdichtheid_33;GemiddeldeWOZWaardeVanWoningen_35;PercentageEengezinswoning_36;Koopwoningen_40;InBezitWoningcorporatie_42;InBezitOverigeVerhuurders_43;BouwjaarVanaf2000_46;Gemiddeld_opleidingsniveau;Bedrijfsvestigingen_per_huishuidens;PersonenautoSPerHuishouden_102;AfstandTotSchool_108;Omgevingsadressendichtheid_116
202007,0;Enexis;Drenthe;Aa en Hunze;Annen;16800000,0;1491,0;447,0;1866,0;Annen;Aa en Hunze;Buurt;9468;1495;2,3;1370,0;246,0;90,0;73,0;20,0;6,0;12,0;2,102766798418972;0,18394648829431437;1,3;0,8;411,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Annen;16800009,0;116,0;29,0;243,0;Verspreide huizen Annen;Aa en Hunze;Buurt;9468;65;2,3;13,0;474,0;100,0;97,0;0,0;3,0;32,0;2,1666666666666665;0,38461538461538464;1,7;2,0;60,0
202007,0;Enexis;Drenthe;Aa en Hunze;Eext;16800100,0;559,0;143,0;565,0;Eext;Aa en Hunze;Buurt;9463;535;2,3;734,0;259,0;98,0;83,0;14,0;3,0;6,0;2,1122448979591835;0,205607476635514;1,4;0,9;144,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Eext;16800109,0;127,0;24,0;150,0;Verspreide huizen Eext;Aa en Hunze;Buurt;9463;85;2,0;11,0;396,0;96,0;94,0;0,0;6,0;4,0;2,2;0,35294117647058826;1,5;2,1;36,0
202007,0;Enexis;Drenthe;Aa en Hunze;Anloo;16800200,0;127,0;29,0;129,0;Anloo;Aa en Hunze;Buurt;9467;140;2,2;553,0;305,0;97,0;81,0;14,0;4,0;6,0;2,1666666666666665;0,21428571428571427;1,5;0,4;126,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Anloo;16800209,0;61,0;15,0;71,0;Verspreide huizen Anloo;Aa en Hunze;Buurt;9467;50;2,1;15,0;396,0;100,0;88,0;8,0;4,0;67,0;2,3333333333333335;0,2;1,0;0,9;170,0
202007,0;Enexis;Drenthe;Aa en Hunze;Schipborg;16800500,0;210,0;81,0;353,0;Schipborg;Aa en Hunze;Buurt;9469;250;2,1;555,0;403,0;100,0;93,0;4,0;3,0;6,0;2,4;0,22;1,5;1,0;210,0
202007,0;Enexis;Drenthe;Aa en Hunze;Spijkerboor;16800700,0;52,0;17,0;72,0;Spijkerboor;Aa en Hunze;Buurt;9656;60;2,3;663,0;240,0;100,0;92,0;6,0;2,0;0,0;1,8461538461538463;0,16666666666666666;1,5;3,7;34,0
202007,0;Enexis;Drenthe;Aa en Hunze;Gasselte;16801400,0;693,0;132,0;611,0;Gasselte;Aa en Hunze;Buurt;9462;700;2,1;451,0;244,0;88,0;72,0;24,0;4,0;14,0;2,0545454545454547;0,16428571428571428;1,4;0,6;203,0
202007,0;Enexis;Drenthe;Aa en Hunze;Kostvlies;16801401,0;50,0;15,0;80,0;Kostvlies;Aa en Hunze;Buurt;9462;55;2,4;265,0;349,0;100,0;90,0;5,0;5,0;2,0;2,1818181818181817;0,2727272727272727;1,3;2,5;50,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gasselte;16801409,0;194,0;34,0;306,0;Verspreide huizen Gasselte;Aa en Hunze;Buurt;9462;135;1,8;16,0;345,0;95,0;74,0;5,0;21,0;13,0;1,894736842105263;0,25925925925925924;1,1;2,2;61,0
202007,0;Enexis;Drenthe;Aa en Hunze;Gasselternijveen;16801500,0;855,0;198,0;739,0;Gasselternijveen;Aa en Hunze;Buurt;9514;795;2,3;920,0;179,0;97,0;61,0;36,0;3,0;9,0;1,8642857142857143;0,15723270440251572;1,3;0,6;216,0
202007,0;Enexis;Drenthe;Aa en Hunze;Gasselternijveenschemond;16801600,0;303,0;70,0;314,0;Gasselternijveenschemond;Aa en Hunze;Buurt;9515;275;2,2;268,0;205,0;98,0;82,0;13,0;5,0;10,0;2,0;0,2;1,3;1,8;126,0
202007,0;Enexis;Drenthe;Aa en Hunze;Gieten;16801700,0;2350,0;529,0;2143,0;Gieten;Aa en Hunze;Buurt;9461;2190;2,2;1200,0;238,0;91,0;67,0;28,0;5,0;11,0;2,039772727272727;0,1872146118721461;1,2;0,7;520,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gieten;16801709,0;247,0;35,0;253,0;Verspreide huizen Gieten;Aa en Hunze;Buurt;9461;80;2,1;8,0;414,0;100,0;96,0;1,0;3,0;9,0;2,6666666666666665;0,3125;1,4;2,7;40,0
202007,0;Enexis;Drenthe;Aa en Hunze;Gieterveen;16801800,0;247,0;51,0;236,0;Gieterveen;Aa en Hunze;Buurt;9511;285;2,4;1025,0;196,0;94,0;72,0;24,0;4,0;11,0;1,7884615384615385;0,19298245614035087;1,3;0,6;98,0
202007,0;Enexis;Drenthe;Aa en Hunze;Nieuwediep;16801802,0;102,0;20,0;135,0;Nieuwediep;Aa en Hunze;Buurt;9512;100;2,5;241,0;253,0;100,0;91,0;3,0;6,0;8,0;1,6666666666666667;0,35;1,8;2,7;76,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Gieterveen;16801809,0;180,0;55,0;584,0;Verspreide huizen Gieterveen;Aa en Hunze;Buurt;9511;85;2,2;13,0;295,0;100,0;97,0;0,0;3,0;6,0;2,0588235294117645;0,35294117647058826;1,5;1,8;36,0
202007,0;Enexis;Drenthe;Aa en Hunze;Rolde;16801900,0;1811,0;436,0;1757,0;Rolde;Aa en Hunze;Buurt;9451;1715;2,1;1130,0;252,0;81,0;70,0;26,0;5,0;9,0;2,0766283524904217;0,1661807580174927;1,2;0,9;451,0
202007,0;Enexis;Drenthe;Aa en Hunze;Ballo;16801901,0;53,0;13,0;93,0;Ballo;Aa en Hunze;Buurt;9458;70;2,2;318,0;398,0;93,0;93,0;0,0;7,0;9,0;2,1666666666666665;0,35714285714285715;1,1;2,2;48,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Nooitgedacht;16801908,0;184,0;98,0;506,0;Verspreide huizen Nooitgedacht;Aa en Hunze;Buurt;9449;140;2,3;62,0;313,0;84,0;67,0;5,0;28,0;81,0;2,056603773584906;0,21428571428571427;1,3;2,2;235,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Rolde;16801909,0;228,0;43,0;353,0;Verspreide huizen Rolde;Aa en Hunze;Buurt;9448;55;2,6;7,0;390,0;100,0;89,0;0,0;11,0;12,0;2,1666666666666665;0,7272727272727273;1,7;2,7;76,0
202007,0;Enexis;Drenthe;Aa en Hunze;Grolloo;16802000,0;266,0;59,0;290,0;Grolloo;Aa en Hunze;Buurt;9444;260;2,3;807,0;281,0;95,0;84,0;10,0;5,0;4,0;2,1458333333333335;0,25;1,4;0,6;92,0
202007,0;Enexis;Drenthe;Aa en Hunze;Schoonloo;16802001,0;85,0;17,0;136,0;Schoonloo;Aa en Hunze;Buurt;9443;80;2,2;253,0;297,0;98,0;81,0;10,0;10,0;13,0;2,2857142857142856;0,3125;1,0;4,4;28,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Grolloo;16802009,0;189,0;36,0;358,0;Verspreide huizen Grolloo;Aa en Hunze;Buurt;9443;105;2,3;6,0;431,0;100,0;82,0;0,0;18,0;7,0;2,0;0,5238095238095238;1,5;3,2;39,0
202007,0;Enexis;Drenthe;Aa en Hunze;Ekehaar;16802100,0;109,0;28,0;272,0;Ekehaar;Aa en Hunze;Buurt;9454;105;2,4;724,0;308,0;99,0;84,0;8,0;7,0;11,0;2,227272727272727;0,2857142857142857;1,4;0,4;39,0
202007,0;Enexis;Drenthe;Aa en Hunze;Verspreide huizen Ekehaar;16802109,0;106,0;26,0;216,0;Verspreide huizen Ekehaar;Aa en Hunze;Buurt;9453;50;2,9;8,0;470,0;100,0;91,0;0,0;9,0;13,0;2,272727272727273;0,6;1,7;1,9;11,0
202007,0;Enexis;Drenthe;Assen;Brinkkwartier;1060000,0;280,0;11,0;59,0;Brinkkwartier;Assen;Buurt;9401;230;1,3;3899,0;137,0;5,0;21,0;6,0;69,0;4,0;1,9;0,6739130434782609;0,5;0,8;2491,0
202007,0;Enexis;Drenthe;Assen;Overcingel;1060002,0;286,0;18,0;86,0;Overcingel;Assen;Buurt;9401;285;1,6;2246,0;265,0;30,0;57,0;17,0;26,0;0,0;2,1666666666666665;0,17543859649122806;1,0;0,9;2403,0
202007,0;Enexis;Drenthe;Assen;Oranjebuurt;1060003,0;304,0;24,0;72,0;Oranjebuurt;Assen;Buurt;9401;485;1,5;3733,0;158,0;23,0;38,0;18,0;45,0;39,0;2,142857142857143;0,18556701030927836;0,6;1,0;2591,0
202007,0;Enexis;Drenthe;Assen;Koopmanskwartier;1060005,0;1165,0;60,0;175,0;Koopmanskwartier;Assen;Buurt;9401;935;1,4;7130,0;131,0;5,0;11,0;48,0;40,0;27,0;1,9090909090909092;0,22459893048128343;0,5;0,7;2766,0
202007,0;Enexis;Drenthe;Assen;Cultuureelkwartier;1060006,0;230,0;16,0;71,0;Cultuureelkwartier;Assen;Buurt;9401;230;1,6;4287,0;220,0;34,0;45,0;45,0;10,0;32,0;2,1724137931034484;0,17391304347826086;0,8;0,5;2589,0
202007,0;Enexis;Drenthe;Assen;Oude Gasfabriek;1060007,0;83,0;11,0;33,0;Oude Gasfabriek;Assen;Buurt;9401;105;2,1;1733,0;240,0;94,0;92,0;0,0;8,0;6,0;2,3684210526315788;0,23809523809523808;1,0;0,4;1470,0
202007,0;Enexis;Drenthe;Assen;De Hertenkamp;1060008,0;321,0;48,0;187,0;De Hertenkamp;Assen;Buurt;9401;310;1,8;2962,0;284,0;48,0;68,0;0,0;31,0;25,0;2,2;0,41935483870967744;1,1;0,3;2119,0
202007,0;Enexis;Drenthe;Assen;De Esch;1060010,0;364,0;46,0;135,0;De Esch;Assen;Buurt;9401;345;2,0;5467,0;258,0;76,0;92,0;0,0;8,0;8,0;2,4705882352941178;0,21739130434782608;1,3;0,9;1778,0
202007,0;Enexis;Drenthe;Assen;Bomenbuurt;1060011,0;301,0;45,0;186,0;Bomenbuurt;Assen;Buurt;9401;295;1,8;3241,0;257,0;55,0;52,0;29,0;19,0;29,0;2,4054054054054053;0,15254237288135594;0,9;1,0;1723,0
202007,0;Enexis;Drenthe;Assen;De Lariks Oost;1060100,0;742,0;48,0;174,0;De Lariks Oost;Assen;Buurt;9406;775;1,5;5000,0;136,0;43,0;34,0;62,0;3,0;7,0;1,9659090909090908;0,05806451612903226;0,7;0,3;2508,0
202007,0;Enexis;Drenthe;Assen;Landgoed Lariks;1060101,0;490,0;34,0;138,0;Landgoed Lariks;Assen;Buurt;9406;415;1,7;2344,0;201,0;40,0;66,0;23,0;11,0;19,0;2,1132075471698113;0,08433734939759036;0,9;0,8;1942,0
202007,0;Enexis;Drenthe;Assen;De Lariks West;1060102,0;808,0;112,0;386,0;De Lariks West;Assen;Buurt;9406;790;1,8;5037,0;139,0;63,0;57,0;24,0;19,0;5,0;1,868421052631579;0,0759493670886076;0,8;1,2;1446,0
202007,0;Enexis;Drenthe;Assen;Luchiesland Zuid;1060103,0;517,0;128,0;316,0;Luchiesland Zuid;Assen;Buurt;9406;400;1,8;3908,0;120,0;64,0;39,0;49,0;12,0;5,0;1,7887323943661972;0,075;0,7;0,8;2255,0
202007,0;Enexis;Drenthe;Assen;Zuid Molukse Buurt;1060104,0;229,0;194,0;364,0;Zuid Molukse Buurt;Assen;Buurt;9406;235;2,0;4937,0;136,0;93,0;7,0;92,0;0,0;0,0;1,7692307692307692;0,06382978723404255;0,8;0,8;1988,0
202007,0;Enexis;Drenthe;Assen;Luchiesland Noord;1060105,0;418,0;15,0;54,0;Luchiesland Noord;Assen;Buurt;9406;400;1,8;5106,0;118,0;58,0;21,0;78,0;2,0;0,0;1,8214285714285714;0,05;0,6;0,7;2126,0
202007,0;Enexis;Drenthe;Assen;Oude Molenbuurt;1060200,0;1163,0;249,0;728,0;Oude Molenbuurt;Assen;Buurt;9402;1115;1,6;5421,0;151,0;39,0;36,0;56,0;7,0;28,0;1,8091603053435115;0,07623318385650224;0,7;0,3;2836,0
202007,0;Enexis;Drenthe;Assen;Dichtershof;1060201,0;397,0;14,0;44,0;Dichtershof;Assen;Buurt;9402;375;1,7;3661,0;199,0;45,0;38,0;60,0;2,0;74,0;1,9268292682926829;0,06666666666666667;1,2;0,7;2240,0
202007,0;Enexis;Drenthe;Assen;Veningerland;1060202,0;856,0;190,0;534,0;Veningerland;Assen;Buurt;9402;905;1,8;4664,0;151,0;65,0;47,0;41,0;12,0;12,0;1,9508196721311475;0,0718232044198895;0,8;0,3;2610,0
202007,0;Enexis;Drenthe;Assen;Zwarte Water;1060203,0;658,0;167,0;428,0;Zwarte Water;Assen;Buurt;9402;635;2,0;4462,0;147,0;60,0;42,0;50,0;7,0;13,0;1,8085106382978724;0,07874015748031496;0,8;0,5;2375,0
202007,0;Enexis;Drenthe;Assen;Componistenbuurt West;1060204,0;292,0;95,0;338,0;Componistenbuurt West;Assen;Buurt;9402;285;2,3;2369,0;233,0;100,0;97,0;0,0;2,0;0,0;2,25531914893617;0,08771929824561403;1,2;0,6;1997,0
202007,0;Enexis;Drenthe;Assen;Componistenbuurt Oost;1060205,0;1012,0;189,0;502,0;Componistenbuurt Oost;Assen;Buurt;9402;1025;2,1;5308,0;157,0;64,0;43,0;51,0;7,0;11,0;1,8451612903225807;0,07317073170731707;0,9;0,5;1876,0
202007,0;Enexis;Drenthe;Assen;Vreebergen;1060301,0;69,0;35,0;147,0;Vreebergen;Assen;Buurt;9403;55;2,1;965,0;407,0;100,0;100,0;0,0;0,0;2,0;2,2;0,2727272727272727;1,8;1,6;510,0
202007,0;Enexis;Drenthe;Assen;Houtlaan;1060302,0;139,0;74,0;453,0;Houtlaan;Assen;Buurt;9403;130;2,6;1989,0;529,0;100,0;98,0;0,0;2,0;80,0;2,5;0,2692307692307692;1,6;1,7;515,0
202007,0;Enexis;Drenthe;Assen;Amelterhout;1060303,0;125,0;36,0;132,0;Amelterhout;Assen;Buurt;9403;125;2,4;2635,0;259,0;100,0;98,0;0,0;2,0;1,0;2,272727272727273;0,12;1,2;1,3;904,0
202007,0;Enexis;Drenthe;Assen;Schildersbuurt;1060304,0;619,0;153,0;351,0;Schildersbuurt;Assen;Buurt;9403;615;2,0;5580,0;178,0;83,0;49,0;45,0;5,0;56,0;2,0618556701030926;0,08130081300813008;0,9;1,1;1834,0
202007,0;Enexis;Drenthe;Assen;Vredeveld Noord;1060305,0;1030,0;212,0;595,0;Vredeveld Noord;Assen;Buurt;9404;1075;1,7;4500,0;148,0;52,0;53,0;24,0;22,0;18,0;2,0718954248366015;0,12093023255813953;0,7;0,5;1869,0
202007,0;Enexis;Drenthe;Assen;Vredeveld Zuid;1060307,0;1207,0;283,0;657,0;Vredeveld Zuid;Assen;Buurt;9404;1190;1,8;4970,0;151,0;49,0;41,0;51,0;8,0;12,0;1,8928571428571428;0,06722689075630252;0,8;0,3;1223,0
202007,0;Enexis;Drenthe;Assen;De Dorpen;1060308,0;662,0;314,0;689,0;De Dorpen;Assen;Buurt;9404;645;1,8;4960,0;131,0;63,0;26,0;51,0;23,0;11,0;1,839080459770115;0,06201550387596899;0,8;0,4;1734,0
202007,0;Enexis;Drenthe;Assen;Pittelo Midden;1060401,0;722,0;122,0;338,0;Pittelo Midden;Assen;Buurt;9406;775;2,2;5408,0;135,0;86,0;38,0;57,0;6,0;0,0;1,796875;0,07096774193548387;0,8;0,5;1515,0
202007,0;Enexis;Drenthe;Assen;Pittelo Noord;1060402,0;663,0;122,0;351,0;Pittelo Noord;Assen;Buurt;9406;645;2,4;5623,0;152,0;94,0;76,0;11,0;13,0;6,0;1,8879310344827587;0,09302325581395349;1,1;0,6;1338,0
202007,0;Enexis;Drenthe;Assen;Baggelhuizen Zuid;1060502,0;485,0;190,0;638,0;Baggelhuizen Zuid;Assen;Buurt;9405;480;2,2;2036,0;224,0;100,0;82,0;0,0;18,0;0,0;2,125;0,10416666666666667;1,2;1,8;417,0
202007,0;Enexis;Drenthe;Assen;Baggelhuizen Midden;1060503,0;778,0;180,0;510,0;Baggelhuizen Midden;Assen;Buurt;9405;790;2,1;4487,0;170,0;92,0;82,0;14,0;4,0;4,0;1,9621212121212122;0,11392405063291139;1,0;1,2;562,0
202007,0;Enexis;Drenthe;Assen;Baggelhuizen Noord;1060504,0;315,0;286,0;625,0;Baggelhuizen Noord;Assen;Buurt;9405;315;2,2;4508,0;144,0;100,0;12,0;88,0;1,0;0,0;1,7307692307692308;0,047619047619047616;0,8;0,6;567,0
202007,0;Enexis;Drenthe;Assen;Westerpark;1060508,0;288,0;124,0;450,0;Westerpark;Assen;Buurt;9405;235;2,1;1361,0;318,0;95,0;94,0;0,0;5,0;7,0;2,3095238095238093;0,14893617021276595;1,3;1,1;923,0
202007,0;Enexis;Drenthe;Assen;De Venen/De Wallen;1060600,0;454,0;85,0;288,0;De Venen/De Wallen;Assen;Buurt;9407;445;2,2;3923,0;168,0;88,0;67,0;30,0;2,0;0,0;1,9054054054054055;0,07865168539325842;1,0;0,7;1505,0
202007,0;Enexis;Drenthe;Assen;De Velden/De Stukken;1060601,0;749,0;132,0;408,0;De Velden/De Stukken;Assen;Buurt;9407;745;2,3;5542,0;160,0;96,0;72,0;11,0;17,0;0,0;2,0294117647058822;0,09395973154362416;1,1;0,3;1028,0
202007,0;Enexis;Drenthe;Assen;De Landen/De Akkers;1060602,0;1088,0;168,0;535,0;De Landen/De Akkers;Assen;Buurt;9407;1060;2,1;5775,0;150,0;80,0;62,0;35,0;3,0;0,0;1,9479768786127167;0,08962264150943396;1,0;0,5;1403,0
202007,0;Enexis;Drenthe;Assen;De Kampen/De Essen;1060603,0;690,0;175,0;565,0;De Kampen/De Essen;Assen;Buurt;9407;675;2,2;3619,0;177,0;96,0;60,0;18,0;21,0;2,0;2,025;0,1111111111111111;1,1;0,8;1498,0
202007,0;Enexis;Drenthe;Assen;De Messchen;1060701,0;319,0;98,0;416,0;De Messchen;Assen;Buurt;9403;350;2,4;3376,0;288,0;91,0;93,0;0,0;7,0;0,0;2,3582089552238807;0,12857142857142856;1,5;0,9;687,0
202007,0;Enexis;Drenthe;Assen;De Hamels;1060702,0;214,0;91,0;382,0;De Hamels;Assen;Buurt;9403;220;2,7;3318,0;307,0;100,0;100,0;0,0;0,0;0,0;2,2916666666666665;0,13636363636363635;1,4;0,6;910,0
202007,0;Enexis;Drenthe;Assen;De Kleuven;1060703,0;516,0;81,0;248,0;De Kleuven;Assen;Buurt;9403;470;2,4;5862,0;176,0;89,0;78,0;21,0;1,0;0,0;2,0114942528735633;0,10638297872340426;1,1;0,5;1049,0
202007,0;Enexis;Drenthe;Assen;De Dreven;1060704,0;435,0;85,0;282,0;De Dreven;Assen;Buurt;9403;465;2,5;5829,0;197,0;100,0;72,0;25,0;3,0;4,0;2,0804597701149423;0,08602150537634409;1,1;0,5;1235,0
202007,0;Enexis;Drenthe;Assen;De BreeÃn;1060705,0;357,0;133,0;504,0;De Breeën;Assen;Buurt;9403;355;2,4;2865,0;249,0;86,0;86,0;0,0;14,0;14,0;2,130434782608696;0,15492957746478872;1,4;0,6;1194,0
202007,0;Enexis;Drenthe;Assen;De Hoven;1060706,0;366,0;139,0;510,0;De Hoven;Assen;Buurt;9403;360;2,5;3492,0;269,0;95,0;93,0;5,0;2,0;6,0;2,264705882352941;0,08333333333333333;1,3;0,3;1401,0
202007,0;Enexis;Drenthe;Assen;De Heugten;1060707,0;584,0;74,0;245,0;De Heugten;Assen;Buurt;9403;570;2,1;5976,0;169,0;92,0;60,0;32,0;7,0;0,0;1,96875;0,07017543859649122;1,0;0,4;1405,0
202007,0;Enexis;Drenthe;Assen;De Beemden;1060708,0;380,0;82,0;367,0;De Beemden;Assen;Buurt;9403;345;2,4;4193,0;200,0;93,0;53,0;36,0;11,0;3,0;1,9682539682539681;0,17391304347826086;1,1;0,4;1373,0
202007,0;Enexis;Drenthe;Assen;De Hullen;1060709,0;394,0;106,0;389,0;De Hullen;Assen;Buurt;9403;390;2,5;7314,0;209,0;100,0;94,0;0,0;6,0;0,0;2,12;0,07692307692307693;1,2;0,3;1346,0
202007,0;Enexis;Drenthe;Assen;De Stoepen;1060710,0;835,0;217,0;766,0;De Stoepen;Assen;Buurt;9403;820;2,7;4598,0;244,0;97,0;97,0;0,0;3,0;9,0;2,168539325842697;0,15853658536585366;1,4;1,0;1023,0
202007,0;Enexis;Drenthe;Assen;De Goorns;1060711,0;281,0;42,0;147,0;De Goorns;Assen;Buurt;9403;320;2,2;4724,0;168,0;96,0;56,0;36,0;8,0;0,0;1,8867924528301887;0,0625;0,8;0,6;1310,0
202007,0;Enexis;Drenthe;Assen;Kloosterveste;1060800,0;400,0;136,0;433,0;Kloosterveste;Assen;Buurt;9408;335;2,0;5390,0;187,0;52,0;52,0;22,0;27,0;100,0;2,1379310344827585;0,1791044776119403;1,0;0,4;1111,0
202007,0;Enexis;Drenthe;Assen;Kloostertuinen;1060801,0;288,0;49,0;172,0;Kloostertuinen;Assen;Buurt;9408;320;2,7;6113,0;227,0;93,0;92,0;7,0;1,0;100,0;2,1666666666666665;0,09375;1,3;0,6;1029,0
202007,0;Enexis;Drenthe;Assen;Kloosterhaven;1060802,0;93,0;32,0;126,0;Kloosterhaven;Assen;Buurt;9408;125;2,7;2297,0;340,0;82,0;93,0;7,0;0,0;94,0;2,185185185185185;0,24;1,2;1,0;939,0
202007,0;Enexis;Drenthe;Assen;Kloosterlanen;1060803,0;299,0;107,0;429,0;Kloosterlanen;Assen;Buurt;9408;275;3,1;4178,0;367,0;100,0;99,0;0,0;1,0;100,0;2,1818181818181817;0,21818181818181817;1,5;0,5;992,0
202007,0;Enexis;Drenthe;Assen;Kloosterhoven;1060804,0;517,0;69,0;245,0;Kloosterhoven;Assen;Buurt;9408;490;2,4;5830,0;205,0;86,0;46,0;29,0;25,0;100,0;2,2674418604651163;0,09183673469387756;1,1;0,4;1049,0
202007,0;Enexis;Drenthe;Assen;Kloosterstede;1060805,0;379,0;62,0;238,0;Kloosterstede;Assen;Buurt;9408;380;2,8;7765,0;229,0;92,0;69,0;29,0;2,0;100,0;2,1232876712328768;0,09210526315789473;1,2;0,5;982,0
202007,0;Enexis;Drenthe;Assen;Kloostergaarde;1060806,0;204,0;37,0;139,0;Kloostergaarde;Assen;Buurt;9408;160;2,8;3455,0;198,0;100,0;58,0;42,0;1,0;100,0;1,903225806451613;0,125;1,1;0,2;713,0
202007,0;Enexis;Drenthe;Assen;Kloosterhage;1060807,0;293,0;71,0;269,0;Kloosterhage;Assen;Buurt;9408;290;3,4;7565,0;277,0;100,0;96,0;0,0;4,0;100,0;2,176470588235294;0,15517241379310345;1,4;0,7;938,0
202007,0;Enexis;Drenthe;Assen;Kloosterkade;1060808,0;163,0;53,0;205,0;Kloosterkade;Assen;Buurt;9408;170;3,2;5230,0;302,0;100,0;98,0;0,0;2,0;97,0;2,3333333333333335;0,17647058823529413;1,5;1,1;909,0
202007,0;Enexis;Drenthe;Assen;Sterrenbeeldenbuurt;1060809,0;205,0;96,0;356,0;Sterrenbeeldenbuurt;Assen;Buurt;9405;220;2,9;3877,0;320,0;100,0;100,0;0,0;0,0;16,0;2,2244897959183674;0,1590909090909091;1,4;1,5;566,0
202007,0;Enexis;Drenthe;Assen;Planetenbuurt;1060810,0;330,0;86,0;308,0;Planetenbuurt;Assen;Buurt;9405;345;2,6;4340,0;232,0;95,0;98,0;0,0;2,0;6,0;2,1159420289855073;0,11594202898550725;1,4;1,5;704,0
202007,0;Enexis;Drenthe;Assen;Kloosterhout;1060815,0;336,0;132,0;621,0;Kloosterhout;Assen;Buurt;9408;330;3,5;3961,0;431,0;96,0;95,0;4,0;1,0;100,0;2,3176470588235296;0,25757575757575757;1,4;1,2;805,0
202007,0;Enexis;Drenthe;Assen;Kloosterbos;1060816,0;445,0;107,0;420,0;Kloosterbos;Assen;Buurt;9408;415;3,2;6726,0;280,0;95,0;72,0;27,0;1,0;100,0;2,182795698924731;0,14457831325301204;1,3;0,7;724,0
202007,0;Enexis;Drenthe;Assen;Loon;1069900,0;108,0;32,0;205,0;Loon;Assen;Buurt;9409;110;2,4;977,0;372,0;100,0;94,0;0,0;5,0;8,0;2,3684210526315788;0,2727272727272727;1,5;2,2;143,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Borger;16810000,0;2295,0;471,0;1917,0;Borger;Borger-Odoorn;Buurt;9531;2200;2,1;1639,0;209,0;88,0;67,0;27,0;6,0;14,0;2,014925373134328;0,1590909090909091;1,2;0,9;534,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Borger;16810009,0;105,0;19,0;339,0;Verspreide huizen Borger;Borger-Odoorn;Buurt;9531;50;2,6;11,0;490,0;100,0;79,0;0,0;21,0;18,0;1,9;0,7;1,7;3,5;223,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Buinen;16810100,0;268,0;72,0;459,0;Buinen;Borger-Odoorn;Buurt;9528;300;2,4;625,0;250,0;96,0;85,0;5,0;10,0;8,0;2,0491803278688523;0,26666666666666666;1,6;3,3;94,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Drouwen;16810300,0;172,0;56,0;343,0;Drouwen;Borger-Odoorn;Buurt;9533;180;2,5;636,0;305,0;97,0;89,0;5,0;5,0;17,0;2,2162162162162162;0,3333333333333333;1,8;0,4;105,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Drouwen;16810309,0;235,0;23,0;126,0;Verspreide huizen Drouwen;Borger-Odoorn;Buurt;9533;50;1,9;8,0;79,0;100,0;67,0;0,0;32,0;15,0;2,0;0,3;1,1;1,1;104,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Nieuw-Buinen;16810700,0;2021,0;404,0;2079,0;Nieuw-Buinen;Borger-Odoorn;Buurt;9521;2085;2,3;1033,0;165,0;90,0;65,0;31,0;4,0;12,0;1,7835616438356163;0,1774580335731415;1,3;1,0;417,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Buinerveen;16810800,0;227,0;61,0;385,0;Buinerveen;Borger-Odoorn;Buurt;9524;165;2,5;361,0;224,0;99,0;97,0;1,0;2,0;7,0;1,9722222222222223;0,30303030303030304;2,2;0,9;47,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Ees;16810900,0;124,0;32,0;167,0;Ees;Borger-Odoorn;Buurt;9536;135;2,1;468,0;289,0;96,0;86,0;10,0;4,0;6,0;2,1904761904761907;0,25925925925925924;1,6;0,6;143,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Verspreide huizen Eeserveen;16810907,0;95,0;17,0;292,0;Verspreide huizen Eeserveen;Borger-Odoorn;Buurt;7858;70;2,1;26,0;245,0;98,0;81,0;0,0;19,0;11,0;2,0;0,35714285714285715;1,4;3,9;21,0
202007,0;Enexis;Drenthe;Borger-Odoorn;Exloo;16811100,0;672,0;196,0;880,0;Exloo;Borger-Odoorn;Buurt;7875;710;2,1;724,0;263,0;94,0;80,0;15,0;4,0;6,0;2,063063063063063;0,2112676056338028;1,5;0,6;217,0
