Peildatum,Netbeheerder,Provincie,Gemeente,CBS_Buurt,CBS_Buurtcode,Aantal_aansluitingen_in_CBS-buurt,Aantal_aansluitingen_met_opwekinstallatie,Opgesteld_vermogen,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,MeestVoorkomendePostcode_113,HuishoudensTotaal_28,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,Koopwoningen_40,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,GemiddeldAardgasverbruikTotaal_55,Gemiddeld_opleidingsniveau,Percent_inkomensontvangers,Bedrijfsvestigingen_per_huishuidens,PersonenautoSPerHuishouden_102,AfstandTotSchool_108,Omgevingsadressendichtheid_116
202007.0,Enexis,Limburg,Roerdalen,Buitengebied Montfort,16690109.0,310.0,65.0,350.0,Buitengebied Montfort,Roerdalen,Buurt,6065,100,2.4,22.0,338.0,89.0,87.0,0.0,13.0,8.0,4810.0,2380.0,1.6875,0.8,0.55,0.8,1.4,185.0
202007.0,Enexis,Limburg,Roerdalen,Sint OdiliÃnberg,16690201.0,1252.0,300.0,1162.0,Sint Odiliënberg,Roerdalen,Buurt,6077,1355,2.1,2990.0,200.0,87.0,71.0,20.0,9.0,12.0,2950.0,1470.0,1.9575471698113207,0.7890222984562607,0.1107011070110701,1.2,0.7,427.0
202007.0,Enexis,Limburg,Roerdalen,Reutje,16690203.0,54.0,19.0,100.0,Reutje,Roerdalen,Buurt,6077,75,2.2,1636.0,294.0,100.0,96.0,0.0,4.0,5.0,3690.0,1720.0,2.0,0.5714285714285714,0.1333333333333333,1.3,2.1,194.0
202007.0,Enexis,Limburg,Roerdalen,Buitengebied Sint OdiliÃnberg,16690209.0,270.0,64.0,608.0,Buitengebied Sint Odiliënberg,Roerdalen,Buurt,6077,70,2.4,10.0,355.0,91.0,79.0,0.0,21.0,10.0,4640.0,2560.0,2.142857142857143,1.1428571428571428,0.6428571428571429,1.0,2.0,143.0
202007.0,Enexis,Limburg,Roerdalen,Posterholt,16690401.0,1490.0,381.0,1528.0,Posterholt,Roerdalen,Buurt,6061,1625,2.1,2413.0,195.0,93.0,73.0,22.0,6.0,7.0,3000.0,1510.0,1.8981818181818184,0.851063829787234,0.1323076923076923,1.3,0.9,355.0
202007.0,Enexis,Limburg,Roerdalen,Buitengebied Posterholt,16690409.0,541.0,67.0,396.0,Buitengebied Posterholt,Roerdalen,Buurt,6061,80,2.2,18.0,299.0,93.0,85.0,0.0,15.0,5.0,4160.0,1890.0,1.7857142857142858,0.5405405405405406,0.5,0.5,2.0,131.0
202007.0,Enexis,Limburg,Roerdalen,Herkenbosch,16690501.0,1734.0,451.0,1670.0,Herkenbosch,Roerdalen,Buurt,6075,1750,2.2,2634.0,221.0,88.0,69.0,20.0,11.0,17.0,3090.0,1490.0,1.9457627118644067,0.8236808236808236,0.1314285714285714,1.3,0.9,534.0
202007.0,Enexis,Limburg,Roerdalen,Reewoude,16690503.0,108.0,15.0,89.0,Reewoude,Roerdalen,Buurt,6075,90,1.7,1549.0,197.0,100.0,92.0,0.0,7.0,8.0,2890.0,1260.0,1.9230769230769231,0.625,0.1666666666666666,1.4,2.3,56.0
202007.0,Enexis,Limburg,Roerdalen,Buitengebied Herkenbosch,16690509.0,181.0,30.0,252.0,Buitengebied Herkenbosch,Roerdalen,Buurt,6075,75,2.1,9.0,319.0,93.0,68.0,0.0,30.0,4.0,3840.0,2000.0,2.363636363636364,0.6060606060606061,0.6666666666666666,1.5,2.2,233.0
202007.0,Enexis,Limburg,Roerdalen,Vlodrop,16690601.0,830.0,180.0,648.0,Vlodrop,Roerdalen,Buurt,6063,910,2.1,2438.0,190.0,91.0,69.0,22.0,9.0,5.0,3080.0,1530.0,1.880794701986755,0.8290155440414507,0.1373626373626373,1.3,0.5,301.0
202007.0,Enexis,Limburg,Roermond,Binnenstad,9570000.0,4226.0,91.0,342.0,Binnenstad,Roermond,Buurt,6041,3665,1.4,5420.0,173.0,18.0,28.0,28.0,43.0,18.0,2090.0,1010.0,2.075,0.8997188378631678,0.2605729877216917,0.7,0.8,2277.0
202007.0,Enexis,Limburg,Roermond,Roerzicht-Voorstad,9570001.0,1661.0,177.0,776.0,Voorstad,Roermond,Buurt,6041,925,1.9,3239.0,277.0,51.0,63.0,20.0,17.0,29.0,2720.0,1010.0,2.235294117647059,0.906515580736544,0.1405405405405405,1.0,0.4,1638.0
202007.0,Enexis,Limburg,Roermond,Roer-Roer-Zuid,9570002.0,931.0,181.0,862.0,Roer-Zuid,Roermond,Buurt,6041,900,2.2,1617.0,290.0,75.0,74.0,5.0,21.0,6.0,3150.0,1730.0,2.2534246575342465,0.8268733850129198,0.1722222222222222,1.2,0.9,1024.0
202007.0,Enexis,Limburg,Roermond,Roermondse Veld,9570100.0,2156.0,142.0,523.0,Roermondse Veld,Roermond,Buurt,6043,2270,1.9,5583.0,146.0,54.0,29.0,63.0,7.0,25.0,2310.0,1000.0,1.547400611620795,0.8256880733944955,0.0748898678414096,0.7,0.4,2646.0
202007.0,Enexis,Limburg,Roermond,Vrijveld,9570101.0,1157.0,60.0,225.0,Vrijveld,Roermond,Buurt,6042,1120,1.7,4104.0,165.0,37.0,38.0,39.0,23.0,29.0,2050.0,1050.0,2.16025641025641,0.8585858585858586,0.1116071428571428,0.8,0.3,2517.0
202007.0,Enexis,Limburg,Roermond,Kapel-Muggenbroek,9570200.0,1090.0,156.0,647.0,Kapel-Muggenbroek,Roermond,Buurt,6045,1080,1.9,2194.0,201.0,71.0,68.0,17.0,15.0,8.0,2590.0,1400.0,2.1607142857142856,0.8653846153846154,0.1388888888888889,1.0,0.4,1638.0
202007.0,Enexis,Limburg,Roermond,De Kemp,9570201.0,1094.0,113.0,511.0,De Kemp,Roermond,Buurt,6045,1040,2.2,5311.0,130.0,78.0,33.0,62.0,5.0,12.0,2580.0,1150.0,1.423728813559322,0.7692307692307693,0.0769230769230769,1.0,0.4,1341.0
202007.0,Enexis,Limburg,Roermond,Kitskensdal,9570203.0,233.0,28.0,157.0,Kitskensdal,Roermond,Buurt,6045,240,2.0,292.0,251.0,67.0,67.0,16.0,18.0,16.0,2750.0,1390.0,2.2195121951219514,0.7017543859649122,0.1666666666666666,1.1,1.1,674.0
202007.0,Enexis,Limburg,Roermond,Kitskensberg,9570204.0,378.0,79.0,227.0,Kitskensberg,Roermond,Buurt,6045,370,2.2,6304.0,140.0,82.0,65.0,33.0,2.0,7.0,2710.0,1240.0,1.7777777777777777,0.7317073170731707,0.0405405405405405,1.1,0.6,946.0
202007.0,Enexis,Limburg,Roermond,Kern Maasniel,9570300.0,1718.0,288.0,1210.0,Kern Maasniel,Roermond,Buurt,6042,1650,2.1,3704.0,198.0,78.0,65.0,29.0,6.0,10.0,2840.0,1390.0,2.034090909090909,0.7923497267759563,0.1424242424242424,1.1,0.6,1653.0
202007.0,Enexis,Limburg,Roermond,Leeuwen,9570301.0,530.0,100.0,446.0,Leeuwen,Roermond,Buurt,6041,470,2.3,1177.0,246.0,95.0,81.0,14.0,4.0,7.0,3400.0,1660.0,1.9397590361445785,0.8294930875576036,0.1808510638297872,1.4,0.3,330.0
202007.0,Enexis,Limburg,Roermond,Tegelarijeveld-Broekhin,9570302.0,1041.0,117.0,410.0,Tegelarijeveld-Broekhin,Roermond,Buurt,6042,990,1.9,3321.0,138.0,56.0,33.0,60.0,6.0,6.0,2540.0,1150.0,1.6923076923076923,0.837696335078534,0.0808080808080808,0.9,0.8,967.0
202007.0,Enexis,Limburg,Roermond,De Wijher en omgeving,9570303.0,437.0,116.0,715.0,De Wijher en omgeving,Roermond,Buurt,6042,295,2.6,875.0,402.0,98.0,98.0,0.0,2.0,29.0,4310.0,1810.0,2.344262295081968,0.7843137254901961,0.6271186440677966,1.7,0.7,882.0
202007.0,Enexis,Limburg,Roermond,Componistenbuurt,9570400.0,852.0,88.0,296.0,Componistenbuurt,Roermond,Buurt,6044,870,2.3,6728.0,116.0,48.0,16.0,82.0,3.0,6.0,2770.0,1060.0,1.5496688741721854,0.7556675062972292,0.0517241379310344,0.7,0.3,1796.0
202007.0,Enexis,Limburg,Roermond,Vliegeniersbuurt,9570401.0,541.0,51.0,201.0,Vliegeniersbuurt,Roermond,Buurt,6044,520,1.9,5824.0,137.0,42.0,41.0,58.0,1.0,0.0,2950.0,1090.0,1.9870129870129871,0.8121827411167513,0.0384615384615384,0.8,0.3,2335.0
202007.0,Enexis,Limburg,Roermond,Kastelenbuurt,9570402.0,856.0,200.0,723.0,Kastelenbuurt,Roermond,Buurt,6043,875,2.2,4323.0,182.0,91.0,72.0,13.0,15.0,0.0,2820.0,1440.0,1.9523809523809523,0.8040201005025126,0.1142857142857142,1.1,0.4,2385.0
202007.0,Enexis,Limburg,Roermond,Hoogvonderen,9570501.0,1455.0,304.0,1177.0,Hoogvonderen,Roermond,Buurt,6043,1465,2.3,4988.0,184.0,97.0,71.0,21.0,8.0,0.0,2910.0,1180.0,1.9325842696629212,0.8059701492537313,0.0819112627986348,1.2,0.5,1192.0
202007.0,Enexis,Limburg,Roermond,Asenray,9570601.0,422.0,102.0,533.0,Asenray,Roermond,Buurt,6042,325,2.3,453.0,267.0,99.0,80.0,12.0,8.0,18.0,3580.0,1640.0,1.8666666666666667,0.9090909090909092,0.2615384615384615,1.4,2.9,111.0
202007.0,Enexis,Limburg,Roermond,Ool,9570700.0,129.0,26.0,158.0,Ool,Roermond,Buurt,6049,115,2.4,753.0,361.0,88.0,80.0,0.0,20.0,17.0,3860.0,2160.0,2.238095238095238,0.7142857142857143,0.3043478260869565,1.4,1.4,226.0
202007.0,Enexis,Limburg,Roermond,Herten,9570701.0,1418.0,260.0,995.0,Herten,Roermond,Buurt,6049,1385,2.4,3478.0,229.0,88.0,77.0,17.0,6.0,29.0,3090.0,1260.0,2.0926640926640925,0.7854984894259819,0.1299638989169675,1.2,0.6,951.0
202007.0,Enexis,Limburg,Roermond,Merum,9570702.0,1033.0,260.0,1352.0,Merum,Roermond,Buurt,6049,885,2.4,1152.0,246.0,100.0,85.0,9.0,5.0,17.0,3170.0,1440.0,2.184049079754601,0.8470588235294118,0.2824858757062147,1.4,1.2,727.0
202007.0,Enexis,Limburg,Roermond,Oolderplas,9570703.0,757.0,247.0,1014.0,Oolder Veste,Roermond,Buurt,6049,690,2.8,2991.0,334.0,94.0,83.0,6.0,11.0,98.0,3600.0,1210.0,2.5303030303030303,0.6435643564356436,0.1666666666666666,1.3,0.9,824.0
202007.0,Enexis,Limburg,Roermond,Swalmen-Centrum,9570800.0,750.0,118.0,569.0,Swalmen-Centrum,Roermond,Buurt,6071,775,1.9,1729.0,197.0,63.0,58.0,34.0,7.0,7.0,2850.0,1310.0,1.9642857142857144,0.8524590163934426,0.1548387096774193,1.0,0.8,779.0
202007.0,Enexis,Limburg,Roermond,Groenekruisgebied,9570801.0,1205.0,279.0,1007.0,Groenekruisgebied,Roermond,Buurt,6071,1190,2.1,2339.0,177.0,89.0,64.0,33.0,3.0,8.0,2850.0,1370.0,1.849246231155779,0.8171206225680934,0.1008403361344537,1.1,0.7,805.0
202007.0,Enexis,Limburg,Roermond,Heide,9570802.0,276.0,63.0,300.0,Heide,Roermond,Buurt,6071,235,2.5,546.0,255.0,96.0,92.0,0.0,8.0,7.0,3590.0,1670.0,1.9130434782608696,0.8620689655172413,0.3617021276595745,1.4,0.7,653.0
202007.0,Enexis,Limburg,Roermond,Asselt,9570804.0,66.0,25.0,154.0,Asselt,Roermond,Buurt,6071,70,2.4,196.0,304.0,100.0,86.0,0.0,13.0,6.0,4100.0,1950.0,2.0,1.1764705882352942,0.3571428571428571,2.0,1.9,44.0
202007.0,Enexis,Limburg,Roermond,Martin Giessen-Bosstraat,9570805.0,1175.0,264.0,1145.0,Martin Giessen-Bosstraat,Roermond,Buurt,6071,1105,2.3,1743.0,195.0,98.0,72.0,21.0,7.0,21.0,3020.0,1340.0,1.9047619047619049,0.7889546351084813,0.1583710407239819,1.2,0.4,738.0
202007.0,Enexis,Limburg,Roermond,Boukoul,9570806.0,427.0,111.0,556.0,Boukoul,Roermond,Buurt,6071,425,2.3,852.0,235.0,97.0,83.0,11.0,5.0,12.0,3310.0,1570.0,2.0273972602739727,0.8205128205128205,0.1529411764705882,1.3,0.3,146.0
202007.0,Enexis,Limburg,Roermond,Verspreide huizen Swalmen,9570809.0,376.0,90.0,687.0,Verspreide huizen Swalmen,Roermond,Buurt,6071,165,2.4,27.0,326.0,95.0,85.0,0.0,13.0,9.0,4530.0,2080.0,1.9411764705882355,0.7407407407407407,0.4545454545454545,1.3,1.7,280.0
202007.0,Enexis,Limburg,Simpelveld,Simpelveld,9650000.0,1363.0,140.0,652.0,Simpelveld,Simpelveld,Buurt,6369,1250,1.9,1643.0,139.0,51.0,42.0,41.0,16.0,12.0,2440.0,1320.0,1.9428571428571428,0.8492569002123143,0.156,1.0,0.7,764.0
202007.0,Enexis,Limburg,Simpelveld,Hulsveld,9650001.0,741.0,160.0,635.0,Hulsveld,Simpelveld,Buurt,6369,715,2.2,3014.0,214.0,95.0,73.0,23.0,4.0,2.0,2920.0,1650.0,2.0267857142857144,0.8253968253968254,0.0979020979020979,1.3,0.7,752.0
202007.0,Enexis,Limburg,Simpelveld,Huls,9650002.0,173.0,48.0,189.0,Huls,Simpelveld,Buurt,6369,150,2.2,737.0,203.0,96.0,82.0,10.0,8.0,5.0,3020.0,1720.0,1.7777777777777777,0.9230769230769232,0.1666666666666666,1.4,1.4,285.0
202007.0,Enexis,Limburg,Simpelveld,Molsberg-Rodeput,9650003.0,420.0,113.0,451.0,Molsberg-Rodeput,Simpelveld,Buurt,6369,410,2.4,1302.0,236.0,97.0,82.0,15.0,3.0,18.0,3180.0,1570.0,2.038961038961039,0.8247422680412371,0.1463414634146341,1.4,1.5,549.0
202007.0,Enexis,Limburg,Simpelveld,Bocholtz,9650100.0,2061.0,391.0,1519.0,Bocholtz,Simpelveld,Buurt,6351,1910,2.2,1073.0,164.0,78.0,65.0,20.0,15.0,7.0,2700.0,1390.0,1.9104938271604937,0.8293838862559242,0.1073298429319371,1.3,0.7,737.0
202007.0,Enexis,Limburg,Simpelveld,Bocholtzerheide,9650101.0,191.0,49.0,213.0,Bocholtzerheide,Simpelveld,Buurt,6351,210,2.3,275.0,187.0,90.0,83.0,2.0,15.0,5.0,3070.0,1650.0,1.9743589743589745,0.8247422680412371,0.1666666666666666,1.4,1.1,398.0
202007.0,Enexis,Limburg,Simpelveld,Prickart-Broek,9650102.0,157.0,36.0,171.0,Prickart-Broek,Simpelveld,Buurt,6351,110,2.3,194.0,252.0,91.0,85.0,6.0,6.0,7.0,3580.0,1920.0,2.0,0.7843137254901961,0.2272727272727272,1.4,1.7,462.0
202007.0,Enexis,Limburg,Simpelveld,Baneheide,9650103.0,120.0,36.0,197.0,Baneheide,Simpelveld,Buurt,6351,55,2.4,363.0,257.0,79.0,78.0,0.0,21.0,4.0,3950.0,2340.0,2.0,0.7142857142857143,0.3636363636363636,1.4,2.1,88.0
202007.0,Enexis,Limburg,Sittard-Geleen,Limbrichterveld,18830001.0,2654.0,468.0,1384.0,Limbrichterveld,Sittard-Geleen,Buurt,6135,2660,2.1,3618.0,162.0,58.0,49.0,35.0,16.0,42.0,2910.0,420.0,2.016706443914081,0.7699037620297463,0.0977443609022556,1.0,0.7,1561.0
202007.0,Enexis,Limburg,Sittard-Geleen,Sittard-Centrum,18830100.0,2145.0,69.0,324.0,Sittard-Centrum,Sittard-Geleen,Buurt,6131,2070,1.4,3766.0,145.0,21.0,27.0,27.0,45.0,10.0,2220.0,1040.0,2.0040816326530613,0.8881578947368421,0.2922705314009662,0.6,0.8,2388.0
202007.0,Enexis,Limburg,Sittard-Geleen,Sanderbout,18830101.0,808.0,77.0,298.0,Sanderbout,Sittard-Geleen,Buurt,6134,835,2.0,2599.0,119.0,89.0,29.0,64.0,7.0,19.0,2820.0,1180.0,1.5378787878787878,0.8308605341246291,0.0718562874251497,0.9,1.1,854.0
202007.0,Enexis,Limburg,Sittard-Geleen,Ophoven,18830102.0,2104.0,357.0,1531.0,Ophoven,Sittard-Geleen,Buurt,6133,2005,2.1,3281.0,201.0,74.0,70.0,18.0,12.0,14.0,2830.0,1270.0,2.1121212121212123,0.8413461538461539,0.1620947630922693,1.2,0.5,1444.0
202007.0,Enexis,Limburg,Sittard-Geleen,Kollenberg-Park Leyenbroek,18830103.0,1886.0,287.0,1659.0,Kollenberg-Park Leyenbroek,Sittard-Geleen,Buurt,6132,1615,2.0,2039.0,322.0,66.0,66.0,19.0,15.0,11.0,3100.0,1780.0,2.331932773109244,0.7894736842105263,0.1826625386996904,1.2,0.6,1475.0
202007.0,Enexis,Limburg,Sittard-Geleen,Overhoven,18830200.0,1682.0,237.0,853.0,Overhoven,Sittard-Geleen,Buurt,6136,1700,2.0,4119.0,159.0,72.0,57.0,33.0,11.0,9.0,2690.0,1320.0,1.99250936329588,0.834575260804769,0.1117647058823529,1.0,0.5,2001.0
202007.0,Enexis,Limburg,Sittard-Geleen,Baandert,18830201.0,1737.0,178.0,655.0,Baandert,Sittard-Geleen,Buurt,6136,1715,1.9,5411.0,161.0,56.0,58.0,35.0,7.0,25.0,2570.0,1120.0,1.9506172839506173,0.8333333333333334,0.0787172011661807,0.9,0.6,2386.0
202007.0,Enexis,Limburg,Sittard-Geleen,Stadbroek,18830202.0,1337.0,178.0,601.0,Stadbroek,Sittard-Geleen,Buurt,6137,1385,1.9,5409.0,135.0,53.0,27.0,62.0,10.0,30.0,2610.0,1140.0,1.6521739130434785,0.7763401109057301,0.075812274368231,0.8,0.5,2118.0
202007.0,Enexis,Limburg,Sittard-Geleen,Vrangendael,18830203.0,1211.0,99.0,360.0,Vrangendael,Sittard-Geleen,Buurt,6137,1115,1.7,4099.0,126.0,42.0,40.0,57.0,3.0,2.0,2200.0,1150.0,1.9294871794871795,0.8651399491094147,0.0538116591928251,0.8,0.5,2097.0
202007.0,Enexis,Limburg,Sittard-Geleen,Broeksittard,18830204.0,607.0,72.0,253.0,Broeksittard,Sittard-Geleen,Buurt,6137,640,2.1,3621.0,138.0,75.0,48.0,42.0,10.0,5.0,3010.0,1550.0,1.7403846153846154,0.8118081180811808,0.125,1.1,0.4,1525.0
202007.0,Enexis,Limburg,Sittard-Geleen,Kemperkoul,18830205.0,2826.0,667.0,2544.0,Kemperkoul,Sittard-Geleen,Buurt,6132,2730,2.3,3973.0,202.0,85.0,69.0,24.0,7.0,2.0,3000.0,1220.0,2.0861056751467717,0.826580226904376,0.097069597069597,1.2,0.8,1198.0
202007.0,Enexis,Limburg,Sittard-Geleen,Munstergeleen,18830300.0,2232.0,473.0,1969.0,Munstergeleen,Sittard-Geleen,Buurt,6151,2115,2.1,1445.0,211.0,91.0,78.0,15.0,7.0,4.0,3190.0,1550.0,2.06158357771261,0.8562019758507134,0.1371158392434988,1.3,0.7,796.0
202007.0,Enexis,Limburg,Sittard-Geleen,Guttecoven,18830400.0,561.0,103.0,456.0,Guttecoven,Sittard-Geleen,Buurt,6143,535,2.3,434.0,208.0,91.0,79.0,13.0,8.0,3.0,3400.0,1550.0,1.935483870967742,0.8097165991902834,0.1495327102803738,1.2,1.3,237.0
202007.0,Enexis,Limburg,Sittard-Geleen,Limbricht,18830401.0,1194.0,295.0,1207.0,Limbricht,Sittard-Geleen,Buurt,6141,1130,2.2,882.0,218.0,88.0,85.0,10.0,4.0,5.0,3200.0,1600.0,2.204081632653061,0.8235294117647058,0.1504424778761062,1.3,0.4,632.0
202007.0,Enexis,Limburg,Sittard-Geleen,Einighausen,18830402.0,611.0,150.0,753.0,Einighausen,Sittard-Geleen,Buurt,6142,590,2.3,436.0,223.0,92.0,79.0,13.0,8.0,6.0,3500.0,1700.0,2.0096153846153846,0.8208955223880597,0.1694915254237288,1.4,0.9,308.0
202007.0,Enexis,Limburg,Sittard-Geleen,Geleen-Centrum,18830501.0,2718.0,178.0,833.0,Geleen-Centrum,Sittard-Geleen,Buurt,6161,2385,1.8,2655.0,143.0,48.0,42.0,35.0,22.0,8.0,2600.0,1200.0,1.8206686930091185,0.8314087759815243,0.2976939203354298,1.0,0.6,2064.0
202007.0,Enexis,Limburg,Sittard-Geleen,Geleen-Noord,18830502.0,2347.0,308.0,1156.0,Geleen-Noord,Sittard-Geleen,Buurt,6162,2190,1.9,3749.0,170.0,54.0,56.0,24.0,20.0,24.0,2610.0,1110.0,1.987692307692308,0.8149010477299186,0.1210045662100456,1.0,1.1,2039.0
202007.0,Enexis,Limburg,Sittard-Geleen,Lindenheuvel,18830503.0,3752.0,611.0,2121.0,Lindenheuvel,Sittard-Geleen,Buurt,6163,3665,2.1,2070.0,137.0,81.0,56.0,34.0,9.0,4.0,2940.0,1200.0,1.6442622950819672,0.8066581306017926,0.121418826739427,1.1,0.6,1225.0
202007.0,Enexis,Limburg,Sittard-Geleen,Geleen-Zuid,18830504.0,2587.0,269.0,1157.0,Geleen-Zuid,Sittard-Geleen,Buurt,6164,2535,1.9,2486.0,155.0,55.0,53.0,40.0,7.0,6.0,2730.0,1200.0,1.9273743016759777,0.7912957467853611,0.0907297830374753,1.0,0.4,1619.0
202007.0,Enexis,Limburg,Sittard-Geleen,Kluis,18830505.0,2695.0,282.0,1085.0,Kluis,Sittard-Geleen,Buurt,6165,2475,2.0,4448.0,159.0,64.0,63.0,30.0,7.0,2.0,2650.0,1370.0,2.042105263157895,0.8333333333333334,0.101010101010101,1.0,0.5,2190.0
202007.0,Enexis,Limburg,Sittard-Geleen,Oud-Geleen en Haesselderveld,18830506.0,2848.0,380.0,1480.0,Oud-Geleen en Haesselderveld,Sittard-Geleen,Buurt,6166,2635,2.0,3145.0,167.0,68.0,62.0,27.0,9.0,8.0,2800.0,1360.0,1.9630541871921183,0.8421052631578947,0.1157495256166983,1.1,0.6,1840.0
202007.0,Enexis,Limburg,Sittard-Geleen,Holtum,18830601.0,579.0,107.0,434.0,Holtum,Sittard-Geleen,Buurt,6123,545,2.1,1376.0,193.0,95.0,84.0,8.0,8.0,4.0,3080.0,1600.0,1.934782608695652,0.8620689655172413,0.146788990825688,1.3,0.9,389.0
202007.0,Enexis,Limburg,Sittard-Geleen,Buchten,18830602.0,977.0,183.0,693.0,Buchten,Sittard-Geleen,Buurt,6122,930,2.1,1993.0,186.0,84.0,76.0,18.0,5.0,3.0,3070.0,1540.0,1.9548387096774196,0.8542713567839196,0.1290322580645161,1.2,0.7,772.0
202007.0,Enexis,Limburg,Sittard-Geleen,Born,18830603.0,1223.0,244.0,887.0,Born,Sittard-Geleen,Buurt,6121,1150,2.0,1608.0,183.0,81.0,65.0,25.0,10.0,7.0,2960.0,1440.0,1.875675675675676,0.8247422680412371,0.1652173913043478,1.2,0.6,752.0
202007.0,Enexis,Limburg,Sittard-Geleen,Hondsbroek,18830604.0,1238.0,338.0,1361.0,Hondsbroek,Sittard-Geleen,Buurt,6121,1195,2.5,3173.0,217.0,84.0,68.0,27.0,5.0,38.0,3420.0,1180.0,2.0858369098712446,0.7631160572337043,0.1297071129707113,1.4,0.6,898.0
202007.0,Enexis,Limburg,Sittard-Geleen,Graetheide,18830606.0,129.0,24.0,143.0,Graetheide,Sittard-Geleen,Buurt,6121,105,2.3,37.0,238.0,82.0,87.0,0.0,13.0,2.0,3540.0,1640.0,2.1578947368421053,0.8333333333333334,0.238095238095238,1.4,2.0,123.0
202007.0,Enexis,Limburg,Sittard-Geleen,Obbicht,18830700.0,877.0,189.0,931.0,Obbicht,Sittard-Geleen,Buurt,6125,845,2.2,874.0,205.0,91.0,72.0,24.0,4.0,6.0,3350.0,1630.0,1.9383561643835616,0.8086253369272237,0.1301775147928994,1.3,1.7,338.0
202007.0,Enexis,Limburg,Sittard-Geleen,Papenhoven,18830701.0,332.0,76.0,330.0,Papenhoven,Sittard-Geleen,Buurt,6124,305,2.4,276.0,230.0,95.0,85.0,7.0,8.0,4.0,3580.0,1790.0,1.827586206896552,0.821917808219178,0.2131147540983606,1.5,0.9,354.0
202007.0,Enexis,Limburg,Sittard-Geleen,Grevenbicht,18830702.0,1146.0,266.0,1249.0,Grevenbicht,Sittard-Geleen,Buurt,6127,1065,2.1,700.0,196.0,89.0,78.0,11.0,11.0,4.0,3030.0,1640.0,1.9505494505494505,0.8260869565217391,0.1549295774647887,1.3,0.5,443.0
202007.0,Enexis,Limburg,Stein,Oud-Stein,9710000.0,1592.0,391.0,1819.0,Oud-Stein,Stein,Buurt,6171,1490,2.1,1683.0,219.0,71.0,72.0,16.0,12.0,15.0,3050.0,1490.0,2.030434782608696,0.8163265306122449,0.1644295302013423,1.2,0.5,1058.0
202007.0,Enexis,Limburg,Stein,Kerensheide,9710001.0,1215.0,420.0,1500.0,Kerensheide,Stein,Buurt,6171,1200,2.2,2018.0,191.0,95.0,74.0,22.0,3.0,0.0,3050.0,1450.0,1.855140186915888,0.8614232209737828,0.1291666666666666,1.3,0.5,928.0
202007.0,Enexis,Limburg,Stein,Nieuwdorp,9710002.0,1204.0,286.0,1145.0,Nieuwdorp,Stein,Buurt,6171,1160,2.1,1436.0,174.0,81.0,65.0,30.0,5.0,6.0,2920.0,1280.0,1.6858638743455496,0.814663951120163,0.1206896551724138,1.2,1.3,1100.0
202007.0,Enexis,Limburg,Stein,Kleine Meers en Veldschuur,9710003.0,105.0,24.0,114.0,Kleine Meers en Veldschuur,Stein,Buurt,6171,110,2.4,786.0,247.0,98.0,93.0,0.0,6.0,2.0,3720.0,1760.0,1.9090909090909087,0.7407407407407407,0.1818181818181818,1.6,1.7,297.0
202007.0,Enexis,Limburg,Stein,Maasband,9710004.0,88.0,17.0,89.0,Maasband,Stein,Buurt,6171,55,2.1,49.0,244.0,100.0,86.0,0.0,14.0,3.0,3470.0,1630.0,1.818181818181818,0.8695652173913043,0.3636363636363636,1.4,2.4,89.0
202007.0,Enexis,Limburg,Stein,Centrum,9710005.0,1298.0,291.0,1128.0,Centrum,Stein,Buurt,6171,1140,1.9,2124.0,178.0,65.0,55.0,41.0,4.0,11.0,2640.0,1290.0,1.802547770700637,0.8715596330275229,0.1228070175438596,1.0,0.8,1362.0
202007.0,Enexis,Limburg,Stein,Elsloo,9710100.0,3311.0,1002.0,3872.0,Elsloo,Stein,Buurt,6181,3140,2.2,2055.0,209.0,87.0,76.0,18.0,6.0,12.0,3060.0,1390.0,1.988826815642458,0.8327452364149612,0.1512738853503184,1.3,0.6,1043.0
202007.0,Enexis,Limburg,Stein,Meers,9710101.0,417.0,99.0,389.0,Meers,Stein,Buurt,6181,395,2.2,491.0,211.0,91.0,79.0,14.0,7.0,5.0,3180.0,1510.0,1.9558823529411764,0.8092485549132948,0.1645569620253164,1.3,2.1,206.0
202007.0,Enexis,Limburg,Stein,Catsop,9710102.0,295.0,80.0,365.0,Catsop,Stein,Buurt,6181,240,2.2,201.0,294.0,98.0,89.0,6.0,5.0,11.0,3610.0,1840.0,2.0476190476190474,0.9433962264150944,0.2083333333333333,1.4,1.3,536.0
202007.0,Enexis,Limburg,Stein,Berg,9710200.0,908.0,238.0,1011.0,Berg,Stein,Buurt,6129,910,2.2,2211.0,206.0,81.0,71.0,23.0,5.0,3.0,3180.0,1420.0,2.0197368421052637,0.8673469387755102,0.1373626373626373,1.3,0.5,378.0
202007.0,Enexis,Limburg,Stein,Urmond ten westen van Julianakanaal,9710201.0,494.0,100.0,531.0,Urmond ten westen van Julianakanaal,Stein,Buurt,6129,455,2.1,1980.0,223.0,80.0,69.0,25.0,6.0,22.0,3100.0,1490.0,2.0,0.8205128205128205,0.1318681318681318,1.3,1.2,554.0
